0.77	-5.588600	-4.717200	-4.067600	-2.822600	-2.025900	-1.176000	-0.949900	1.847700	1.953600	3.162600	3.918600
0.78	-5.621100	-4.748200	-4.067500	-2.835800	-2.035700	-1.162900	-0.934700	1.844300	1.971300	3.184400	3.924600
0.79	-5.652900	-4.778100	-4.067600	-2.848400	-2.044900	-1.149200	-0.920100	1.841400	1.988900	3.205300	3.930200
0.80	-5.683800	-4.807000	-4.068100	-2.860500	-2.053700	-1.134900	-0.906200	1.838900	2.006400	3.225300	3.935600
0.81	-5.713600	-4.834600	-4.068800	-2.872000	-2.061900	-1.120200	-0.893000	1.836700	2.023800	3.244400	3.940600
0.82	-5.742500	-4.861100	-4.069700	-2.882900	-2.069700	-1.105200	-0.880400	1.835000	2.041100	3.262600	3.945300
0.83	-5.770200	-4.886400	-4.070900	-2.893300	-2.077000	-1.090100	-0.868600	1.833600	2.058100	3.279900	3.949700
0.84	-5.796700	-4.910400	-4.072200	-2.903100	-2.083800	-1.075000	-0.857400	1.832500	2.074700	3.296200	3.953800
0.85	-5.821900	-4.933100	-4.073600	-2.912300	-2.090200	-1.060100	-0.846900	1.831700	2.091000	3.311500	3.957700
0.86	-5.845900	-4.954500	-4.075200	-2.921000	-2.096100	-1.045300	-0.837100	1.831100	2.106800	3.325800	3.961200
0.87	-5.868400	-4.974500	-4.076800	-2.929000	-2.101500	-1.031000	-0.828000	1.830700	2.122100	3.339200	3.964500
0.88	-5.889500	-4.993200	-4.078500	-2.936500	-2.106600	-1.017200	-0.819600	1.830500	2.136700	3.351500	3.967600
0.89	-5.909100	-5.010500	-4.080100	-2.943400	-2.111200	-1.004000	-0.811900	1.830400	2.150600	3.362900	3.970300
0.90	-5.927200	-5.026400	-4.081700	-2.949700	-2.115300	-0.991500	-0.804800	1.830500	2.163700	3.373200	3.972800
0.91	-5.943600	-5.040800	-4.083300	-2.955400	-2.119100	-0.979900	-0.798500	1.830600	2.175800	3.382600	3.975100
0.92	-5.958500	-5.053700	-4.084700	-2.960500	-2.122400	-0.969200	-0.792800	1.830800	2.187000	3.391000	3.977100
0.93	-5.971700	-5.065200	-4.086100	-2.965000	-2.125400	-0.959600	-0.787800	1.831100	2.197100	3.398300	3.978900
0.94	-5.983200	-5.075200	-4.087300	-2.969000	-2.127900	-0.951000	-0.783500	1.831300	2.206100	3.404700	3.980400
0.95	-5.993000	-5.083600	-4.088400	-2.972300	-2.130100	-0.943700	-0.779800	1.831600	2.213900	3.410100	3.981700
0.96	-6.001100	-5.090600	-4.089200	-2.975000	-2.131800	-0.937600	-0.776800	1.831800	2.220300	3.414500	3.982700
0.97	-6.007300	-5.096000	-4.090000	-2.977100	-2.133200	-0.932800	-0.774500	1.832000	2.225300	3.417900	3.983500
0.98	-6.011800	-5.099900	-4.090500	-2.978600	-2.134100	-0.929300	-0.772800	1.832200	2.229000	3.420400	3.984100
0.99	-6.014500	-5.102200	-4.090800	-2.979500	-2.134700	-0.927200	-0.771800	1.832300	2.231200	3.421800	3.984500
1.00	-6.015400	-5.102900	-4.090900	-2.979800	-2.134900	-0.926500	-0.771500	1.832300	2.231900	3.422300	3.984600
