# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
79 7 19.65107 0.21037
79 8 19.67523 0.20754
79 9 19.83955 0.21224
79 10 19.89777 0.20273
79 11 23.01552 0.18835
79 12 25.53437 0.52217
80 1 4.08347 0.00000
80 2 4.51083 0.00002
80 3 6.47780 0.00008
80 4 6.91336 0.00010
80 5 7.31272 0.00082
80 6 13.03953 0.02126
80 7 19.68719 0.20701
80 8 19.68827 0.20916
80 9 19.84044 0.21433
80 10 19.88059 0.21485
80 11 23.24426 0.17944
80 12 25.38873 0.47036
81 1 4.35419 0.00000
81 2 4.78256 0.00003
81 3 6.32310 0.00007
81 4 6.75687 0.00009
81 5 7.87444 0.00117
81 6 12.58178 0.01534
81 7 19.70059 0.20702
81 8 19.71777 0.21072
81 9 19.83901 0.20979
81 10 19.86251 0.21121
81 11 23.47156 0.17577
81 12 25.23521 0.42819
82 1 4.61722 0.00000
82 2 5.04512 0.00002
82 3 6.15462 0.00006
82 4 6.58608 0.00007
82 5 8.43385 0.00162
82 6 12.10745 0.01130
82 7 19.71543 0.21062
82 8 19.74196 0.21463
82 9 19.83508 0.21022
82 10 19.84371 0.21871
82 11 23.69560 0.18547
82 12 25.07302 0.37893
83 1 4.87121 0.00000
83 2 5.29820 0.00002
83 3 5.97253 0.00006
83 4 6.40189 0.00006
83 5 8.98775 0.00218
83 6 11.61801 0.00853
83 7 19.73156 0.21222
83 8 19.76241 0.22182
83 9 19.82450 0.22604
83 10 19.82860 0.21372
83 11 23.91486 0.19251
83 12 24.90181 0.33932
84 1 5.11503 0.00000
84 2 5.54133 0.00002
84 3 5.77709 0.00007
84 4 6.20477 0.00007
84 5 9.53424 0.00288
84 6 11.11478 0.00652
84 7 19.74883 0.20923
84 8 19.78001 0.21069
84 9 19.80513 0.22686
84 10 19.81973 0.21245
84 11 24.12802 0.21278
84 12 24.72143 0.30564
85 1 5.34779 0.00000
85 2 5.56867 0.00000
85 3 5.77391 0.00002
85 4 5.99525 0.00007
85 5 10.07174 0.00380
85 6 10.59898 0.00498
85 7 19.76703 0.20820
85 8 19.78588 0.21610
85 9 19.79536 0.20660
85 10 19.80861 0.20985
85 11 24.33403 0.24015
85 12 24.53205 0.27241
86 1 2.04682 0.00000
86 2 2.05732 0.00000
86 3 3.77103 0.00004
86 4 7.39396 0.00010
86 5 8.10750 0.00017
86 6 15.98329 0.20119
86 7 18.25955 0.28586
86 8 19.62390 0.19725
86 9 19.87789 0.20936
86 10 19.99805 0.20427
86 11 21.42407 0.12953
86 12 26.63815 0.70759
87 1 2.06369 0.00000
87 2 2.07862 0.00000
87 3 3.82715 0.00005
87 4 7.38770 0.00010
87 5 8.09922 0.00018
87 6 15.95013 0.19481
87 7 18.31249 0.28465
87 8 19.62426 0.19705
87 9 19.87882 0.20964
87 10 19.99712 0.20440
87 11 21.44643 0.14003
87 12 26.61381 0.70520
88 1 2.11467 0.00000
88 2 2.17086 0.00000
88 3 3.97876 0.00005
88 4 7.36881 0.00010
88 5 8.07506 0.00018
88 6 15.85240 0.18993
88 7 18.45372 0.28027
88 8 19.62543 0.19705
88 9 19.88137 0.20966
88 10 19.99430 0.20485
88 11 21.51221 0.14635
88 12 26.54611 0.71874
89 1 2.25983 0.00000
89 2 2.31535 0.00000
89 3 4.19706 0.00005
89 4 7.33724 0.00011
89 5 8.03654 0.00018
89 6 15.69464 0.15134
89 7 18.64328 0.27333
89 8 19.62741 0.19826
89 9 19.88484 0.21361
89 10 19.98962 0.20662
89 11 21.61755 0.12227
89 12 26.44775 0.75018
90 1 2.50154 0.00000
90 2 2.50717 0.00000
90 3 4.46571 0.00007
90 4 7.29290 0.00011
90 5 7.98485 0.00018
90 6 15.48326 0.12643
90 7 18.84253 0.26247
90 8 19.63032 0.19911
90 9 19.88859 0.21293
90 10 19.98309 0.20765
90 11 21.75696 0.11935
90 12 26.33182 0.75839
91 1 2.71896 0.00000
91 2 2.82587 0.00000
91 3 4.78043 0.00009
91 4 7.23564 0.00012
91 5 7.92052 0.00019
91 6 15.22511 0.12257
91 7 19.02690 0.25205
91 8 19.63425 0.19985
91 9 19.89201 0.21084
91 10 19.97472 0.20746
91 11 21.92424 0.12860
91 12 26.20759 0.74267
92 1 2.95850 0.00000
92 2 3.17729 0.00000
92 3 5.14144 0.00014
92 4 7.16528 0.00012
92 5 7.84350 0.00019
92 6 14.92667 0.13364
92 7 19.18582 0.24141
92 8 19.63934 0.20047
92 9 19.89474 0.20914
92 10 19.96459 0.20736
92 11 22.11332 0.14482
92 12 26.07973 0.70119
93 1 3.21279 0.00000
93 2 3.53296 0.00001
93 3 5.54754 0.00021
93 4 7.08164 0.00012
93 5 7.75359 0.00018
93 6 14.59369 0.12406
93 7 19.31749 0.23455
93 8 19.64573 0.20106
93 9 19.89645 0.20760
93 10 19.95275 0.20728
93 11 22.31865 0.15917
93 12 25.94959 0.63557
94 1 3.47591 0.00000
94 2 3.87758 0.00001
94 3 5.99381 0.00032
94 4 6.98459 0.00011
94 5 7.65040 0.00018
94 6 14.23106 0.06640
94 7 19.42439 0.22757
94 8 19.65352 0.20226
94 9 19.89696 0.20576
94 10 19.93923 0.20740
94 11 22.53546 0.18821
94 12 25.81675 0.58868
95 1 3.74336 0.00000
95 2 4.20567 0.00002
95 3 6.47222 0.00048
95 4 6.87400 0.00011
95 5 7.53378 0.00016
95 6 13.84277 0.04236
95 7 19.51046 0.22078
95 8 19.66285 0.20294
95 9 19.89594 0.20317
95 10 19.92415 0.20631
95 11 22.75979 0.21385
95 12 25.68001 0.54031
96 1 4.01149 0.00000
96 2 4.51694 0.00002
96 3 6.74974 0.00010
96 4 6.97314 0.00068
96 5 7.40406 0.00016
96 6 13.43208 0.02900
96 7 19.57975 0.21663
96 8 19.67376 0.20363
96 9 19.89315 0.20028
96 10 19.90766 0.20507
96 11 22.98830 0.20155
96 12 25.53797 0.49541
97 1 4.27744 0.00000
97 2 4.81299 0.00003
97 3 6.61183 0.00009
97 4 7.25489 0.00013
97 5 7.49463 0.00098
97 6 13.00173 0.02102
97 7 19.63593 0.21388
97 8 19.68629 0.20723
97 9 19.88829 0.20914
97 10 19.88991 0.21626
97 11 23.21821 0.19120
97 12 25.38933 0.45006
98 1 4.53883 0.00000
98 2 5.09554 0.00004
98 3 6.46029 0.00007
98 4 7.09864 0.00011
98 5 8.01759 0.00136
98 6 12.55396 0.01532
98 7 19.68203 0.21430
98 8 19.70044 0.20598
98 9 19.87111 0.21238
98 10 19.88107 0.20284
98 11 23.44719 0.18666
98 12 25.23299 0.41200
99 1 4.79377 0.00000
99 2 5.36581 0.00004
99 3 6.29519 0.00006
99 4 6.92679 0.00009
99 5 8.54549 0.00184
99 6 12.09066 0.01150
99 7 19.71612 0.20481
99 8 19.72047 0.21507
99 9 19.85151 0.21927
99 10 19.87132 0.20527
99 11 23.67332 0.19964
99 12 25.06817 0.37488
100 1 5.04071 0.00000
100 2 5.62447 0.00005
100 3 6.11682 0.00005
100 4 6.74125 0.00008
100 5 9.07280 0.00243
100 6 11.61354 0.00883
100 7 19.73321 0.20844
100 8 19.75297 0.22775
100 9 19.83136 0.22597
100 10 19.85894 0.21089
100 11 23.89490 0.20965
100 12 24.89444 0.33598
101 1 5.27833 0.00000
101 2 5.87168 0.00004
101 3 5.92543 0.00007
101 4 6.54252 0.00009
101 5 9.59639 0.00317
101 6 11.12410 0.00684
101 7 19.75150 0.21140
101 8 19.78085 0.21231
101 9 19.81098 0.22702
101 10 19.84380 0.20940
101 11 24.11054 0.22734
101 12 24.71153 0.30614
102 1 5.50554 0.00000
102 2 5.72148 0.00000
102 3 6.10731 0.00005
102 4 6.33108 0.00009
102 5 10.11401 0.00410
102 6 10.62378 0.00531
102 7 19.77074 0.20983
102 8 19.79065 0.21765
102 9 19.80498 0.20676
102 10 19.82587 0.20847
102 11 24.31907 0.25138
102 12 24.51964 0.27760
103 1 2.43868 0.00000
103 2 2.46911 0.00000
103 3 4.50405 0.00009
103 4 7.53148 0.00010
103 5 8.50415 0.00022
103 6 15.86858 0.21073
103 7 18.26638 0.28152
103 8 19.62250 0.19050
103 9 19.95751 0.20123
103 10 20.00827 0.20448
103 11 21.41594 0.13961
103 12 26.54084 0.66442
104 1 2.46578 0.00000
104 2 2.47292 0.00000
104 3 4.55202 0.00009
104 4 7.52536 0.00010
104 5 8.49600 0.00022
104 6 15.83639 0.19215
104 7 18.30482 0.28147
104 8 19.62289 0.19049
104 9 19.95862 0.20112
104 10 20.00731 0.20435
104 11 21.43735 0.15108
104 12 26.52258 0.66013
105 1 2.50493 0.00000
105 2 2.54506 0.00000
105 3 4.68468 0.00009
105 4 7.50695 0.00011
105 5 8.47198 0.00023
105 6 15.74138 0.17695
105 7 18.41088 0.27812
105 8 19.62402 0.19046
105 9 19.96150 0.20047
105 10 20.00452 0.20459
105 11 21.50043 0.15263
105 12 26.47041 0.66868
106 1 2.60417 0.00000
106 2 2.67099 0.00000
106 3 4.87999 0.00010
106 4 7.47616 0.00011
106 5 8.43322 0.00023
106 6 15.58798 0.14461
106 7 18.56195 0.27323
106 8 19.62603 0.19138
106 9 19.96522 0.20445
106 10 19.99987 0.20619
106 11 21.60197 0.13506
106 12 26.39109 0.68479
107 1 2.79138 0.00000
107 2 2.83600 0.00000
107 3 5.12093 0.00012
107 4 7.43290 0.00012
107 5 8.38073 0.00023
107 6 15.38220 0.13149
107 7 18.73265 0.26357
107 8 19.62897 0.19198
107 9 19.96870 0.20627
107 10 19.99337 0.20743
107 11 21.73723 0.13406
107 12 26.29243 0.69908
108 1 3.03195 0.00000
108 2 3.05791 0.00000
108 3 5.39953 0.00015
108 4 7.37702 0.00012
108 5 8.31513 0.00023
108 6 15.13068 0.12957
108 7 18.90293 0.25460
108 8 19.63296 0.19309
108 9 19.97103 0.20374
108 10 19.98500 0.20729
108 11 21.90062 0.14232
108 12 26.18118 0.68417
109 1 3.25116 0.00000
109 2 3.37842 0.00001
109 3 5.71344 0.00021
109 4 7.30834 0.00012
109 5 8.23656 0.00023
109 6 14.83973 0.12853
109 7 19.06053 0.24661
109 8 19.63817 0.19403
109 9 19.97172 0.19941
109 10 19.97484 0.20699
109 11 22.08643 0.15589
109 12 26.06177 0.64184
110 1 3.48695 0.00000
110 2 3.72618 0.00001
110 3 6.06225 0.00029
110 4 7.22668 0.00012
110 5 8.14479 0.00022
110 6 14.51508 0.10434
110 7 19.19991 0.23980
110 8 19.64471 0.19488
110 9 19.96288 0.20674
110 10 19.97040 0.19501
110 11 22.28939 0.16735
110 12 25.93651 0.58991
111 1 3.73368 0.00000
111 2 4.08060 0.00001
111 3 6.44482 0.00042
111 4 7.13185 0.00012
111 5 8.03956 0.00021
111 6 14.16157 0.06113
111 7 19.31992 0.23296
111 8 19.65274 0.19631
111 9 19.94918 0.20656
111 10 19.96696 0.19237
111 11 22.50479 0.19222
111 12 25.80607 0.54850
112 1 3.98670 0.00000
112 2 4.42862 0.00001
112 3 6.85826 0.00059
112 4 7.02378 0.00011
112 5 7.92058 0.00020
112 6 13.78329 0.04012
112 7 19.42169 0.22905
112 8 19.66243 0.19788
112 9 19.93383 0.20698
112 10 19.96120 0.19134
112 11 22.72859 0.22235
112 12 25.67015 0.50712
113 1 4.24224 0.00000
113 2 4.76358 0.00002
113 3 6.90233 0.00010
113 4 7.29755 0.00082
113 5 7.78789 0.00020
113 6 13.38369 0.02822
113 7 19.50747 0.22329
113 8 19.67376 0.20008
113 9 19.91698 0.20594
113 10 19.95296 0.19078
113 11 22.95736 0.21787
113 12 25.52799 0.46645
114 1 4.49716 0.00000
114 2 5.08289 0.00003
114 3 6.76751 0.00009
114 4 7.63386 0.00017
114 5 7.76459 0.00115
114 6 12.96560 0.02068
114 7 19.57984 0.21576
114 8 19.68683 0.20424
114 9 19.89878 0.21571
114 10 19.94210 0.19803
114 11 23.18826 0.20422
114 12 25.37869 0.42849
115 1 4.74892 0.00000
115 2 5.38625 0.00004
115 3 6.61936 0.00007
115 4 7.47589 0.00015
115 5 8.23590 0.00158
115 6 12.53150 0.01541
115 7 19.64114 0.21370
115 8 19.70161 0.20024
115 9 19.87942 0.21430
115 10 19.92843 0.20012
115 11 23.41877 0.19904
115 12 25.22136 0.38966
116 1 4.99541 0.00000
116 2 5.67432 0.00006
116 3 6.45798 0.00006
116 4 7.29974 0.00015
116 5 8.72051 0.00209
116 6 12.08352 0.01181
116 7 19.69352 0.21639
116 8 19.71801 0.20104
116 9 19.85915 0.21439
116 10 19.91180 0.20128
116 11 23.64676 0.22526
116 12 25.05530 0.36402
117 1 5.23486 0.00000
117 2 5.94782 0.00007
117 3 6.28365 0.00005
117 4 7.10910 0.00013
117 5 9.21025 0.00273
117 6 11.62361 0.00922
117 7 19.73588 0.20567
117 8 19.73867 0.22513
117 9 19.83826 0.22325
117 10 19.89204 0.20829
117 11 23.87046 0.22638
117 12 24.88011 0.32788
118 1 5.46582 0.00000
118 2 6.09670 0.00005
118 3 6.20738 0.00007
118 4 6.90428 0.00012
118 5 9.70125 0.00352
118 6 11.15357 0.00725
118 7 19.75500 0.20896
118 8 19.77797 0.21255
118 9 19.81706 0.22636
118 10 19.86904 0.20924
118 11 24.08832 0.24045
118 12 24.69552 0.30146
119 1 5.68706 0.00000
119 2 5.89761 0.00000
119 3 6.45330 0.00014
119 4 6.68561 0.00013
119 5 10.19040 0.00449
119 6 10.67522 0.00570
119 7 19.77509 0.21116
119 8 19.79590 0.21858
119 9 19.81235 0.20807
119 10 19.84257 0.21031
119 11 24.29908 0.25880
119 12 24.50171 0.27780
120 1 2.82066 0.00000
120 2 2.87987 0.00000
120 3 5.22607 0.00017
120 4 7.68683 0.00011
120 5 8.93355 0.00029
120 6 15.74069 0.21645
120 7 18.27535 0.27592
120 8 19.62268 0.18398
120 9 20.01684 0.20320
120 10 20.03315 0.18650
120 11 21.41163 0.14933
120 12 26.42796 0.61879
121 1 2.84449 0.00000
121 2 2.88180 0.00000
121 3 5.26822 0.00017
121 4 7.68083 0.00011
121 5 8.92545 0.00029
121 6 15.70960 0.19667
121 7 18.30500 0.27782
121 8 19.62307 0.18416
121 9 20.01591 0.20302
121 10 20.03453 0.18702
121 11 21.43186 0.15960
121 12 26.41357 0.61060
122 1 2.90167 0.00000
122 2 2.91453 0.00000
122 3 5.38673 0.00017
122 4 7.66288 0.00011
122 5 8.90150 0.00029
122 6 15.61790 0.16639
122 7 18.38855 0.27459
122 8 19.62423 0.18429
122 9 20.01316 0.20374
122 10 20.03813 0.18546
122 11 21.49173 0.16057
122 12 26.37187 0.61823
123 1 2.96947 0.00000
123 2 3.02676 0.00000
123 3 5.56433 0.00018
123 4 7.63284 0.00011
123 5 8.86240 0.00029
123 6 15.46965 0.14055
123 7 18.51221 0.26990
123 8 19.62627 0.18527
123 9 20.00851 0.20482
123 10 20.04256 0.18949
123 11 21.58871 0.14747
123 12 26.30658 0.63042
124 1 3.10846 0.00000
124 2 3.17549 0.00000
124 3 5.78521 0.00020
124 4 7.59060 0.00012
124 5 8.80901 0.00029
124 6 15.27065 0.12377
124 7 18.65896 0.26007
124 8 19.62930 0.18593
124 9 20.00203 0.20588
124 10 20.04625 0.19361
124 11 21.71891 0.14951
124 12 26.22249 0.63985
125 1 3.32278 0.00000
125 2 3.35420 0.00000
125 3 6.03950 0.00024
125 4 7.53603 0.00012
125 5 8.74183 0.00029
125 6 15.02722 0.13151
125 7 18.81336 0.25350
125 8 19.63341 0.18674
125 9 19.99367 0.20573
125 10 20.04799 0.19002
125 11 21.87747 0.15932
125 12 26.12418 0.62337
126 1 3.55638 0.00000
126 2 3.60006 0.00000
126 3 6.32244 0.00030
126 4 7.46897 0.00013
126 5 8.66097 0.00029
126 6 14.74562 0.12378
126 7 18.96409 0.24732
126 8 19.63877 0.18846
126 9 19.98348 0.20522
126 10 20.04706 0.18682
126 11 22.05921 0.16793
126 12 26.01521 0.57678
127 1 3.77610 0.00000
127 2 3.92054 0.00001
127 3 6.63222 0.00040
127 4 7.38922 0.00012
127 5 8.56627 0.00028
127 6 14.43144 0.09302
127 7 19.10430 0.23988
127 8 19.64552 0.19004
127 9 19.97145 0.20483
127 10 20.04310 0.18367
127 11 22.25905 0.18027
127 12 25.89775 0.54084
128 1 4.00808 0.00000
128 2 4.26482 0.00001
128 3 6.96787 0.00054
128 4 7.29665 0.00012
128 5 8.45742 0.00028
128 6 14.08962 0.05625
128 7 19.23073 0.23405
128 8 19.65382 0.19229
128 9 19.95766 0.20454
128 10 20.03594 0.18186
128 11 22.47232 0.20103
128 12 25.77292 0.50404
129 1 4.24776 0.00000
129 2 4.61737 0.00002
129 3 7.19109 0.00012
129 4 7.32831 0.00074
129 5 8.33399 0.00027
129 6 13.72435 0.03825
129 7 19.34255 0.22962
129 8 19.66381 0.19570
129 9 19.94216 0.20570
129 10 20.02560 0.18170
129 11 22.69498 0.22735
129 12 25.64089 0.46661
130 1 4.49137 0.00000
130 2 4.96732 0.00002
130 3 7.07249 0.00011
130 4 7.71144 0.00100
130 5 8.19585 0.00026
130 6 13.33930 0.02763
130 7 19.44034 0.22124
130 8 19.67553 0.20082
130 9 19.92508 0.20577
130 10 20.01196 0.18264
130 11 22.92351 0.23712
130 12 25.50137 0.43428
131 1 4.73567 0.00000
131 2 5.30777 0.00003
131 3 6.94082 0.00009
131 4 8.03546 0.00030
131 5 8.12174 0.00135
131 6 12.93751 0.02059
131 7 19.52551 0.21520
131 8 19.68905 0.19629
131 9 19.90655 0.21601
131 10 19.99502 0.18745
131 11 23.15483 0.21962
131 12 25.35375 0.40191
132 1 4.97796 0.00000
132 2 5.63487 0.00004
132 3 6.79615 0.00008
132 4 7.87072 0.00022
132 5 8.53761 0.00184
132 6 12.52176 0.01566
132 7 19.59971 0.21495
132 8 19.70431 0.19849
132 9 19.88685 0.21199
132 10 19.97466 0.19445
132 11 23.38633 0.22505
132 12 25.19741 0.36841
133 1 5.21600 0.00000
133 2 5.94677 0.00006
133 3 6.63860 0.00006
133 4 7.68575 0.00020
133 5 8.97108 0.00239
133 6 12.09447 0.01225
133 7 19.66456 0.21844
133 8 19.72122 0.19943
133 9 19.86614 0.21064
133 10 19.95077 0.19629
133 11 23.61570 0.24949
133 12 25.03174 0.34459
134 1 5.44786 0.00000
134 2 6.24282 0.00008
134 3 6.46847 0.00005
134 4 7.48477 0.00019
134 5 9.41408 0.00308
134 6 11.65791 0.00972
134 7 19.72158 0.21532
134 8 19.73962 0.20334
134 9 19.84479 0.21835
134 10 19.92325 0.20644
134 11 23.84097 0.24250
134 12 24.85642 0.31791
135 1 5.67201 0.00000
135 2 6.28614 0.00004
135 3 6.52288 0.00010
135 4 7.26796 0.00017
135 5 9.86287 0.00391
135 6 11.21422 0.00775
135 7 19.75932 0.20891
135 8 19.77194 0.21237
135 9 19.82309 0.22431
135 10 19.89189 0.21188
135 11 24.06041 0.24988
135 12 24.67127 0.29355
136 1 5.88711 0.00000
136 2 6.09211 0.00000
136 3 6.78703 0.00016
136 4 7.03538 0.00017
136 5 10.31433 0.00494
136 6 10.76561 0.00619
136 7 19.78001 0.21212
136 8 19.80135 0.21788
136 9 19.81667 0.20793
136 10 19.85648 0.21177
136 11 24.27264 0.25847
136 12 24.47653 0.27432
137 1 3.19096 0.00000
137 2 3.28935 0.00000
137 3 5.93526 0.00029
137 4 7.85666 0.00011
137 5 9.38398 0.00039
137 6 15.60276 0.26964
137 7 18.28683 0.27163
137 8 19.62438 0.17835
137 9 20.02338 0.20092
137 10 20.09800 0.17150
137 11 21.41331 0.16074
137 12 26.30034 0.56028
138 1 3.21240 0.00000
138 2 3.28965 0.00000
138 3 5.97312 0.00029
138 4 7.85079 0.00011
138 5 9.37586 0.00039
138 6 15.57299 0.20267
138 7 18.31078 0.27374
138 8 19.62477 0.17859
138 9 20.02248 0.20109
138 10 20.09980 0.17256
138 11 21.43216 0.16910
138 12 26.28865 0.56261
139 1 3.27562 0.00000
139 2 3.30071 0.00000
139 3 6.08081 0.00029
139 4 7.83322 0.00011
139 5 9.35167 0.00039
139 6 15.48512 0.16416
139 7 18.37923 0.27014
139 8 19.62603 0.17918
139 9 20.01972 0.20182
139 10 20.10450 0.17099
139 11 21.48825 0.16792
139 12 26.25438 0.56350
140 1 3.34583 0.00000
140 2 3.37755 0.00000
140 3 6.24450 0.00030
140 4 7.80384 0.00012
140 5 9.31191 0.00039
140 6 15.34302 0.14458
140 7 18.48319 0.26562
140 8 19.62816 0.17996
140 9 20.01510 0.20241
140 10 20.11026 0.17531
140 11 21.57981 0.16107
140 12 26.19973 0.57050
141 1 3.44713 0.00000
141 2 3.51363 0.00000
141 3 6.44988 0.00033
141 4 7.76253 0.00012
141 5 9.25708 0.00039
141 6 15.15211 0.12754
141 7 18.61082 0.25673
141 8 19.63134 0.18074
141 9 20.00863 0.20282
141 10 20.11490 0.18375
141 11 21.70395 0.16682
141 12 26.12766 0.56575
142 1 3.61499 0.00000
142 2 3.67851 0.00000
142 3 6.68645 0.00038
142 4 7.70916 0.00013
142 5 9.18750 0.00039
142 6 14.91860 0.14811
142 7 18.75037 0.25165
142 8 19.63563 0.18194
142 9 20.00029 0.20238
142 10 20.11679 0.18041
142 11 21.85661 0.17717
142 12 26.04120 0.54531
143 1 3.84646 0.00000
143 2 3.86666 0.00000
143 3 6.94787 0.00045
143 4 7.64360 0.00013
143 5 9.10320 0.00039
143 6 14.64849 0.11846
143 7 18.89217 0.24542
143 8 19.64120 0.18367
143 9 19.99010 0.20191
143 10 20.11490 0.17722
143 11 22.03316 0.18013
143 12 25.94287 0.51911
144 1 4.07268 0.00000
144 2 4.12958 0.00000
144 3 7.23078 0.00057
144 4 7.56565 0.00013
144 5 9.00394 0.00039
144 6 14.34747 0.08288
144 7 19.02933 0.23916
144 8 19.64822 0.18719
144 9 19.97808 0.20132
144 10 20.10885 0.17488
144 11 22.22883 0.19323
144 12 25.83450 0.49013
145 1 4.29174 0.00000
145 2 4.44904 0.00001
145 3 7.47518 0.00013
145 4 7.53333 0.00072
145 5 8.88927 0.00037
145 6 14.02051 0.05224
145 7 19.15761 0.23443
145 8 19.65679 0.19273
145 9 19.96423 0.20147
145 10 20.09851 0.17343
145 11 22.43902 0.21126
145 12 25.71710 0.46135
146 1 4.51946 0.00000
146 2 4.79020 0.00002
146 3 7.37205 0.00012
146 4 7.85441 0.00094
146 5 8.75862 0.00039
146 6 13.67207 0.03694
146 7 19.27495 0.23006
146 8 19.66704 0.19234
146 9 19.94867 0.20246
146 10 20.08394 0.17376
146 11 22.65966 0.23480
146 12 25.59106 0.43032
147 1 4.75213 0.00000
147 2 5.14099 0.00002
147 3 7.25618 0.00011
147 4 8.19270 0.00123
147 5 8.61166 0.00037
147 6 13.30593 0.02727
147 7 19.38077 0.22198
147 8 19.67910 0.18923
147 9 19.93152 0.20461
147 10 20.06523 0.17512
147 11 22.88703 0.26195
147 12 25.45625 0.39842
148 1 4.98648 0.00000
148 2 5.49223 0.00003
148 3 7.12760 0.00010
148 4 8.44419 0.00036
148 5 8.55062 0.00163
148 6 12.92555 0.02081
148 7 19.47545 0.21666
148 8 19.69289 0.18853
148 9 19.91290 0.21080
148 10 20.04247 0.18010
148 11 23.11796 0.24513
148 12 25.31229 0.37157
149 1 5.21978 0.00000
149 2 5.83732 0.00004
149 3 6.98636 0.00009
149 4 8.26441 0.00032
149 5 8.91787 0.00215
149 6 12.53396 0.01620
149 7 19.55987 0.21765
149 8 19.70848 0.19472
149 9 19.89306 0.20389
149 10 20.01561 0.18642
149 11 23.34958 0.24733
149 12 25.15870 0.34272
150 1 5.44966 0.00000
150 2 6.17177 0.00005
150 3 6.83263 0.00007
150 4 8.06493 0.00029
150 5 9.29959 0.00274
150 6 12.13392 0.01287
150 7 19.63518 0.21941
150 8 19.72568 0.20207
150 9 19.87222 0.20648
150 10 19.98470 0.19371
150 11 23.57940 0.25523
150 12 24.99505 0.32468
151 1 5.67414 0.00000
151 2 6.49261 0.00007
151 3 6.66672 0.00005
151 4 7.84737 0.00026
151 5 9.69181 0.00348
151 6 11.72797 0.01036
151 7 19.70251 0.21168
151 8 19.74436 0.20452
151 9 19.85070 0.21410
151 10 19.94957 0.20670
151 11 23.80529 0.25201
151 12 24.82105 0.30152
152 1 5.89158 0.00000
152 2 6.48898 0.00003
152 3 6.79797 0.00010
152 4 7.61170 0.00023
152 5 10.09218 0.00437
152 6 11.31848 0.00836
152 7 19.76289 0.20880
152 8 19.76433 0.20520
152 9 19.82878 0.21830
152 10 19.91012 0.21534
152 11 24.02537 0.24933
152 12 24.63664 0.28427
153 1 6.10060 0.00000
153 2 6.30005 0.00000
153 3 7.08670 0.00017
153 4 7.35808 0.00020
153 5 10.49831 0.00546
153 6 10.90786 0.00677
153 7 19.78525 0.21188
153 8 19.80687 0.22085
153 9 19.81721 0.20590
153 10 19.86611 0.21262
153 11 24.23807 0.25665
153 12 24.44211 0.26871
154 1 3.54774 0.00000
154 2 3.69722 0.00000
154 3 6.62985 0.00047
154 4 8.03732 0.00012
154 5 9.84491 0.00054
154 6 15.45820 0.19248
154 7 18.30131 0.26529
154 8 19.62738 0.17489
154 9 20.02785 0.19777
154 10 20.14614 0.15754
154 11 21.42242 0.17364
154 12 26.15875 0.49891
155 1 3.56741 0.00000
155 2 3.69596 0.00000
155 3 6.66454 0.00047
155 4 8.03159 0.00012
155 5 9.83658 0.00053
155 6 15.42999 0.19196
155 7 18.32134 0.26931
155 8 19.62783 0.17477
155 9 20.02692 0.19825
155 10 20.14854 0.15907
155 11 21.43975 0.17949
155 12 26.14904 0.49730
156 1 3.62551 0.00000
156 2 3.69986 0.00000
156 3 6.76389 0.00048
156 4 8.01432 0.00012
156 5 9.81170 0.00053
156 6 15.34668 0.16037
156 7 18.37917 0.26570
156 8 19.62918 0.17519
156 9 20.02416 0.19800
156 10 20.15478 0.15770
156 11 21.49152 0.17888
156 12 26.12035 0.49509
157 1 3.71953 0.00000
157 2 3.72747 0.00000
157 3 6.91651 0.00049
157 4 7.98551 0.00012
157 5 9.77048 0.00054
157 6 15.21186 0.13137
157 7 18.46859 0.26163
157 8 19.63149 0.17601
157 9 20.01957 0.19925
157 10 20.16254 0.16249
157 11 21.57681 0.17864
157 12 26.07400 0.49809
158 1 3.79873 0.00000
158 2 3.84571 0.00000
158 3 7.10961 0.00052
158 4 7.94501 0.00013
158 5 9.71319 0.00054
158 6 15.03078 0.14361
158 7 18.58105 0.25422
158 8 19.63485 0.17711
158 9 20.01310 0.19862
158 10 20.16905 0.17492
158 11 21.69373 0.18105
158 12 26.01182 0.49712
159 1 3.92671 0.00000
159 2 3.99950 0.00000
159 3 7.33259 0.00058
159 4 7.89270 0.00013
159 5 9.63986 0.00053
159 6 14.80936 0.14262
159 7 18.70759 0.24906
159 8 19.63940 0.17894
159 9 20.00479 0.19834
159 10 20.17205 0.17193
159 11 21.83922 0.18909
159 12 25.93577 0.48202
160 1 4.11453 0.00000
160 2 4.17605 0.00000
160 3 7.57824 0.00066
160 4 7.82845 0.00014
160 5 9.55031 0.00053
160 6 14.55354 0.11155
160 7 18.84007 0.24337
160 8 19.64525 0.18262
160 9 19.99460 0.19753
160 10 20.17019 0.16879
160 11 22.00926 0.19710
160 12 25.84754 0.46420
161 1 4.35673 0.00000
161 2 4.37055 0.00000
161 3 7.75209 0.00014
161 4 7.84197 0.00079
161 5 9.44403 0.00053
161 6 14.26907 0.07372
161 7 18.97213 0.23819
161 8 19.65256 0.19204
161 9 19.98261 0.19730
161 10 20.16293 0.16714
161 11 22.19945 0.20300
161 12 25.74845 0.44247
