# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
2421 2 5.30372 0.00003
2421 3 8.54921 0.00045
2421 4 8.81594 0.00139
2421 5 10.27584 0.00129
2421 6 14.36300 0.08861
2421 7 18.74923 0.23897
2421 8 19.86961 0.16123
2421 9 19.94579 0.17922
2421 10 20.21863 0.16943
2421 11 21.94376 0.21902
2421 12 25.50673 0.36134
2422 1 4.83559 0.00000
2422 2 5.46576 0.00003
2422 3 8.49660 0.00024
2422 4 9.04195 0.00178
2422 5 10.14809 0.00119
2422 6 14.13000 0.06131
2422 7 18.86027 0.23346
2422 8 19.87366 0.16182
2422 9 19.93827 0.17577
2422 10 20.21093 0.16877
2422 11 22.11656 0.24021
2422 12 25.43049 0.34873
2423 1 5.02527 0.00000
2423 2 5.64128 0.00002
2423 3 8.41790 0.00019
2423 4 9.29261 0.00206
2423 5 9.99637 0.00110
2423 6 13.88081 0.04651
2423 7 18.97246 0.22774
2423 8 19.87801 0.16317
2423 9 19.93188 0.17304
2423 10 20.19384 0.16904
2423 11 22.30720 0.24632
2423 12 25.34332 0.33402
2424 1 5.25953 0.00000
2424 2 5.82689 0.00002
2424 3 8.32539 0.00016
2424 4 9.55292 0.00240
2424 5 9.81973 0.00106
2424 6 13.62017 0.03647
2424 7 19.08290 0.22361
2424 8 19.88239 0.16495
2424 9 19.92661 0.17104
2424 10 20.16806 0.16917
2424 11 22.51145 0.27276
2424 12 25.24495 0.31821
2425 1 5.53096 0.00000
2425 2 6.01938 0.00003
2425 3 8.22142 0.00014
2425 4 9.61755 0.00099
2425 5 9.81850 0.00284
2425 6 13.35216 0.02945
2425 7 19.18969 0.21895
2425 8 19.88667 0.16685
2425 9 19.92238 0.17004
2425 10 20.13448 0.16780
2425 11 22.72532 0.29006
2425 12 25.13505 0.30020
2426 1 5.83126 0.00000
2426 2 6.21575 0.00003
2426 3 8.10708 0.00013
2426 4 9.39007 0.00089
2426 5 10.08709 0.00335
2426 6 13.07997 0.02368
2426 7 19.29161 0.21713
2426 8 19.89060 0.16931
2426 9 19.91893 0.17073
2426 10 20.09416 0.16489
2426 11 22.94501 0.29995
2426 12 25.01321 0.28191
2427 1 6.15183 0.00000
2427 2 6.41349 0.00004
2427 3 7.98323 0.00011
2427 4 9.13806 0.00079
2427 5 10.35735 0.00397
2427 6 12.80599 0.01947
2427 7 19.38818 0.21382
2427 8 19.89381 0.17118
2427 9 19.91593 0.17208
2427 10 20.04829 0.18426
2427 11 23.16712 0.27895
2427 12 24.87906 0.25930
2428 1 6.48229 0.00000
2428 2 6.61186 0.00004
2428 3 7.85144 0.00010
2428 4 8.86342 0.00066
2428 5 10.62842 0.00471
2428 6 12.53180 0.01618
2428 7 19.47919 0.21615
2428 8 19.89501 0.18706
2428 9 19.91293 0.17425
2428 10 19.99900 0.19853
2428 11 23.38855 0.27131
2428 12 24.73231 0.24630
2429 1 6.77804 0.00000
2429 2 6.84225 0.00001
2429 3 7.71633 0.00009
2429 4 8.56897 0.00056
2429 5 10.89970 0.00561
2429 6 12.25824 0.01353
2429 7 19.56488 0.20743
2429 8 19.88673 0.19368
2429 9 19.91075 0.17196
2429 10 19.95320 0.20622
2429 11 23.60653 0.23859
2429 12 24.57291 0.23328
2430 1 6.97317 0.00000
2430 2 7.13878 0.00010
2430 3 7.60082 0.00014
2430 4 8.25925 0.00048
2430 5 11.17099 0.00664
2430 6 11.98555 0.01130
2430 7 19.64531 0.20436
2430 8 19.84977 0.20507
2430 9 19.91177 0.18353
2430 10 19.92804 0.20336
2430 11 23.81866 0.23276
2430 12 24.40110 0.23108
2431 1 7.14235 0.00000
2431 2 7.25935 0.00000
2431 3 7.66060 0.00036
2431 4 7.94357 0.00043
2431 5 11.44221 0.00792
2431 6 11.71364 0.00947
2431 7 19.72053 0.21222
2431 8 19.78981 0.20761
2431 9 19.91479 0.18745
2431 10 19.91929 0.19536
2431 11 24.02285 0.23274
2431 12 24.21744 0.23510
2432 1 4.95698 0.00000
2432 2 5.15208 0.00005
2432 3 8.37551 0.00191
2432 4 9.03886 0.00016
2432 5 10.97147 0.00142
2432 6 14.99049 0.11337
2432 7 18.37134 0.24514
2432 8 19.88092 0.15936
2432 9 20.03102 0.21741
2432 10 20.11314 0.12981
2432 11 21.45702 0.22048
2432 12 25.54894 0.34776
2433 1 4.94649 0.00000
2433 2 5.16725 0.00005
2433 3 8.40612 0.00191
2433 4 9.03422 0.00016
2433 5 10.96146 0.00142
2433 6 14.96924 0.12482
2433 7 18.38336 0.25209
2433 8 19.88098 0.16007
2433 9 20.02629 0.20641
2433 10 20.12162 0.13207
2433 11 21.46931 0.22053
2433 12 25.54352 0.34879
2434 1 4.92067 0.00000
2434 2 5.21165 0.00006
2434 3 8.49354 0.00190
2434 4 9.02114 0.00017
2434 5 10.93115 0.00144
2434 6 14.90658 0.14331
2434 7 18.41877 0.25239
2434 8 19.88125 0.16010
2434 9 20.01621 0.19009
2434 10 20.14159 0.13916
2434 11 21.50663 0.21236
2434 12 25.52724 0.34827
2435 1 4.89309 0.00000
2435 2 5.28321 0.00007
2435 3 8.62443 0.00186
2435 4 9.00388 0.00024
2435 5 10.87995 0.00149
2435 6 14.80540 0.15990
2435 7 18.47525 0.24794
2435 8 19.88191 0.15972
2435 9 20.00557 0.18163
2435 10 20.16494 0.14896
2435 11 21.56989 0.20951
2435 12 25.50023 0.34540
2436 1 4.88014 0.00000
2436 2 5.37981 0.00007
2436 3 8.76557 0.00154
2436 4 9.00436 0.00061
2436 5 10.80689 0.00158
2436 6 14.67022 0.14525
2436 7 18.54957 0.24181
2436 8 19.88308 0.16075
2436 9 19.99598 0.17700
2436 10 20.18575 0.16186
2436 11 21.65989 0.21035
2436 12 25.46257 0.34290
2437 1 4.89696 0.00000
2437 2 5.49900 0.00007
2437 3 8.82265 0.00063
2437 4 9.10614 0.00160
2437 5 10.71072 0.00162
2437 6 14.50630 0.10866
2437 7 18.63777 0.23703
2437 8 19.88484 0.15989
2437 9 19.98761 0.17395
2437 10 20.19990 0.16383
2437 11 21.77647 0.21064
2437 12 25.41440 0.33555
2438 1 4.95494 0.00000
2438 2 5.63790 0.00007
2438 3 8.78991 0.00032
2438 4 9.30640 0.00206
2438 5 10.59005 0.00152
2438 6 14.31929 0.08236
2438 7 18.73568 0.23308
2438 8 19.88721 0.16005
2438 9 19.98039 0.17063
2438 10 20.20490 0.16455
2438 11 21.91813 0.21682
2438 12 25.35567 0.32958
2439 1 5.06035 0.00000
2439 2 5.79325 0.00006
2439 3 8.72744 0.00023
2439 4 9.53853 0.00234
2439 5 10.44360 0.00142
2439 6 14.11474 0.06091
2439 7 18.83947 0.22890
2439 8 19.89018 0.16027
2439 9 19.97409 0.16804
2439 10 20.19972 0.16426
2439 11 22.08199 0.23914
2439 12 25.28629 0.31904
2440 1 5.21459 0.00000
2440 2 5.96188 0.00006
2440 3 8.64958 0.00020
2440 4 9.78358 0.00262
2440 5 10.27038 0.00135
2440 6 13.89766 0.04758
2440 7 18.94571 0.22462
2440 8 19.89360 0.16136
2440 9 19.96855 0.16612
2440 10 20.18440 0.16460
2440 11 22.26436 0.25788
2440 12 25.20598 0.30517
2441 1 5.41494 0.00000
2441 2 6.14047 0.00005
2441 3 8.55970 0.00018
2441 4 10.03465 0.00299
2441 5 10.07018 0.00128
2441 6 13.67227 0.03810
2441 7 19.05175 0.22121
2441 8 19.89741 0.16227
2441 9 19.96357 0.16524
2441 10 20.15972 0.16465
2441 11 22.46120 0.27791
2441 12 25.11436 0.29081
2442 1 5.65603 0.00000
2442 2 6.32592 0.00005
2442 3 8.45903 0.00016
2442 4 9.84222 0.00115
2442 5 10.28924 0.00347
2442 6 13.44197 0.03103
2442 7 19.15560 0.21889
2442 8 19.90139 0.16421
2442 9 19.95883 0.16512
2442 10 20.12690 0.16314
2442 11 22.66842 0.29236
2442 12 25.01097 0.27639
2443 1 5.93085 0.00000
2443 2 6.51536 0.00005
2443 3 8.34835 0.00014
2443 4 9.58877 0.00105
2443 5 10.54403 0.00409
2443 6 13.20907 0.02538
2443 7 19.25597 0.21800
2443 8 19.90520 0.16683
2443 9 19.95383 0.16483
2443 10 20.08747 0.16191
2443 11 22.88214 0.29827
2443 12 24.89534 0.25723
2444 1 6.23155 0.00000
2444 2 6.70615 0.00004
2444 3 8.22849 0.00012
2444 4 9.31152 0.00091
2444 5 10.79795 0.00476
2444 6 12.97496 0.02101
2444 7 19.35214 0.21459
2444 8 19.90775 0.17094
2444 9 19.94771 0.16599
2444 10 20.04403 0.17819
2444 11 23.09883 0.28328
2444 12 24.76702 0.24146
2445 1 6.54924 0.00000
2445 2 6.89625 0.00008
2445 3 8.10093 0.00011
2445 4 9.01374 0.00077
2445 5 11.04993 0.00555
2445 6 12.74019 0.01759
2445 7 19.44373 0.21856
2445 8 19.90394 0.18734
2445 9 19.94016 0.16455
2445 10 20.00245 0.18752
2445 11 23.31525 0.27689
2445 12 24.62576 0.23066
2446 1 6.87118 0.00000
2446 2 7.08512 0.00005
2446 3 7.96953 0.00010
2446 4 8.70004 0.00065
2446 5 11.29930 0.00649
2446 6 12.50473 0.01480
2446 7 19.53064 0.20500
2446 8 19.87792 0.20262
2446 9 19.93644 0.16895
2446 10 19.97379 0.19178
2446 11 23.52852 0.23471
2446 12 24.47158 0.21918
2447 1 7.16465 0.00000
2447 2 7.27950 0.00001
2447 3 7.84965 0.00013
2447 4 8.37764 0.00056
2447 5 11.54573 0.00761
2447 6 12.26814 0.01248
2447 7 19.61284 0.20291
2447 8 19.82644 0.20578
2447 9 19.93899 0.17756
2447 10 19.95931 0.18905
2447 11 23.73607 0.22522
2447 12 24.30468 0.21444
2448 1 7.36347 0.00000
2448 2 7.43323 0.00000
2448 3 7.83448 0.00035
2448 4 8.06355 0.00051
2448 5 11.78913 0.00893
2448 6 12.02980 0.01055
2448 7 19.69013 0.20953
2448 8 19.76193 0.20726
2448 9 19.94411 0.18167
2448 10 19.95068 0.18694
2448 11 23.93576 0.22385
2448 12 24.12577 0.21768
2449 1 5.31382 0.00000
2449 2 5.48725 0.00002
2449 3 8.87368 0.00234
2449 4 9.28026 0.00032
2449 5 11.32697 0.00178
2449 6 14.87372 0.11724
2449 7 18.39964 0.23861
2449 8 19.89965 0.15691
2449 9 20.04760 0.15782
2449 10 20.08556 0.15025
2449 11 21.46757 0.22524
2449 12 25.36184 0.33275
2450 1 5.30063 0.00000
2450 2 5.50281 0.00002
2450 3 8.90012 0.00231
2450 4 9.27915 0.00036
2450 5 11.31507 0.00179
2450 6 14.85547 0.11474
2450 7 18.41031 0.24632
2450 8 19.89926 0.15720
2450 9 20.04346 0.15916
2450 10 20.09443 0.15138
2450 11 21.47854 0.22539
2450 12 25.35711 0.33205
2451 1 5.26753 0.00000
2451 2 5.54709 0.00006
2451 3 8.97117 0.00213
2451 4 9.28074 0.00054
2451 5 11.27912 0.00184
2451 6 14.80165 0.12870
2451 7 18.44173 0.24673
2451 8 19.89836 0.15792
2451 9 20.03627 0.16212
2451 10 20.11425 0.15484
2451 11 21.51194 0.21844
2451 12 25.34290 0.32530
2452 1 5.22817 0.00000
2452 2 5.61700 0.00012
2452 3 9.05316 0.00154
2452 4 9.31011 0.00116
2452 5 11.21847 0.00195
2452 6 14.71513 0.14311
2452 7 18.49213 0.24301
2452 8 19.89759 0.16108
2452 9 20.02967 0.16519
2452 10 20.13757 0.15283
2452 11 21.56890 0.21198
2452 12 25.31912 0.32010
2453 1 5.19786 0.00000
2453 2 5.71051 0.00014
2453 3 9.08530 0.00073
2453 4 9.41723 0.00203
2453 5 11.13213 0.00199
2453 6 14.60007 0.13429
2453 7 18.55892 0.23717
2453 8 19.89744 0.16211
2453 9 20.02383 0.16506
2453 10 20.15939 0.16045
2453 11 21.65062 0.20844
2453 12 25.28579 0.31439
2454 1 5.19133 0.00000
2454 2 5.82548 0.00015
2454 3 9.06390 0.00040
2454 4 9.59522 0.00247
2454 5 11.01890 0.00189
2454 6 14.46139 0.10308
2454 7 18.63891 0.23236
2454 8 19.89824 0.16120
2454 9 20.01846 0.16327
2454 10 20.17561 0.16185
2454 11 21.75762 0.20516
2454 12 25.24273 0.30840
2455 1 5.22041 0.00000
2455 2 5.95930 0.00014
2455 3 9.01599 0.00029
2455 4 9.80819 0.00274
2455 5 10.87764 0.00179
2455 6 14.30436 0.08119
2455 7 18.72863 0.22780
2455 8 19.90004 0.15978
2455 9 20.01331 0.16176
2455 10 20.18329 0.16354
2455 11 21.88908 0.21183
2455 12 25.18967 0.30085
2456 1 5.29296 0.00000
2456 2 6.10911 0.00014
2456 3 8.95213 0.00024
2456 4 10.03882 0.00300
2456 5 10.70754 0.00171
2456 6 14.13384 0.06267
2456 7 18.82478 0.22463
2456 8 19.90274 0.15915
2456 9 20.00815 0.15972
2456 10 20.18095 0.16277
2456 11 22.04287 0.23367
2456 12 25.12630 0.29162
2457 1 5.41239 0.00000
2457 2 6.27178 0.00013
2457 3 8.87569 0.00021
2457 4 10.27865 0.00335
2457 5 10.50836 0.00159
2457 6 13.95405 0.04991
2457 7 18.92440 0.22123
2457 8 19.90622 0.15926
2457 9 20.00278 0.15825
2457 10 20.16848 0.16350
2457 11 22.21567 0.26339
2457 12 25.05219 0.28060
2458 1 5.57836 0.00000
2458 2 6.44416 0.00012
2458 3 8.78812 0.00019
2458 4 10.28030 0.00146
2458 5 10.52302 0.00379
2458 6 13.76824 0.04066
2458 7 19.02501 0.21911
2458 8 19.91021 0.15915
2458 9 19.99691 0.15802
2458 10 20.14671 0.16440
2458 11 22.40364 0.29968
2458 12 24.96675 0.26867
2459 1 5.78740 0.00000
2459 2 6.62328 0.00011
2459 3 8.69014 0.00017
2459 4 10.02551 0.00135
2459 5 10.76801 0.00435
2459 6 13.57859 0.03342
2459 7 19.12472 0.21727
2459 8 19.91422 0.16031
2459 9 19.98995 0.15779
2459 10 20.11742 0.16224
2459 11 22.60279 0.30973
2459 12 24.86943 0.25271
2460 1 6.03404 0.00000
2460 2 6.80616 0.00008
2460 3 8.58234 0.00015
2460 4 9.74616 0.00119
2460 5 11.01165 0.00498
2460 6 13.38624 0.02762
2460 7 19.22221 0.21544
2460 8 19.91698 0.16231
2460 9 19.98102 0.15821
2460 10 20.08352 0.15986
2460 11 22.80917 0.30293
2460 12 24.75971 0.23801
2461 1 6.31147 0.00000
2461 2 6.99005 0.00007
2461 3 8.46536 0.00013
2461 4 9.44595 0.00101
2461 5 11.25226 0.00571
2461 6 13.19159 0.02299
2461 7 19.31662 0.21204
2461 8 19.91434 0.16978
2461 9 19.96993 0.16215
2461 10 20.05009 0.16981
2461 11 23.01914 0.28908
2461 12 24.63718 0.22757
2462 1 6.61174 0.00000
2462 2 7.17211 0.00007
2462 3 8.34038 0.00012
2462 4 9.12961 0.00084
2462 5 11.48862 0.00657
2462 6 12.99429 0.01938
2462 7 19.40739 0.21354
2462 8 19.89501 0.18319
2462 9 19.96210 0.16064
2462 10 20.02374 0.17149
2462 11 23.22933 0.27544
2462 12 24.50153 0.21629
2463 1 6.92485 0.00000
2463 2 7.34875 0.00007
2463 3 8.21045 0.00011
2463 4 8.80395 0.00067
2463 5 11.71994 0.00759
2463 6 12.79379 0.01639
2463 7 19.49424 0.20464
2463 8 19.85262 0.20826
2463 9 19.96273 0.16780
2463 10 20.00620 0.17970
2463 11 23.43673 0.23424
2463 12 24.35280 0.20890
2464 1 7.23381 0.00000
2464 2 7.51073 0.00005
2464 3 8.08699 0.00012
2464 4 8.48071 0.00053
2464 5 11.94571 0.00878
2464 6 12.58933 0.01393
2464 7 19.57693 0.20124
2464 8 19.79497 0.20152
2464 9 19.96813 0.17107
2464 10 19.99394 0.17742
2464 11 23.63867 0.21870
2464 12 24.19127 0.20538
2465 1 7.49592 0.00000
2465 2 7.60531 0.00000
2465 3 8.03327 0.00027
2465 4 8.19039 0.00045
2465 5 12.16576 0.01020
2465 6 12.38017 0.01189
2465 7 19.65511 0.20818
2465 8 19.72820 0.20342
2465 9 19.97553 0.17654
2465 10 19.98411 0.17864
2465 11 23.83293 0.20766
2465 12 24.01763 0.20279
2466 1 5.67099 0.00000
2466 2 5.80017 0.00002
2466 3 9.29698 0.00188
2466 4 9.58511 0.00151
2466 5 11.66154 0.00217
2466 6 14.77416 0.11986
2466 7 18.43238 0.23228
2466 8 19.91512 0.15596
2466 9 19.99604 0.11632
2466 10 20.11484 0.16515
2466 11 21.47377 0.21818
2466 12 25.16446 0.31547
2467 1 5.65403 0.00000
2467 2 5.81732 0.00002
2467 3 9.30850 0.00169
2467 4 9.59840 0.00171
2467 5 11.64700 0.00219
2467 6 14.75968 0.11910
2467 7 18.44179 0.23966
2467 8 19.91359 0.15550
2467 9 20.00050 0.11878
2467 10 20.11664 0.16431
2467 11 21.48349 0.21615
2467 12 25.16029 0.31734
2468 1 5.61268 0.00000
2468 2 5.86295 0.00004
2468 3 9.32987 0.00120
2468 4 9.64825 0.00221
2468 5 11.60323 0.00225
2468 6 14.71714 0.12182
2468 7 18.46952 0.24053
2468 8 19.91042 0.15494
2468 9 20.01112 0.12554
2468 10 20.12234 0.16346
2468 11 21.51314 0.20966
2468 12 25.14773 0.31408
2469 1 5.56166 0.00000
2469 2 5.93211 0.00006
2469 3 9.33638 0.00073
2469 4 9.75126 0.00272
2469 5 11.52969 0.00241
2469 6 14.64897 0.13963
2469 7 18.51425 0.23826
2469 8 19.90766 0.15592
2469 9 20.02236 0.13640
2469 10 20.13223 0.16659
2469 11 21.56395 0.20511
2469 12 25.12666 0.30564
2470 1 5.51507 0.00000
2470 2 6.02325 0.00006
2470 3 9.31938 0.00047
2470 4 9.90553 0.00305
2470 5 11.42566 0.00229
2470 6 14.55879 0.12248
2470 7 18.57388 0.23202
2470 8 19.90640 0.15816
2470 9 20.03027 0.14459
2470 10 20.14497 0.17477
2470 11 21.63740 0.19831
2470 12 25.09686 0.29608
2471 1 5.48683 0.00000
2471 2 6.13474 0.00007
2471 3 9.28310 0.00035
2471 4 10.09641 0.00329
2471 5 11.29045 0.00219
2471 6 14.45078 0.10124
2471 7 18.64583 0.22782
2471 8 19.90676 0.16180
2471 9 20.03390 0.14855
2471 10 20.15703 0.16554
2471 11 21.73453 0.19936
2471 12 25.05800 0.28879
2472 1 5.48899 0.00000
2472 2 6.26434 0.00009
2472 3 9.23187 0.00029
2472 4 10.31061 0.00352
2472 5 11.12383 0.00210
2472 6 14.32909 0.08251
2472 7 18.72729 0.22370
2472 8 19.90856 0.16352
2472 9 20.03387 0.15008
2472 10 20.16428 0.16521
2472 11 21.85517 0.20807
2472 12 25.00974 0.28027
2473 1 5.53042 0.00000
2473 2 6.40932 0.00015
2473 3 9.16801 0.00025
2473 4 10.53872 0.00379
2473 5 10.92609 0.00197
2473 6 14.19730 0.06758
2473 7 18.81548 0.22088
2473 8 19.91156 0.15902
2473 9 20.03108 0.15102
2473 10 20.16398 0.16312
2473 11 21.99790 0.22909
2473 12 24.95149 0.27135
2474 1 5.61628 0.00000
2474 2 6.56677 0.00020
2474 3 9.09280 0.00023
2474 4 10.69725 0.00181
2474 5 10.77526 0.00419
2474 6 14.05826 0.05428
2474 7 18.90785 0.21778
2474 8 19.91527 0.15715
2474 9 20.02593 0.15072
2474 10 20.15532 0.16363
2474 11 22.15991 0.26529
2474 12 24.88271 0.25981
2475 1 5.74810 0.00000
2475 2 6.73361 0.00017
2475 3 9.00681 0.00020
2475 4 10.44219 0.00166
2475 5 11.01288 0.00473
2475 6 13.91373 0.04450
2475 7 19.00220 0.21372
2475 8 19.91899 0.15622
2475 9 20.01828 0.15165
2475 10 20.13907 0.16384
2475 11 22.33772 0.28594
2475 12 24.80273 0.24844
2476 1 5.92435 0.00000
2476 2 6.90689 0.00006
2476 3 8.91055 0.00018
2476 4 10.16159 0.00147
2476 5 11.25052 0.00537
2476 6 13.76461 0.03661
2476 7 19.09675 0.21087
2476 8 19.92121 0.15530
2476 9 20.00791 0.15337
2476 10 20.11763 0.16090
2476 11 22.52739 0.31722
2476 12 24.71093 0.23552
2477 1 6.14110 0.00000
2477 2 7.08356 0.00006
2477 3 8.80424 0.00017
2477 4 9.86002 0.00124
2477 5 11.48514 0.00607
2477 6 13.61103 0.03047
2477 7 19.19022 0.20853
2477 8 19.91812 0.15747
2477 9 19.99583 0.15619
2477 10 20.09458 0.15712
2477 11 22.72508 0.30898
2477 12 24.60673 0.22445
2478 1 6.39268 0.00000
2478 2 7.26052 0.00006
2478 3 8.68814 0.00015
2478 4 9.54263 0.00101
2478 5 11.71493 0.00688
2478 6 13.45262 0.02570
2478 7 19.28166 0.21058
2478 8 19.90202 0.16849
2478 9 19.98698 0.15886
2478 10 20.07359 0.16019
2478 11 22.92702 0.28774
2478 12 24.48969 0.21363
2479 1 6.67221 0.00000
2479 2 7.43413 0.00006
2479 3 8.56264 0.00013
2479 4 9.21613 0.00079
2479 5 11.93855 0.00784
2479 6 13.28875 0.02170
2479 7 19.37043 0.21005
2479 8 19.86737 0.18443
2479 9 19.98602 0.15763
2479 10 20.05633 0.16084
2479 11 23.12980 0.27790
2479 12 24.35955 0.20399
2480 1 6.97101 0.00000
2480 2 7.59791 0.00007
2480 3 8.42905 0.00012
2480 4 8.89103 0.00057
2480 5 12.15506 0.00893
2480 6 13.11868 0.01842
2480 7 19.45605 0.20037
2480 8 19.81748 0.20633
2480 9 19.99097 0.16739
2480 10 20.04215 0.17218
2480 11 23.33027 0.22738
2480 12 24.21634 0.19869
2481 1 7.27653 0.00000
2481 2 7.73165 0.00006
2481 3 8.29706 0.00012
2481 4 8.58788 0.00034
2481 5 12.36380 0.01023
2481 6 12.94162 0.01576
2481 7 19.53813 0.19787
2481 8 19.75722 0.19584
2481 9 19.99889 0.16766
2481 10 20.02988 0.16993
2481 11 23.52570 0.20591
2481 12 24.06044 0.19619
2482 1 7.56244 0.00000
2482 2 7.75065 0.00001
2482 3 8.23440 0.00022
2482 4 8.34811 0.00040
2482 5 12.56448 0.01177
2482 6 12.75704 0.01359
2482 7 19.61620 0.20420
2482 8 19.68956 0.19651
2482 9 20.00833 0.17075
2482 10 20.01870 0.16941
2482 11 23.71379 0.19390
2482 12 23.89253 0.19404
2483 1 6.02637 0.00000
2483 2 6.08917 0.00000
2483 3 9.57570 0.00089
2483 4 10.01789 0.00339
2483 5 11.96025 0.00254
2483 6 14.70248 0.12376
2483 7 18.46958 0.25327
2483 8 19.92789 0.15944
2483 9 19.92873 0.10337
2483 10 20.15034 0.15807
2483 11 21.47371 0.20673
2483 12 24.95736 0.30347
2484 1 6.00226 0.00000
2484 2 6.11142 0.00001
2484 3 9.57537 0.00081
2484 4 10.04257 0.00347
2484 5 11.94217 0.00258
2484 6 14.69277 0.12232
2484 7 18.47780 0.23425
2484 8 19.91635 0.13679
2484 9 19.94498 0.12703
2484 10 20.15073 0.15824
2484 11 21.48226 0.20431
2484 12 24.95364 0.30045
2485 1 5.95187 0.00000
2485 2 6.15957 0.00005
2485 3 9.57084 0.00065
2485 4 10.11719 0.00365
2485 5 11.88797 0.00270
2485 6 14.66429 0.12512
2485 7 18.50205 0.23432
2485 8 19.90895 0.14133
2485 9 19.96543 0.12733
2485 10 20.15199 0.15869
2485 11 21.50837 0.19604
2485 12 24.94237 0.30132
2486 1 5.89014 0.00000
2486 2 6.22786 0.00008
2486 3 9.55627 0.00049
2486 4 10.23971 0.00384
2486 5 11.79764 0.00271
2486 6 14.61869 0.14058
2486 7 18.54132 0.23425
2486 8 19.90526 0.14692
2486 9 19.98728 0.13364
2486 10 20.15436 0.16065
2486 11 21.55325 0.19047
2486 12 24.92343 0.29667
2487 1 5.82871 0.00000
2487 2 6.31660 0.00009
2487 3 9.52890 0.00039
2487 4 10.40265 0.00402
2487 5 11.67149 0.00262
2487 6 14.55828 0.12326
2487 7 18.59397 0.22789
2487 8 19.90451 0.15093
2487 9 20.00725 0.13860
2487 10 20.15784 0.16494
2487 11 21.61860 0.19231
2487 12 24.89644 0.28807
2488 1 5.78057 0.00000
2488 2 6.42482 0.00010
2488 3 9.48867 0.00033
2488 4 10.59571 0.00422
2488 5 11.51023 0.00255
2488 6 14.48558 0.10602
2488 7 18.65797 0.22375
2488 8 19.90586 0.15371
2488 9 20.02230 0.14122
2488 10 20.16185 0.16582
2488 11 21.70572 0.19790
2488 12 24.86104 0.27867
2489 1 5.75781 0.00000
2489 2 6.55056 0.00010
2489 3 9.43633 0.00029
2489 4 10.80908 0.00445
2489 5 11.31528 0.00237
2489 6 14.40293 0.08736
2489 7 18.73106 0.21837
2489 8 19.90865 0.15512
2489 9 20.03093 0.14485
2489 10 20.16461 0.17005
2489 11 21.81512 0.20715
2489 12 24.81664 0.27062
2490 1 5.77008 0.00000
2490 2 6.69119 0.00009
2490 3 9.37259 0.00026
2490 4 11.03254 0.00467
2490 5 11.09091 0.00234
2490 6 14.31200 0.07249
2490 7 18.81099 0.21555
2490 8 19.91216 0.15744
2490 9 20.03330 0.14762
2490 10 20.16401 0.16264
2490 11 21.94598 0.22499
2490 12 24.76265 0.25746
2491 1 5.82383 0.00000
2491 2 6.84390 0.00009
2491 3 9.29791 0.00024
2491 4 10.83231 0.00201
2491 5 11.26764 0.00530
2491 6 14.21385 0.06082
2491 7 18.89556 0.21388
2491 8 19.91545 0.15675
2491 9 20.03033 0.14970
2491 10 20.15870 0.16110
2491 11 22.09614 0.26140
2491 12 24.69837 0.24609
2492 1 5.92234 0.00000
2492 2 7.00564 0.00008
2492 3 9.21250 0.00022
2492 4 10.55183 0.00177
2492 5 11.50112 0.00595
2492 6 14.10889 0.05026
2492 7 18.98295 0.20979
2492 8 19.91680 0.15262
2492 9 20.02335 0.15275
2492 10 20.14878 0.15979
2492 11 22.26253 0.28180
2492 12 24.62309 0.23413
2493 1 6.06570 0.00000
2493 2 7.17343 0.00007
2493 3 9.11645 0.00020
2493 4 10.25044 0.00150
2493 5 11.73286 0.00662
2493 6 13.99707 0.04223
2493 7 19.07151 0.20704
2493 8 19.91293 0.15008
2493 9 20.01465 0.15527
2493 10 20.13559 0.15502
2493 11 22.44147 0.29246
2493 12 24.53615 0.22238
2494 1 6.25160 0.00000
2494 2 7.34408 0.00006
2494 3 9.00942 0.00018
2494 4 9.93362 0.00121
2494 5 11.96022 0.00740
2494 6 13.87799 0.03518
2494 7 19.16004 0.20549
2494 8 19.89881 0.15484
2494 9 20.00830 0.15686
2494 10 20.12096 0.15075
2494 11 22.62920 0.31511
2494 12 24.43692 0.21271
2495 1 6.47564 0.00000
2495 2 7.51403 0.00006
2495 3 8.89062 0.00016
2495 4 9.60826 0.00082
2495 5 12.18120 0.00831
2495 6 13.75103 0.02922
2495 7 19.24755 0.20945
2495 8 19.87051 0.16877
2495 9 20.00758 0.15595
2495 10 20.10636 0.15197
2495 11 22.82191 0.29763
2495 12 24.32498 0.20107
2496 1 6.73190 0.00000
2496 2 7.67819 0.00006
2496 3 8.75811 0.00014
2496 4 9.28463 0.00048
2496 5 12.39438 0.00937
2496 6 13.61555 0.02475
2496 7 19.33332 0.20635
2496 8 19.82863 0.18607
2496 9 20.01223 0.15466
2496 10 20.09236 0.15434
2496 11 23.01615 0.27092
2496 12 24.20012 0.19306
2497 1 7.01287 0.00000
2497 2 7.82557 0.00006
2497 3 8.60956 0.00013
2497 4 8.98097 0.00035
2497 5 12.59872 0.01060
2497 6 13.47099 0.02128
2497 7 19.41675 0.19683
2497 8 19.77590 0.19971
2497 9 20.02038 0.16409
2497 10 20.07908 0.16225
2497 11 23.20870 0.22549
2497 12 24.06239 0.18733
2498 1 7.30837 0.00000
