# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 20 K
"Frequency (THz)" "kappa spec xx (W/mK/THz)" "kappa spec yy (W/mK/THz)" "kappa spec zz (W/mK/THz)" "cumulative kappa xx (W/mK)" "cumulative kappa yy (W/mK)" "cumulative kappa zz (W/mK)"
20.62572 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.65570 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.68568 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.71566 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.74564 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.77562 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.80560 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.83558 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.86556 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.89553 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.92551 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.95549 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
20.98547 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.01545 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.04543 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.07541 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.10539 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.13537 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.16535 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.19533 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.22531 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.25529 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.28526 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.31524 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.34522 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.37520 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.40518 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.43516 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.46514 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.49512 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.52510 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.55508 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.58506 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.61504 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.64502 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.67499 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.70497 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.73495 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.76493 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.79491 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.82489 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.85487 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.88485 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.91483 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.94481 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
21.97479 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.00477 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.03475 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.06472 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.09470 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.12468 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.15466 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.18464 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.21462 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.24460 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.27458 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.30456 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.33454 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.36452 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.39450 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.42448 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.45446 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.48443 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.51441 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.54439 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.57437 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.60435 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.63433 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.66431 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.69429 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.72427 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.75425 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.78423 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.81421 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.84419 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.87416 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.90414 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.93412 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.96410 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
22.99408 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.02406 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.05404 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.08402 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.11400 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.14398 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.17396 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.20394 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.23392 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.26389 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.29387 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.32385 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.35383 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.38381 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.41379 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.44377 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.47375 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.50373 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.53371 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.56369 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.59367 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.62365 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.65362 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.68360 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.71358 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.74356 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.77354 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.80352 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.83350 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.86348 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.89346 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.92344 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.95342 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
23.98340 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.01338 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.04336 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.07333 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.10331 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.13329 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.16327 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.19325 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.22323 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.25321 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.28319 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.31317 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.34315 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.37313 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.40311 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.43309 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.46306 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.49304 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.52302 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.55300 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.58298 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.61296 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.64294 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.67292 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.70290 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.73288 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.76286 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.79284 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.82282 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.85279 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.88277 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.91275 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.94273 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
24.97271 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.00269 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.03267 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.06265 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.09263 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.12261 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.15259 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.18257 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.21255 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.24252 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.27250 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.30248 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.33246 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.36244 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.39242 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.42240 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.45238 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.48236 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.51234 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.54232 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.57230 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.60228 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.63226 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.66223 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.69221 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.72219 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.75217 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.78215 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.81213 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.84211 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.87209 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.90207 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.93205 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.96203 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
25.99201 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.02199 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.05196 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.08194 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.11192 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.14190 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.17188 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.20186 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.23184 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.26182 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.29180 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.32178 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.35176 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.38174 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.41172 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.44169 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.47167 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.50165 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.53163 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.56161 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.59159 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.62157 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.65155 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.68153 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.71151 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.74149 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.77147 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.80145 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.83142 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.86140 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.89138 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.92136 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.95134 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
26.98132 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.01130 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.04128 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.07126 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.10124 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.13122 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.16120 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.19118 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.22116 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.25113 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.28111 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.31109 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.34107 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.37105 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.40103 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.43101 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.46099 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.49097 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.52095 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.55093 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.58091 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.61089 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.64086 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.67084 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.70082 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.73080 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.76078 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.79076 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.82074 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.85072 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.88070 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.91068 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.94066 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
27.97064 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.00062 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.03059 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.06057 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.09055 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.12053 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.15051 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.18049 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.21047 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.24045 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.27043 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.30041 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.33039 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.36037 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.39035 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.42033 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.45030 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.48028 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.51026 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.54024 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.57022 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.60020 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.63018 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.66016 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.69014 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.72012 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.75010 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.78008 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.81006 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.84003 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.87001 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.89999 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.92997 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.95995 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
28.98993 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.01991 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.04989 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.07987 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.10985 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.13983 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.16981 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.19979 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.22976 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.25974 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.28972 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.31970 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.34968 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.37966 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.40964 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.43962 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.46960 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.49958 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.52956 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.55954 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.58952 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.61949 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.64947 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.67945 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.70943 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.73941 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.76939 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.79937 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.82935 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.85933 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.88931 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.91929 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.94927 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
29.97925 0.00000 0.00000 0.00000 40160.76291 40160.76291 67645.10635
