# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
2756 8 19.93221 0.17923
2756 9 19.99589 0.25082
2756 10 20.13787 0.27130
2756 11 21.47192 0.32165
2756 12 24.96606 0.45463
2757 1 5.90960 0.03407
2757 2 6.25076 0.03316
2757 3 9.59807 0.08347
2757 4 10.00608 0.12216
2757 5 11.78769 0.11992
2757 6 14.65622 0.37121
2757 7 18.49636 0.41941
2757 8 19.93476 0.19781
2757 9 20.00494 0.24119
2757 10 20.14009 0.27179
2757 11 21.49878 0.31386
2757 12 24.95493 0.45664
2758 1 5.84811 0.03219
2758 2 6.31558 0.03399
2758 3 9.60121 0.08267
2758 4 10.11446 0.12338
2758 5 11.70174 0.12503
2758 6 14.60544 0.39626
2758 7 18.53542 0.41856
2758 8 19.93785 0.22136
2758 9 20.01777 0.23682
2758 10 20.14386 0.27559
2758 11 21.54491 0.30265
2758 12 24.93623 0.45313
2759 1 5.78563 0.03062
2759 2 6.40195 0.03532
2759 3 9.58541 0.08226
2759 4 10.27005 0.12556
2759 5 11.58119 0.12954
2759 6 14.53829 0.37888
2759 7 18.58779 0.40797
2759 8 19.94088 0.23669
2759 9 20.03120 0.23520
2759 10 20.14893 0.28143
2759 11 21.61198 0.30286
2759 12 24.90955 0.43796
2760 1 5.73659 0.03046
2760 2 6.50798 0.03682
2760 3 9.55205 0.08198
2760 4 10.46075 0.12947
2760 5 11.42638 0.13554
2760 6 14.45779 0.34448
2760 7 18.65144 0.39942
2760 8 19.94357 0.24682
2760 9 20.04224 0.23398
2760 10 20.15406 0.28442
2760 11 21.70117 0.30893
2760 12 24.87447 0.42392
2761 1 5.71371 0.03118
2761 2 6.63141 0.03896
2761 3 9.50411 0.08127
2761 4 10.67432 0.13623
2761 5 11.23817 0.14016
2761 6 14.36662 0.30991
2761 7 18.72411 0.39015
2761 8 19.94579 0.25303
2761 9 20.04955 0.23639
2761 10 20.15703 0.29332
2761 11 21.81287 0.32149
2761 12 24.83046 0.40674
2762 1 5.72682 0.03187
2762 2 6.76958 0.04011
2762 3 9.44370 0.07979
2762 4 10.90129 0.14261
2762 5 11.01836 0.14145
2762 6 14.26697 0.28393
2762 7 18.80358 0.38435
2762 8 19.94702 0.25857
2762 9 20.05312 0.23965
2762 10 20.15571 0.28240
2762 11 21.94607 0.35196
2762 12 24.77680 0.39037
2763 1 5.78240 0.03344
2763 2 6.91954 0.04032
2763 3 9.37202 0.07819
2763 4 10.76872 0.14141
2763 5 11.13558 0.15226
2763 6 14.16025 0.26091
2763 7 18.88770 0.37924
2763 8 19.94639 0.25607
2763 9 20.05345 0.24463
2763 10 20.14926 0.27889
2763 11 22.09848 0.41238
2763 12 24.71285 0.37576
2764 1 5.88352 0.03455
2764 2 7.07831 0.04329
2764 3 9.28973 0.07653
2764 4 10.49352 0.13921
2764 5 11.37134 0.16589
2764 6 14.04714 0.23906
2764 7 18.97461 0.37424
2764 8 19.94207 0.25455
2764 9 20.05114 0.25013
2764 10 20.13862 0.27717
2764 11 22.26693 0.44295
2764 12 24.63781 0.35976
2765 1 6.03015 0.03793
2765 2 7.24266 0.04378
2765 3 9.19724 0.07512
2765 4 10.19645 0.13802
2765 5 11.60551 0.17845
2765 6 13.92770 0.21501
2765 7 19.06281 0.36790
2765 8 19.93107 0.25556
2765 9 20.04736 0.25641
2765 10 20.12615 0.26765
2765 11 22.44777 0.46117
2765 12 24.55102 0.34291
2766 1 6.21964 0.04435
2766 2 7.40928 0.04614
2766 3 9.09453 0.07296
2766 4 9.88275 0.12619
2766 5 11.83542 0.17621
2766 6 13.80155 0.19655
2766 7 19.15104 0.36830
2766 8 19.90967 0.26728
2766 9 20.04415 0.26051
2766 10 20.11419 0.25704
2766 11 22.63709 0.49509
2766 12 24.45188 0.32902
2767 1 6.44752 0.05145
2767 2 7.57420 0.04818
2767 3 8.98106 0.07178
2767 4 9.55930 0.11653
2767 5 12.05915 0.17905
2767 6 13.66811 0.18514
2767 7 19.23843 0.36776
2767 8 19.87570 0.28537
2767 9 20.04352 0.25763
2767 10 20.10390 0.25287
2767 11 22.83117 0.44974
2767 12 24.33991 0.31229
2768 1 6.70780 0.05982
2768 2 7.73156 0.05125
2768 3 8.85461 0.06932
2768 4 9.23751 0.10714
2768 5 12.27536 0.18433
2768 6 13.52670 0.17913
2768 7 19.32426 0.36386
2768 8 19.82980 0.32793
2768 9 20.04586 0.25927
2768 10 20.09509 0.25524
2768 11 23.02661 0.42925
2768 12 24.21493 0.29982
2769 1 6.99311 0.07386
2769 2 7.86838 0.05573
2769 3 8.70753 0.07125
2769 4 8.94245 0.09312
2769 5 12.48294 0.19259
2769 6 13.37665 0.17705
2769 7 19.40802 0.34530
2769 8 19.77407 0.34097
2769 9 20.05060 0.27617
2769 10 20.08702 0.26582
2769 11 23.22021 0.35912
2769 12 24.07696 0.29404
2770 1 7.29368 0.08676
2770 2 7.94162 0.06353
2770 3 8.54474 0.08071
2770 4 8.71958 0.07521
2770 5 12.68128 0.19038
2770 6 13.21743 0.17649
2770 7 19.48918 0.34208
2770 8 19.71069 0.32652
2770 9 20.05686 0.27724
2770 10 20.07923 0.26526
2770 11 23.40920 0.30982
2770 12 23.92644 0.28994
2771 1 7.59269 0.08482
2771 2 7.84545 0.07790
2771 3 8.48632 0.07330
2771 4 8.56975 0.06982
2771 5 12.86988 0.18645
2771 6 13.04859 0.17992
2771 7 19.56715 0.34093
2771 8 19.64132 0.32160
2771 9 20.06400 0.27402
2771 10 20.07155 0.26675
2771 11 23.59118 0.29421
2771 12 23.76410 0.28963
2772 1 6.31675 0.03650
2772 2 6.48670 0.03276
2772 3 9.83772 0.09163
2772 4 10.34959 0.13381
2772 5 12.10199 0.11707
2772 6 14.65266 0.38859
2772 7 18.50415 0.42248
2772 8 19.85627 0.16031
2772 9 20.00887 0.25838
2772 10 20.18143 0.25740
2772 11 21.45387 0.31414
2772 12 24.75683 0.43887
2773 1 6.29552 0.03627
2773 2 6.50307 0.03296
2773 3 9.83814 0.09150
2773 4 10.37417 0.13374
2773 5 12.08080 0.11881
2773 6 14.64714 0.38755
2773 7 18.51114 0.40990
2773 8 19.85951 0.16332
2773 9 20.01079 0.25671
2773 10 20.18149 0.25768
2773 11 21.46160 0.30218
2773 12 24.75350 0.43720
2774 1 6.24102 0.03580
2774 2 6.54648 0.03356
2774 3 9.83586 0.09111
2774 4 10.44840 0.13553
2774 5 12.01751 0.12446
2774 6 14.63083 0.38255
2774 7 18.53179 0.40867
2774 8 19.86830 0.17505
2774 9 20.01645 0.25486
2774 10 20.18173 0.25775
2774 11 21.48520 0.30774
2774 12 24.74349 0.43251
2775 1 6.16796 0.03473
2775 2 6.61150 0.03434
2775 3 9.82459 0.09085
2775 4 10.57044 0.13772
2775 5 11.91312 0.13131
2775 6 14.60427 0.41392
2775 7 18.56540 0.40952
2775 8 19.88038 0.19788
2775 9 20.02551 0.25361
2775 10 20.18212 0.26064
2775 11 21.52591 0.31064
2775 12 24.72649 0.43344
2776 1 6.09016 0.03389
2776 2 6.69649 0.03543
2776 3 9.80079 0.08991
2776 4 10.73320 0.14202
2776 5 11.76922 0.14002
2776 6 14.56820 0.39151
2776 7 18.61070 0.40183
2776 8 19.89297 0.21210
2776 9 20.03675 0.24938
2776 10 20.18263 0.26499
2776 11 21.58533 0.31006
2776 12 24.70215 0.42557
2777 1 6.02148 0.03279
2777 2 6.80004 0.03790
2777 3 9.76400 0.08872
2777 4 10.92639 0.14530
2777 5 11.58818 0.14877
2777 6 14.52339 0.35792
2777 7 18.66622 0.39291
2777 8 19.90400 0.22397
2777 9 20.04826 0.24747
2777 10 20.18299 0.26498
2777 11 21.66498 0.31454
2777 12 24.66989 0.41104
2778 1 5.97453 0.03457
2778 2 6.92014 0.03984
2778 3 9.71495 0.08739
2778 4 11.13987 0.15100
2778 5 11.37308 0.15383
2778 6 14.47020 0.32207
2778 7 18.73019 0.38428
2778 8 19.91216 0.23230
2778 9 20.05785 0.24942
2778 10 20.18263 0.26641
2778 11 21.76565 0.32451
2778 12 24.62912 0.39699
2779 1 5.95963 0.03459
2779 2 7.05430 0.03975
2779 3 9.65440 0.08578
2779 4 11.12638 0.15492
2779 5 11.36642 0.16071
2779 6 14.40889 0.28606
2779 7 18.80088 0.37802
2779 8 19.91659 0.23746
2779 9 20.06409 0.25388
2779 10 20.18083 0.26616
2779 11 21.88698 0.35144
2779 12 24.57905 0.38700
2780 1 5.98434 0.03726
2780 2 7.19976 0.04166
2780 3 9.58278 0.08422
2780 4 10.85411 0.15264
2780 5 11.59771 0.17689
2780 6 14.33931 0.25880
2780 7 18.87658 0.37257
2780 8 19.91617 0.24243
2780 9 20.06685 0.25985
2780 10 20.17714 0.26573
2780 11 22.02728 0.40524
2780 12 24.51895 0.36715
2781 1 6.05305 0.03805
2781 2 7.35340 0.04350
2781 3 9.50018 0.08153
2781 4 10.55983 0.14752
2781 5 11.83005 0.17501
2781 6 14.26116 0.24023
2781 7 18.95576 0.36637
2781 8 19.90907 0.24534
2781 9 20.06727 0.26653
2781 10 20.17163 0.25767
2781 11 22.18386 0.44009
2781 12 24.44799 0.34847
2782 1 6.16724 0.04042
2782 2 7.51199 0.04649
2782 3 9.40620 0.07948
2782 4 10.24936 0.14226
2782 5 12.05963 0.17864
2782 6 14.17392 0.22172
2782 7 19.03709 0.36551
2782 8 19.89303 0.24910
2782 9 20.06724 0.26564
2782 10 20.16482 0.24672
2782 11 22.35331 0.44107
2782 12 24.36545 0.33025
2783 1 6.32577 0.04731
2783 2 7.67181 0.04859
2783 3 9.29920 0.07825
2783 4 9.93015 0.12965
2783 5 12.28379 0.18035
2783 6 14.07708 0.20609
2783 7 19.11947 0.36926
2783 8 19.86638 0.26416
2783 9 20.06859 0.26505
2783 10 20.15730 0.24096
2783 11 22.53198 0.48752
2783 12 24.27081 0.31304
2784 1 6.52528 0.05282
2784 2 7.82785 0.05157
2784 3 9.17440 0.07755
2784 4 9.61452 0.11629
2784 5 12.50045 0.18818
2784 6 13.97012 0.19260
2784 7 19.20204 0.36302
2784 8 19.82872 0.28853
2784 9 20.07224 0.26211
2784 10 20.14932 0.24180
2784 11 22.71620 0.45963
2784 12 24.16354 0.29878
2785 1 6.76080 0.06203
2785 2 7.97100 0.05547
2785 3 9.01860 0.08136
2785 4 9.32780 0.10318
2785 5 12.70811 0.18679
2785 6 13.85245 0.18094
2785 7 19.28406 0.36498
2785 8 19.78106 0.32796
2785 9 20.07815 0.25775
2785 10 20.14102 0.24478
2785 11 22.90249 0.41179
2785 12 24.04356 0.28975
2786 1 7.02579 0.07500
2786 2 8.07686 0.06129
2786 3 8.82478 0.08517
2786 4 9.10560 0.08556
2786 5 12.90571 0.18127
2786 6 13.72366 0.17256
2786 7 19.36485 0.33930
2786 8 19.72487 0.32808
2786 9 20.08579 0.26909
2786 10 20.13229 0.25109
2786 11 23.08765 0.36708
2786 12 23.91091 0.28300
2787 1 7.31191 0.08802
2787 2 8.07032 0.07637
2787 3 8.68202 0.07946
2787 4 8.94011 0.07285
2787 5 13.09245 0.17386
2787 6 13.58342 0.16773
2787 7 19.44376 0.33193
2787 8 19.66177 0.31857
2787 9 20.09461 0.27136
2787 10 20.12315 0.25614
2787 11 23.26884 0.30678
2787 12 23.76611 0.27732
2788 1 7.60669 0.08724
2788 2 7.88382 0.08435
2788 3 8.69728 0.07017
2788 4 8.80272 0.06903
2788 5 13.26779 0.16885
2788 6 13.43148 0.16726
2788 7 19.52012 0.33042
2788 8 19.59312 0.31409
2788 9 20.10405 0.26782
2788 10 20.11365 0.26068
2788 11 23.44362 0.28864
2788 12 23.60992 0.28017
2789 1 6.65719 0.04106
2789 2 6.75142 0.03263
2789 3 10.05351 0.10144
2789 4 10.79358 0.14826
2789 5 12.29029 0.12561
2789 6 14.65158 0.39965
2789 7 18.54837 0.40125
2789 8 19.77950 0.15021
2789 9 20.02137 0.25477
2789 10 20.22418 0.24387
2789 11 21.43753 0.30609
2789 12 24.53561 0.40723
2790 1 6.62895 0.04035
2790 2 6.77279 0.03338
2790 3 10.05129 0.10137
2790 4 10.82059 0.14786
2790 5 12.26448 0.12684
2790 6 14.65203 0.39814
2790 7 18.55419 0.40171
2790 8 19.78339 0.15320
2790 9 20.02299 0.25436
2790 10 20.22406 0.24411
2790 11 21.44421 0.29256
2790 12 24.53256 0.40878
2791 1 6.56462 0.03957
2791 2 6.81989 0.03416
2791 3 10.04323 0.10107
2791 4 10.90003 0.14957
2791 5 12.18806 0.13166
2791 6 14.65275 0.39285
2791 7 18.57142 0.39395
2791 8 19.79434 0.16386
2791 9 20.02776 0.25429
2791 10 20.22367 0.24502
2791 11 21.46475 0.29606
2791 12 24.52332 0.40592
2792 1 6.48067 0.03871
2792 2 6.88515 0.03540
2792 3 10.02647 0.10048
2792 4 11.02673 0.15259
2792 5 12.06404 0.14132
2792 6 14.65212 0.45231
2792 7 18.59960 0.39582
2792 8 19.81020 0.18375
2792 9 20.03537 0.25541
2792 10 20.22313 0.24701
2792 11 21.50019 0.29709
2792 12 24.50764 0.39946
2793 1 6.38894 0.03722
2793 2 6.96862 0.03767
2793 3 9.99901 0.09929
2793 4 11.19212 0.15701
2793 5 11.89666 0.15195
2793 6 14.64801 0.41735
2793 7 18.63789 0.39246
2793 8 19.82797 0.19498
2793 9 20.04505 0.25568
2793 10 20.22244 0.24989
2793 11 21.55217 0.30022
2793 12 24.48507 0.39518
2794 1 6.30221 0.03581
2794 2 7.06968 0.03864
2794 3 9.96012 0.09756
2794 4 11.38606 0.16309
2794 5 11.69119 0.16411
2794 6 14.63824 0.36806
2794 7 18.68522 0.38430
2794 8 19.84476 0.20710
2794 9 20.05558 0.25543
2794 10 20.22163 0.24688
2794 11 21.62232 0.30820
2794 12 24.45497 0.38860
2795 1 6.23293 0.03567
2795 2 7.18659 0.03888
2795 3 9.90976 0.09626
2795 4 11.45018 0.16806
2795 5 11.60155 0.17551
2795 6 14.62082 0.31760
2795 7 18.74036 0.37670
2795 8 19.85804 0.21695
2795 9 20.06541 0.25757
2795 10 20.22061 0.24592
2795 11 21.71181 0.31925
2795 12 24.41669 0.37286
2796 1 6.19182 0.03796
2796 2 7.31706 0.04048
2796 3 9.84803 0.09338
2796 4 11.18433 0.16805
2796 5 11.82534 0.17980
2796 6 14.59426 0.28373
2796 7 18.80202 0.37065
2796 8 19.86596 0.22483
2796 9 20.07341 0.26017
2796 10 20.21914 0.24231
2796 11 21.82075 0.34312
2796 12 24.36944 0.35624
2797 1 6.18724 0.03965
2797 2 7.45824 0.04322
2797 3 9.77467 0.09078
2797 4 10.89536 0.15994
2797 5 12.05486 0.18065
2797 6 14.55738 0.25570
2797 7 18.86894 0.36624
2797 8 19.86689 0.23208
2797 9 20.07926 0.26140
2797 10 20.21680 0.23969
2797 11 21.94814 0.38191
2797 12 24.31239 0.34302
2798 1 6.22474 0.04406
2798 2 7.60705 0.04630
2798 3 9.68884 0.08745
2798 4 10.59026 0.15230
2798 5 12.28448 0.18403
2798 6 14.50930 0.23222
2798 7 18.93990 0.36386
2798 8 19.85930 0.23776
2798 9 20.08379 0.26472
2798 10 20.21339 0.23514
2798 11 22.09183 0.40934
2798 12 24.24476 0.32973
2799 1 6.30715 0.04568
2799 2 7.75998 0.04914
2799 3 9.58802 0.08563
2799 4 10.27716 0.14362
2799 5 12.51037 0.18919
2799 6 14.44943 0.21644
2799 7 19.01386 0.36482
2799 8 19.84182 0.24155
2799 9 20.08831 0.26542
2799 10 20.20862 0.23099
2799 11 22.24883 0.42588
2799 12 24.16585 0.31246
2800 1 6.43469 0.05173
2800 2 7.91260 0.05177
2800 3 9.46577 0.08541
2800 4 9.96906 0.13085
2800 5 12.72976 0.18787
2800 6 14.37727 0.20294
2800 7 19.08979 0.37064
2800 8 19.81385 0.26061
2800 9 20.09404 0.26333
2800 10 20.20253 0.22859
2800 11 22.41575 0.43268
2800 12 24.07510 0.29859
2801 1 6.60515 0.05525
2801 2 8.05812 0.05467
2801 3 9.30682 0.08871
2801 4 9.69046 0.11319
2801 5 12.94051 0.17937
2801 6 14.29246 0.19540
2801 7 19.16693 0.36201
2801 8 19.77560 0.29097
2801 9 20.10147 0.25852
2801 10 20.19519 0.23224
2801 11 22.58903 0.42379
2801 12 23.97212 0.28770
2802 1 6.81461 0.06409
2802 2 8.18137 0.05862
2802 3 9.10005 0.09264
2802 4 9.47065 0.09653
2802 5 13.14104 0.17157
2802 6 14.19472 0.18735
2802 7 19.24446 0.35510
2802 8 19.72802 0.33009
2802 9 20.11059 0.25596
2802 10 20.18668 0.23698
2802 11 22.76522 0.40009
2802 12 23.85679 0.27900
2803 1 7.05738 0.07643
2803 2 8.23713 0.06921
2803 3 8.90222 0.08882
2803 4 9.30184 0.08518
2803 5 13.33015 0.16532
2803 6 14.08383 0.17648
2803 7 19.32165 0.33659
2803 8 19.67250 0.32278
2803 9 20.12099 0.26695
2803 10 20.17708 0.24155
2803 11 22.94114 0.36992
2803 12 23.72932 0.27240
2804 1 7.32630 0.09005
2804 2 8.13547 0.08587
2804 3 8.83659 0.07587
2804 4 9.15614 0.07809
2804 5 13.50706 0.16097
2804 6 13.95963 0.16896
2804 7 19.39774 0.32040
2804 8 19.61041 0.31056
2804 9 20.13223 0.27082
2804 10 20.16662 0.24983
2804 11 23.11388 0.32490
2804 12 23.59019 0.27099
2805 1 7.61137 0.08996
2805 2 7.89530 0.08911
2805 3 8.90432 0.06999
2805 4 9.02189 0.07128
2805 5 13.67114 0.16111
2805 6 13.82205 0.16336
2805 7 19.47188 0.32226
2805 8 19.54314 0.30792
2805 9 20.14386 0.26618
2805 10 20.15544 0.25820
2805 11 23.28098 0.28854
2805 12 23.44032 0.27719
2806 1 6.97959 0.03473
2806 2 7.00126 0.04162
2806 3 10.24274 0.10974
2806 4 11.23859 0.16474
2806 5 12.40886 0.13852
2806 6 14.70233 0.40357
2806 7 18.59619 0.38775
2806 8 19.70539 0.14293
2806 9 20.03081 0.25372
2806 10 20.26432 0.23424
2806 11 21.41465 0.28861
2806 12 24.30642 0.38200
2807 1 6.94056 0.03935
2807 2 7.03157 0.03745
2807 3 10.23944 0.10966
2807 4 11.26647 0.16554
2807 5 12.37858 0.14102
2807 6 14.70866 0.40317
2807 7 18.60083 0.39294
2807 8 19.70947 0.14571
2807 9 20.03237 0.25316
2807 10 20.26417 0.23487
2807 11 21.42038 0.28938
2807 12 24.30357 0.38208
2808 1 6.87166 0.04114
2808 2 7.07744 0.03676
2808 3 10.22880 0.10944
2808 4 11.34786 0.16847
2808 5 12.28990 0.14476
2808 6 14.72599 0.46629
2808 7 18.61468 0.38637
2808 8 19.72101 0.15687
2808 9 20.03696 0.25362
2808 10 20.26366 0.23570
2808 11 21.43792 0.29056
2808 12 24.29491 0.38164
2809 1 6.78110 0.04246
2809 2 7.13938 0.03714
2809 3 10.20922 0.10921
2809 4 11.47636 0.17270
2809 5 12.14834 0.15450
2809 6 14.74994 0.43932
2809 7 18.63750 0.38321
2809 8 19.73816 0.17343
2809 9 20.04424 0.25580
2809 10 20.26297 0.23572
2809 11 21.46832 0.27417
2809 12 24.28019 0.38199
2810 1 6.67830 0.04318
2810 2 7.21945 0.03809
2810 3 10.17936 0.10864
2810 4 11.64247 0.17839
2810 5 11.96157 0.16515
2810 6 14.77509 0.41294
2810 7 18.66874 0.38486
2810 8 19.75812 0.18228
2810 9 20.05363 0.25734
2810 10 20.26219 0.23797
2810 11 21.51308 0.27492
2810 12 24.25888 0.38009
2811 1 6.57589 0.04091
2811 2 7.31712 0.03853
2811 3 10.13844 0.10761
2811 4 11.73133 0.17914
2811 5 11.84198 0.18981
2811 6 14.79647 0.35333
2811 7 18.70786 0.37447
2811 8 19.77782 0.19661
2811 9 20.06415 0.25534
2811 10 20.26144 0.23305
2811 11 21.57384 0.28886
2811 12 24.23037 0.37385
2812 1 6.48646 0.03925
2812 2 7.43051 0.03992
2812 3 10.08601 0.10491
2812 4 11.47782 0.18320
2812 5 12.05244 0.18892
2812 6 14.81008 0.30487
2812 7 18.75409 0.36681
2812 8 19.79425 0.20692
2812 9 20.07476 0.25716
2812 10 20.26078 0.22988
2812 11 21.65200 0.29784
2812 12 24.19394 0.36361
2813 1 6.42119 0.04253
2813 2 7.55714 0.04256
2813 3 10.02143 0.10254
2813 4 11.19782 0.17916
2813 5 12.27614 0.19270
2813 6 14.81311 0.27010
2813 7 18.80661 0.36269
2813 8 19.80489 0.21529
2813 9 20.08460 0.25844
2813 10 20.25997 0.22703
2813 11 21.74817 0.31610
2813 12 24.14882 0.34590
2814 1 6.38921 0.04307
2814 2 7.69411 0.04576
2814 3 9.94346 0.10048
2814 4 10.90084 0.16592
2814 5 12.50428 0.19829
2814 6 14.80375 0.24230
2814 7 18.86453 0.36178
2814 8 19.80771 0.22168
2814 9 20.09335 0.25885
2814 10 20.25872 0.22465
2814 11 21.86198 0.33959
2814 12 24.09417 0.32681
2815 1 6.39700 0.04646
2815 2 7.83810 0.04856
2815 3 9.84896 0.09726
2815 4 10.59574 0.15472
2815 5 12.73171 0.19400
2815 6 14.78091 0.22415
2815 7 18.92704 0.36365
2815 8 19.80120 0.22942
2815 9 20.10153 0.25847
2815 10 20.25647 0.22236
2815 11 21.99188 0.37011
2815 12 24.02923 0.30875
2816 1 6.44863 0.05191
2816 2 7.98518 0.05140
2816 3 9.73048 0.09462
2816 4 10.29607 0.14215
2816 5 12.95463 0.18103
2816 6 14.74394 0.20639
2816 7 18.99326 0.36713
2816 8 19.78441 0.23635
2816 9 20.10999 0.25719
2816 10 20.25281 0.22020
2816 11 22.13539 0.38901
2816 12 23.95336 0.29546
2817 1 6.54552 0.05631
2817 2 8.12989 0.05420
2817 3 9.57237 0.09579
2817 4 10.02506 0.12560
2817 5 13.17006 0.17407
2817 6 14.69250 0.18902
2817 7 19.06239 0.37229
2817 8 19.75707 0.26014
2817 9 20.11943 0.25541
2817 10 20.24744 0.22001
2817 11 22.28948 0.39270
2817 12 23.86600 0.28387
2818 1 6.68672 0.05877
2818 2 8.26204 0.05764
2818 3 9.36186 0.09948
2818 4 9.80795 0.10863
2818 5 13.37578 0.16671
2818 6 14.62642 0.17909
2818 7 19.13368 0.36111
2818 8 19.71969 0.29246
2818 9 20.13022 0.25585
2818 10 20.24028 0.22671
2818 11 22.45077 0.38818
2818 12 23.76686 0.27995
2819 1 6.86926 0.06638
2819 2 8.35519 0.06530
2819 3 9.13396 0.09645
2819 4 9.63908 0.09574
2819 5 13.57017 0.15999
2819 6 14.54560 0.17120
2819 7 19.20632 0.34468
2819 8 19.67322 0.32393
2819 9 20.14231 0.25702
2819 10 20.23137 0.23258
2819 11 22.61592 0.38183
2819 12 23.65590 0.27636
2820 1 7.08844 0.07830
2820 2 8.33735 0.08119
2820 3 8.98955 0.08624
2820 4 9.49320 0.08796
2820 5 13.75196 0.15819
2820 6 14.45000 0.16615
2820 7 19.27950 0.32534
2820 8 19.61902 0.31641
2820 9 20.15538 0.26272
2820 10 20.22088 0.23627
2820 11 22.78180 0.36567
2820 12 23.53341 0.27219
2821 1 7.33793 0.09184
2821 2 8.15531 0.09116
2821 3 9.00127 0.07459
2821 4 9.35574 0.08188
2821 5 13.92032 0.16019
2821 6 14.33958 0.16364
2821 7 19.35235 0.31135
2821 8 19.55849 0.30320
2821 9 20.16902 0.27441
2821 10 20.20910 0.24418
2821 11 22.94549 0.35262
2821 12 23.39994 0.27692
2822 1 7.60948 0.09251
2822 2 7.89051 0.09287
2822 3 9.09861 0.07309
2822 4 9.22288 0.07710
2822 5 14.07460 0.16238
2822 6 14.21442 0.16454
2822 7 19.42388 0.31359
2822 8 19.49299 0.30143
2822 9 20.18281 0.26913
2822 10 20.19630 0.25690
2822 11 23.10444 0.30343
2822 12 23.25649 0.28478
2823 1 7.19511 0.03454
2823 2 7.32342 0.04666
2823 3 10.41035 0.11224
2823 4 11.67563 0.18961
2823 5 12.45572 0.15136
2823 6 14.80036 0.40864
2823 7 18.64673 0.37527
2823 8 19.63928 0.13823
2823 9 20.03768 0.25560
2823 10 20.30105 0.22653
2823 11 21.38677 0.27444
2823 12 24.06965 0.37014
2824 1 7.18588 0.03637
2824 2 7.32210 0.04479
2824 3 10.40646 0.11197
2824 4 11.70384 0.19118
2824 5 12.42205 0.15482
2824 6 14.81176 0.44469
2824 7 18.65021 0.38724
2824 8 19.64318 0.14108
2824 9 20.03930 0.25603
2824 10 20.30093 0.22720
2824 11 21.39157 0.27547
2824 12 24.06695 0.36903
2825 1 7.14339 0.04082
2825 2 7.33613 0.04064
2825 3 10.39422 0.11135
2825 4 11.78592 0.19344
2825 5 12.32423 0.15928
2825 6 14.84320 0.46495
2825 7 18.66070 0.38102
2825 8 19.65439 0.15292
2825 9 20.04400 0.25735
2825 10 20.30057 0.22728
2825 11 21.40632 0.28023
2825 12 24.05867 0.36888
2826 1 7.06056 0.04365
2826 2 7.38107 0.03854
2826 3 10.37264 0.11035
2826 4 11.91432 0.19847
2826 5 12.17079 0.16737
2826 6 14.88781 0.42370
2826 7 18.67809 0.37364
2826 8 19.67127 0.16707
2826 9 20.05156 0.25658
2826 10 20.30009 0.22756
2826 11 21.43186 0.28156
2826 12 24.04458 0.36555
2827 1 6.95336 0.04479
2827 2 7.45212 0.03822
2827 3 10.34053 0.10919
2827 4 11.96250 0.18194
2827 5 12.08874 0.20171
2827 6 14.93737 0.36973
2827 7 18.70237 0.37457
2827 8 19.69139 0.17421
2827 9 20.06133 0.25661
2827 10 20.29970 0.22819
2827 11 21.46961 0.28037
2827 12 24.02417 0.36421
2828 1 6.83917 0.04704
2828 2 7.54386 0.03963
2828 3 10.29700 0.10765
2828 4 11.72803 0.19406
2828 5 12.28007 0.20917
2828 6 14.98462 0.32596
2828 7 18.73328 0.36578
2828 8 19.71183 0.18450
2828 9 20.07260 0.25791
2828 10 20.29952 0.22524
2828 11 21.52114 0.27082
2828 12 23.99680 0.36613
2829 1 6.73247 0.04566
2829 2 7.65250 0.04216
2829 3 10.24103 0.10662
2829 4 11.46244 0.19452
2829 5 12.49280 0.20825
2829 6 15.02398 0.29435
2829 7 18.77064 0.35821
2829 8 19.72958 0.19427
2829 9 20.08451 0.25793
2829 10 20.29961 0.22095
2829 11 21.58799 0.27996
2829 12 23.96172 0.35758
2830 1 6.64553 0.04391
2830 2 7.77473 0.04491
2830 3 10.17094 0.10810
2830 4 11.17731 0.18319
2830 5 12.71606 0.20602
2830 6 15.05171 0.26195
2830 7 18.81402 0.35365
2830 8 19.74181 0.20323
2830 9 20.09635 0.25822
2830 10 20.29976 0.21812
2830 11 21.67116 0.29277
2830 12 23.91819 0.35252
2831 1 6.58827 0.04809
2831 2 7.90724 0.04770
2831 3 10.08316 0.10900
2831 4 10.88268 0.16761
2831 5 12.94309 0.18949
2831 6 15.06550 0.23662
2831 7 18.86294 0.35696
2831 8 19.74628 0.21260
2831 9 20.10786 0.25750
2831 10 20.29961 0.21628
2831 11 21.77078 0.30353
2831 12 23.86540 0.33163
2832 1 6.56815 0.04995
2832 2 8.04625 0.05060
2832 3 9.96978 0.10743
2832 4 10.59254 0.15360
2832 5 13.16877 0.18114
2832 6 15.06400 0.21254
2832 7 18.91693 0.36281
2832 8 19.74127 0.22124
2832 9 20.11928 0.25518
2832 10 20.29844 0.21505
2832 11 21.88602 0.31469
2832 12 23.80262 0.31396
2833 1 6.59034 0.05571
2833 2 8.18712 0.05331
2833 3 9.81541 0.10687
2833 4 10.32902 0.13594
2833 5 13.38918 0.17178
2833 6 15.04658 0.19771
2833 7 18.97536 0.36949
