# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)"
49 3 5.76819 0.02001
49 4 5.88684 0.02103
49 5 8.91586 0.13787
49 6 11.64148 0.31577
49 7 19.73075 0.34909
49 8 19.74829 0.34587
49 9 19.80585 0.37124
49 10 19.81298 0.37232
49 11 23.94203 0.26147
49 12 24.90484 0.49446
50 1 4.88176 0.01792
50 2 5.00659 0.02166
50 3 5.56661 0.01930
50 4 5.68607 0.02075
50 5 9.48582 0.14950
50 6 11.12290 0.25591
50 7 19.74595 0.34252
50 8 19.76004 0.34188
50 9 19.79527 0.38136
50 10 19.79566 0.37885
50 11 24.15083 0.28899
50 12 24.72985 0.43692
51 1 5.12297 0.01831
51 2 5.24541 0.02064
51 3 5.35142 0.01855
51 4 5.47211 0.02112
51 5 10.04422 0.18175
51 6 10.59017 0.22548
51 7 19.76193 0.34133
51 8 19.77197 0.33957
51 9 19.77857 0.35268
51 10 19.78384 0.35064
51 11 24.35226 0.33363
51 12 24.54551 0.38436
52 1 1.23074 0.00265
52 2 1.24059 0.00153
52 3 2.27982 0.00147
52 4 7.18384 0.03828
52 5 7.46432 0.04002
52 6 16.16190 0.44746
52 7 18.25089 0.51175
52 8 19.63008 0.34822
52 9 19.73399 0.35563
52 10 19.97631 0.33071
52 11 21.44329 0.16375
52 12 26.78295 1.08882
53 1 1.25114 0.00247
53 2 1.29137 0.00173
53 3 2.36698 0.00210
53 4 7.17727 0.03810
53 5 7.45581 0.03994
53 6 16.12734 0.41679
53 7 18.38438 0.50074
53 8 19.63047 0.34782
53 9 19.73480 0.35636
53 10 19.97535 0.33073
53 11 21.46709 0.18272
53 12 26.72638 1.12157
54 1 1.39992 0.00254
54 2 1.43241 0.00213
54 3 2.58200 0.00384
54 4 7.15748 0.03775
54 5 7.43191 0.03969
54 6 16.02553 0.40480
54 7 18.68280 0.47858
54 8 19.63167 0.34813
54 9 19.73726 0.35760
54 10 19.97250 0.33258
54 11 21.53679 0.20945
54 12 26.59105 1.20354
55 1 1.63926 0.00258
55 2 1.70068 0.00383
55 3 2.88442 0.00419
55 4 7.12445 0.03720
55 5 7.39486 0.03941
55 6 15.86145 0.36930
55 7 18.98789 0.44307
55 8 19.63374 0.35040
55 9 19.74124 0.36235
55 10 19.96777 0.33472
55 11 21.64759 0.16408
55 12 26.43426 1.29673
56 1 1.88849 0.00309
56 2 2.05921 0.00442
56 3 3.27313 0.00535
56 4 7.07810 0.03613
56 5 7.34539 0.03928
56 6 15.64197 0.32808
56 7 19.22899 0.41953
56 8 19.63671 0.35112
56 9 19.74679 0.36368
56 10 19.96120 0.33850
56 11 21.79299 0.15883
56 12 26.28595 1.28019
57 1 2.16316 0.00363
57 2 2.41009 0.00838
57 3 3.74309 0.00791
57 4 7.01826 0.03463
57 5 7.28322 0.03926
57 6 15.37435 0.29966
57 7 19.40104 0.39682
57 8 19.64063 0.35055
57 9 19.75410 0.36436
57 10 19.95287 0.33823
57 11 21.96582 0.16738
57 12 26.15120 1.23163
58 1 2.45216 0.00520
58 2 2.73849 0.01075
58 3 4.27309 0.01338
58 4 6.94481 0.03314
58 5 7.20797 0.03953
58 6 15.06544 0.32703
58 7 19.51850 0.37745
58 8 19.64564 0.35048
58 9 19.76340 0.36452
58 10 19.94282 0.33909
58 11 22.15943 0.19107
58 12 26.02576 1.12050
59 1 2.74817 0.00618
59 2 3.04961 0.01343
59 3 4.83910 0.02148
59 4 6.85763 0.03149
59 5 7.11932 0.04004
59 6 14.72113 0.34139
59 7 19.59653 0.36308
59 8 19.65176 0.35192
59 9 19.77473 0.36130
59 10 19.93122 0.33949
59 11 22.36788 0.23777
59 12 25.90402 1.01224
60 1 3.04628 0.00744
60 2 3.34970 0.01569
60 3 5.42379 0.04132
60 4 6.75657 0.02965
60 5 7.01700 0.03733
60 6 14.34627 0.25884
60 7 19.64738 0.35176
60 8 19.65910 0.35330
60 9 19.78726 0.36038
60 10 19.91815 0.33666
60 11 22.58633 0.29842
60 12 25.78143 0.92201
61 1 3.34302 0.00857
61 2 3.64218 0.01759
61 3 6.01635 0.03595
61 4 6.64151 0.02766
61 5 6.90089 0.03517
61 6 13.94485 0.21478
61 7 19.66776 0.34952
61 8 19.68066 0.34316
61 9 19.79919 0.35633
61 10 19.90376 0.33444
61 11 22.81082 0.28156
61 12 25.65474 0.84810
62 1 3.63573 0.00986
62 2 3.92812 0.01884
62 3 6.51236 0.02590
62 4 6.60901 0.04785
62 5 6.77231 0.03305
62 6 13.51992 0.19057
62 7 19.67775 0.34779
62 8 19.70371 0.34243
62 9 19.80849 0.35581
62 10 19.88820 0.33269
62 11 23.03815 0.26948
62 12 25.52172 0.78247
63 1 3.92248 0.01140
63 2 4.20747 0.02100
63 3 6.36912 0.02438
63 4 6.62562 0.02891
63 5 7.20329 0.08584
63 6 13.07407 0.19824
63 7 19.68908 0.34448
63 8 19.72122 0.34262
63 9 19.81412 0.35919
63 10 19.87162 0.34777
63 11 23.26572 0.25511
63 12 25.38094 0.70904
64 1 4.20162 0.01291
64 2 4.47962 0.02304
64 3 6.21173 0.02303
64 4 6.46787 0.02647
64 5 7.78957 0.10837
64 6 12.60924 0.20400
64 7 19.70176 0.34562
64 8 19.73588 0.34554
64 9 19.81589 0.35373
64 10 19.85430 0.34574
64 11 23.49144 0.25095
64 12 25.23146 0.64439
65 1 4.47182 0.01513
65 2 4.74368 0.02622
65 3 6.04034 0.02206
65 4 6.29615 0.02609
65 5 8.36898 0.12964
65 6 12.12720 0.22480
65 7 19.71570 0.35201
65 8 19.74901 0.34833
65 9 19.81418 0.35738
65 10 19.83640 0.35749
65 11 23.71352 0.26154
65 12 25.07275 0.56190
66 1 4.73201 0.01721
66 2 4.99877 0.02880
66 3 5.85507 0.02146
66 4 6.11094 0.02557
66 5 8.93990 0.13529
66 6 11.62928 0.32167
66 7 19.73084 0.35545
66 8 19.76130 0.35392
66 9 19.80957 0.36452
66 10 19.81817 0.37315
66 11 23.93057 0.27245
66 12 24.90460 0.49839
67 1 4.98126 0.01937
67 2 5.24397 0.02674
67 3 5.65615 0.02090
67 4 5.91260 0.02482
67 5 9.50114 0.14910
67 6 11.11666 0.25441
67 7 19.74703 0.34370
67 8 19.77293 0.34375
67 9 19.79988 0.37438
67 10 19.80261 0.36565
67 11 24.14136 0.30012
67 12 24.72703 0.44410
68 1 5.21876 0.01949
68 2 5.44390 0.02040
68 3 5.47850 0.02552
68 4 5.70160 0.02467
68 5 10.05165 0.17860
68 6 10.59047 0.21466
68 7 19.76406 0.34152
68 8 19.78175 0.35432
68 9 19.78387 0.34045
68 10 19.79389 0.35029
68 11 24.34486 0.34226
68 12 24.54029 0.39328
69 1 1.64460 0.00397
69 2 1.64688 0.00239
69 3 3.02895 0.00465
69 4 7.27725 0.04010
69 5 7.75644 0.04551
69 6 16.08192 0.42942
69 7 18.25448 0.50764
69 8 19.62660 0.33837
69 9 19.80123 0.35012
69 10 19.98704 0.33307
69 11 21.43381 0.18048
69 12 26.71909 1.05912
70 1 1.65532 0.00370
70 2 1.68580 0.00245
70 3 3.09710 0.00509
70 4 7.27081 0.03999
70 5 7.74802 0.04546
70 6 16.04798 0.43641
70 7 18.33372 0.50023
70 8 19.62699 0.33800
70 9 19.80210 0.35036
70 10 19.98608 0.33333
70 11 21.45699 0.19892
70 12 26.68411 1.07284
71 1 1.73973 0.00339
71 2 1.79709 0.00265
71 3 3.27457 0.00619
71 4 7.25147 0.03986
71 5 7.72382 0.04559
71 6 15.94797 0.41214
71 7 18.53281 0.48681
71 8 19.62816 0.33834
71 9 19.80450 0.35148
71 10 19.98324 0.33445
71 11 21.52495 0.21767
71 12 26.59153 1.10685
72 1 1.95239 0.00351
72 2 1.96737 0.00275
72 3 3.52487 0.00734
72 4 7.21915 0.03924
72 5 7.68575 0.04450
72 6 15.78668 0.36205
72 7 18.77510 0.46244
72 8 19.63017 0.33997
72 9 19.80807 0.35743
72 10 19.97853 0.33643
72 11 21.63335 0.17570
72 12 26.46727 1.17405
73 1 2.18118 0.00333
73 2 2.26581 0.00467
73 3 3.83638 0.00861
73 4 7.17373 0.03865
73 5 7.63502 0.04326
73 6 15.57074 0.32371
73 7 19.00309 0.43952
73 8 19.63311 0.34178
73 9 19.81247 0.35774
73 10 19.97199 0.33990
73 11 21.77614 0.17188
73 12 26.33272 1.18012
74 1 2.42492 0.00459
74 2 2.62090 0.00958
74 3 4.20990 0.00980
74 4 7.11509 0.03777
74 5 7.57186 0.04242
74 6 15.30725 0.30554
74 7 19.19277 0.41650
74 8 19.63701 0.34161
74 9 19.81739 0.35566
74 10 19.96366 0.34049
74 11 21.94655 0.18215
74 12 26.19847 1.14713
75 1 2.68805 0.00576
75 2 2.97613 0.01273
75 3 4.64346 0.01325
75 4 7.04311 0.03634
75 5 7.49595 0.04157
75 6 15.00287 0.33584
75 7 19.34132 0.39616
75 8 19.64204 0.34150
75 9 19.82258 0.35405
75 10 19.95359 0.34113
75 11 22.13817 0.21141
75 12 26.06710 1.07518
76 1 2.96281 0.00656
76 2 3.31460 0.01785
76 3 5.12756 0.02105
76 4 6.95761 0.03424
76 5 7.40700 0.04141
76 6 14.66342 0.34417
76 7 19.45428 0.38190
76 8 19.64828 0.34206
76 9 19.82776 0.35197
76 10 19.94183 0.34253
76 11 22.34530 0.23833
76 12 25.93738 0.96780
77 1 3.24348 0.00785
77 2 3.63423 0.02144
77 3 5.64815 0.02660
77 4 6.85841 0.03237
77 5 7.30471 0.04141
77 6 14.29377 0.25301
77 7 19.53915 0.36988
77 8 19.65583 0.34321
77 9 19.83268 0.35005
77 10 19.92855 0.34070
77 11 22.56310 0.29767
77 12 25.80691 0.88926
78 1 3.52586 0.00910
78 2 3.93819 0.02491
78 3 6.19182 0.03166
78 4 6.74545 0.03056
78 5 7.18890 0.04066
78 6 13.89790 0.21426
78 7 19.60286 0.35699
78 8 19.66480 0.34141
78 9 19.83679 0.35025
78 10 19.91380 0.33848
78 11 22.78758 0.29850
78 12 25.67324 0.81649
79 1 3.80667 0.01067
79 2 4.22968 0.02847
79 3 6.61858 0.02920
79 4 6.74725 0.04524
79 5 7.06032 0.03911
79 6 13.47897 0.19356
79 7 19.65107 0.35239
79 8 19.67523 0.34209
79 9 19.83955 0.34935
79 10 19.89777 0.33608
79 11 23.01552 0.28498
79 12 25.53437 0.75600
80 1 4.08347 0.01208
80 2 4.51083 0.03203
80 3 6.47780 0.02714
80 4 6.91336 0.03677
80 5 7.31272 0.07856
80 6 13.03953 0.20154
80 7 19.68719 0.34145
80 8 19.68827 0.34949
80 9 19.84044 0.35286
80 10 19.88059 0.35430
80 11 23.24426 0.27009
80 12 25.38873 0.68402
81 1 4.35419 0.01451
81 2 4.78256 0.03566
81 3 6.32310 0.02523
81 4 6.75687 0.03457
81 5 7.87444 0.10150
81 6 12.58178 0.20871
81 7 19.70059 0.34166
81 8 19.71777 0.35089
81 9 19.83901 0.34635
81 10 19.86251 0.34864
81 11 23.47156 0.26372
81 12 25.23521 0.62444
82 1 4.61722 0.01717
82 2 5.04512 0.03866
82 3 6.15462 0.02412
82 4 6.58608 0.03320
82 5 8.43385 0.12307
82 6 12.10745 0.22991
82 7 19.71543 0.34736
82 8 19.74196 0.35630
82 9 19.83508 0.34749
