# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "lifetime (ps)" "mfp (nm)" multiplicity "modal kappa^{xx} (W/mK)" "modal kappa^{yy} (W/mK)" "modal kappa^{zz} (W/mK)"
6 11 21.99316 6.52315 20.07570 2 0.00000 0.00000 0.00009
6 12 25.95609 0.75143 0.77789 2 0.00000 0.00000 0.00000
7 1 2.10298 236.06900 1313.32000 2 0.00000 0.00000 0.02577
7 2 2.10298 236.06900 1313.32000 2 0.00000 0.00000 0.02577
7 3 3.95174 44.51220 474.39300 2 0.00000 0.00000 0.01741
7 4 6.81401 32.72990 44.45070 2 0.00000 0.00000 0.00019
7 5 6.81401 32.72990 44.45070 2 0.00000 0.00000 0.00019
7 6 15.15031 3.19448 17.51540 2 0.00000 0.00000 0.00021
7 7 19.65301 2.74073 0.24777 2 0.00000 0.00000 0.00000
7 8 19.65301 2.74073 0.24777 2 0.00000 0.00000 0.00000
7 9 19.92532 2.98091 0.52442 2 0.00000 0.00000 0.00000
7 10 19.92532 2.98091 0.52442 2 0.00000 0.00000 0.00000
7 11 22.18929 5.94110 19.93440 2 0.00000 0.00000 0.00009
7 12 25.88693 0.82531 1.02283 2 0.00000 0.00000 0.00000
8 1 2.43813 169.90800 927.11400 2 0.00000 0.00000 0.01778
8 2 2.43813 169.90800 927.11400 2 0.00000 0.00000 0.01778
8 3 4.59711 30.84900 325.92900 2 0.00000 0.00000 0.01172
8 4 6.72437 35.34620 56.20650 2 0.00000 0.00000 0.00029
8 5 6.72437 35.34620 56.20650 2 0.00000 0.00000 0.00029
8 6 14.79991 2.94118 17.72790 2 0.00000 0.00000 0.00024
8 7 19.65904 2.72870 0.29317 2 0.00000 0.00000 0.00000
8 8 19.65904 2.72870 0.29317 2 0.00000 0.00000 0.00000
8 9 19.91392 3.01461 0.59909 2 0.00000 0.00000 0.00000
8 10 19.91392 3.01461 0.59909 2 0.00000 0.00000 0.00000
8 11 22.39941 3.67689 13.02550 2 0.00000 0.00000 0.00006
8 12 25.80539 0.91044 1.31250 2 0.00000 0.00000 0.00000
9 1 2.76632 136.71500 729.35100 2 0.00000 0.00000 0.01363
9 2 2.76632 136.71500 729.35100 2 0.00000 0.00000 0.01363
9 3 5.23647 17.83370 186.53500 2 0.00000 0.00000 0.00655
9 4 6.62059 36.94710 67.39180 2 0.00000 0.00000 0.00040
9 5 6.62059 36.94710 67.39180 2 0.00000 0.00000 0.00040
9 6 14.41870 3.71428 24.14290 2 0.00000 0.00000 0.00037
9 7 19.66609 2.71405 0.33923 2 0.00000 0.00000 0.00000
9 8 19.66609 2.71405 0.33923 2 0.00000 0.00000 0.00000
9 9 19.90121 3.05544 0.66833 2 0.00000 0.00000 0.00000
9 10 19.90121 3.05544 0.66833 2 0.00000 0.00000 0.00000
9 11 22.61865 3.65333 13.35960 2 0.00000 0.00000 0.00006
9 12 25.71164 1.01356 1.66381 2 0.00000 0.00000 0.00000
10 1 3.08666 120.85300 628.28200 2 0.00000 0.00000 0.01140
10 2 3.08666 120.85300 628.28200 2 0.00000 0.00000 0.01140
10 3 5.86898 20.86590 215.77900 2 0.00000 0.00000 0.00739
10 4 6.50250 39.25710 80.84330 2 0.00000 0.00000 0.00054
10 5 6.50250 39.25710 80.84330 2 0.00000 0.00000 0.00054
10 6 14.01053 4.59095 31.75000 2 0.00000 0.00000 0.00052
10 7 19.67424 2.77348 0.39630 2 0.00000 0.00000 0.00000
10 8 19.67424 2.77348 0.39630 2 0.00000 0.00000 0.00000
10 9 19.88739 3.08592 0.72733 2 0.00000 0.00000 0.00000
10 10 19.88739 3.08592 0.72733 2 0.00000 0.00000 0.00000
10 11 22.84302 3.74221 13.89570 2 0.00000 0.00000 0.00007
10 12 25.60578 1.12314 2.06499 2 0.00000 0.00000 0.00000
11 1 3.39833 109.92700 555.01100 2 0.00000 0.00000 0.00973
11 2 3.39833 109.92700 555.01100 2 0.00000 0.00000 0.00973
11 3 6.37011 43.68400 100.28500 2 0.00000 0.00000 0.00075
11 4 6.37011 43.68400 100.28500 2 0.00000 0.00000 0.00075
11 5 6.49392 18.06550 184.44900 2 0.00000 0.00000 0.00613
11 6 13.57847 5.31545 38.73210 2 0.00000 0.00000 0.00069
11 7 19.68347 2.81722 0.45327 2 0.00000 0.00000 0.00000
11 8 19.68347 2.81722 0.45327 2 0.00000 0.00000 0.00000
11 9 19.87261 3.06902 0.76545 2 0.00000 0.00000 0.00000
11 10 19.87261 3.06902 0.76545 2 0.00000 0.00000 0.00000
11 11 23.06933 4.05615 15.10410 2 0.00000 0.00000 0.00007
11 12 25.48808 1.18771 2.41350 2 0.00000 0.00000 0.00001
12 1 3.70046 91.75680 448.33800 2 0.00000 0.00000 0.00758
12 2 3.70046 91.75680 448.33800 2 0.00000 0.00000 0.00758
12 3 6.22330 46.58380 117.97100 2 0.00000 0.00000 0.00098
12 4 6.22330 46.58380 117.97100 2 0.00000 0.00000 0.00098
12 5 7.11051 11.49870 115.75200 2 0.00000 0.00000 0.00373
12 6 13.12500 5.15655 39.30330 2 0.00000 0.00000 0.00075
12 7 19.69382 2.84605 0.50861 2 0.00000 0.00000 0.00000
12 8 19.69382 2.84605 0.50861 2 0.00000 0.00000 0.00000
12 9 19.85711 2.97169 0.77192 2 0.00000 0.00000 0.00000
12 10 19.85711 2.97169 0.77192 2 0.00000 0.00000 0.00000
12 11 23.29516 4.23672 15.66610 2 0.00000 0.00000 0.00007
12 12 25.35872 1.36994 3.04303 2 0.00000 0.00000 0.00001
13 1 3.99234 82.58270 389.07900 2 0.00000 0.00000 0.00631
13 2 3.99234 82.58270 389.07900 2 0.00000 0.00000 0.00631
13 3 6.06210 50.31110 139.30500 2 0.00000 0.00000 0.00127
13 4 6.06210 50.31110 139.30500 2 0.00000 0.00000 0.00127
13 5 7.71801 8.58285 85.06400 2 0.00000 0.00000 0.00265
13 6 12.65205 5.06887 40.18890 2 0.00000 0.00000 0.00082
13 7 19.70521 2.82736 0.55415 2 0.00000 0.00000 0.00000
13 8 19.70521 2.82736 0.55415 2 0.00000 0.00000 0.00000
13 9 19.84107 2.94452 0.78522 2 0.00000 0.00000 0.00000
13 10 19.84107 2.94452 0.78522 2 0.00000 0.00000 0.00000
13 11 23.51848 4.26725 15.54180 2 0.00000 0.00000 0.00007
13 12 25.21803 1.54511 3.71663 2 0.00000 0.00000 0.00001
14 1 4.27324 75.18130 340.23200 2 0.00000 0.00000 0.00527
14 2 4.27324 75.18130 340.23200 2 0.00000 0.00000 0.00527
14 3 5.88657 52.15460 156.67600 2 0.00000 0.00000 0.00156
14 4 5.88657 52.15460 156.67600 2 0.00000 0.00000 0.00156
14 5 8.31567 7.47974 72.87780 2 0.00000 0.00000 0.00219
14 6 12.16120 4.59970 37.77070 2 0.00000 0.00000 0.00081
14 7 19.71762 2.77703 0.58977 2 0.00000 0.00000 0.00000
14 8 19.71762 2.77703 0.58977 2 0.00000 0.00000 0.00000
14 9 19.82474 2.81117 0.75943 2 0.00000 0.00000 0.00000
14 10 19.82474 2.81117 0.75943 2 0.00000 0.00000 0.00000
14 11 23.73763 4.18453 14.90710 2 0.00000 0.00000 0.00006
14 12 25.06631 1.78178 4.60338 2 0.00000 0.00000 0.00001
15 1 4.54255 67.61910 292.75800 2 0.00000 0.00000 0.00432
15 2 4.54255 67.61910 292.75800 2 0.00000 0.00000 0.00432
15 3 5.69678 54.84680 177.54100 2 0.00000 0.00000 0.00191
15 4 5.69678 54.84680 177.54100 2 0.00000 0.00000 0.00191
15 5 8.90279 7.06225 67.54230 2 0.00000 0.00000 0.00195
15 6 11.65374 3.23629 27.42650 2 0.00000 0.00000 0.00062
15 7 19.73099 2.89374 0.65821 2 0.00000 0.00000 0.00000
15 8 19.73099 2.89374 0.65821 2 0.00000 0.00000 0.00000
15 9 19.80831 2.69359 0.72797 2 0.00000 0.00000 0.00000
15 10 19.80831 2.69359 0.72797 2 0.00000 0.00000 0.00000
15 11 23.95135 3.95279 13.68740 2 0.00000 0.00000 0.00006
15 12 24.90394 2.04680 5.63860 2 0.00000 0.00000 0.00002
16 1 4.79965 56.01500 231.03400 2 0.00000 0.00000 0.00323
16 2 4.79965 56.01500 231.03400 2 0.00000 0.00000 0.00323
16 3 5.49292 52.71330 182.74100 2 0.00000 0.00000 0.00212
16 4 5.49292 52.71330 182.74100 2 0.00000 0.00000 0.00212
16 5 9.47860 6.64021 62.23390 2 0.00000 0.00000 0.00172
16 6 11.13081 3.90905 34.08950 2 0.00000 0.00000 0.00082
16 7 19.74526 2.91796 0.70278 2 0.00000 0.00000 0.00000
16 8 19.74526 2.91796 0.70278 2 0.00000 0.00000 0.00000
16 9 19.79194 2.56478 0.68519 2 0.00000 0.00000 0.00000
16 10 19.79194 2.56478 0.68519 2 0.00000 0.00000 0.00000
16 11 24.15845 3.55031 11.87980 2 0.00000 0.00000 0.00005
16 12 24.73141 2.33126 6.80266 2 0.00000 0.00000 0.00002
17 1 5.04401 59.42900 232.46300 2 0.00000 0.00000 0.00307
17 2 5.04401 59.42900 232.46300 2 0.00000 0.00000 0.00307
17 3 5.27524 58.78800 217.04200 2 0.00000 0.00000 0.00269
17 4 5.27524 58.78800 217.04200 2 0.00000 0.00000 0.00269
17 5 10.04242 5.43240 49.80600 2 0.00000 0.00000 0.00132
17 6 10.59341 4.34358 38.88120 2 0.00000 0.00000 0.00098
17 7 19.76025 2.93789 0.74080 2 0.00000 0.00000 0.00000
17 8 19.76025 2.93789 0.74080 2 0.00000 0.00000 0.00000
17 9 19.77587 2.85701 0.74576 2 0.00000 0.00000 0.00000
17 10 19.77587 2.85701 0.74576 2 0.00000 0.00000 0.00000
17 11 24.35802 3.04108 9.77774 2 0.00000 0.00000 0.00004
17 12 24.54922 2.65549 8.15756 2 0.00000 0.00000 0.00003
18 1 0.39200 1293.51000 8002.14000 6 0.08809 0.08809 0.00000
18 2 0.41557 3405.83000 20202.20000 6 0.21324 0.21324 0.00000
18 3 0.77200 3122.25000 33492.70000 6 0.63874 0.63874 0.00000
18 4 7.07426 27.71630 11.00080 6 0.00001 0.00001 0.00000
18 5 7.10697 27.50110 36.46780 6 0.00008 0.00008 0.00000
18 6 16.25712 2.21749 0.77157 6 0.00000 0.00000 0.00000
18 7 18.24708 1.93564 0.02483 6 0.00000 0.00000 0.00000
18 8 19.63611 2.77659 0.07334 6 0.00000 0.00000 0.00000
18 9 19.64843 2.76960 0.89442 6 0.00000 0.00000 0.00000
18 10 19.96105 3.05755 0.18741 6 0.00000 0.00000 0.00000
18 11 21.45612 7.08066 0.35029 6 0.00000 0.00000 0.00000
18 12 26.85685 0.91386 0.24310 6 0.00000 0.00000 0.00000
19 1 0.54766 2331.85000 13768.80000 12 0.08420 0.08420 0.12086
19 2 0.55860 1615.70000 10782.60000 12 0.02877 0.02877 0.19849
19 3 0.96895 1433.77000 14949.60000 12 0.19569 0.19569 0.16246
19 4 7.06749 27.82970 12.68560 12 0.00001 0.00001 0.00000
19 5 7.09906 27.65700 36.88040 12 0.00008 0.00008 0.00001
19 6 16.22183 2.38672 2.87721 12 0.00000 0.00000 0.00001
19 7 18.97548 2.17897 39.40450 12 0.00027 0.00027 0.00071
19 8 19.63653 2.76748 0.08295 12 0.00000 0.00000 0.00000
19 9 19.64933 2.75888 0.88741 12 0.00000 0.00000 0.00000
19 10 19.96009 3.05977 0.21154 12 0.00000 0.00000 0.00000
19 11 21.48064 6.15208 4.94165 12 0.00000 0.00000 0.00001
19 12 26.55541 0.73129 5.67702 12 0.00001 0.00001 0.00003
20 1 0.82473 1044.64000 6127.05000 12 0.01672 0.01672 0.09433
20 2 0.91537 671.97400 4419.00000 12 0.01622 0.01622 0.07084
20 3 1.43834 738.09700 7564.38000 12 0.02361 0.02361 0.22757
20 4 7.04716 28.23830 16.91880 12 0.00001 0.00001 0.00002
20 5 7.07798 28.02510 38.23350 12 0.00007 0.00007 0.00002
20 6 16.11789 2.62567 5.96863 12 0.00000 0.00000 0.00003
20 7 19.51919 2.55988 26.27640 12 0.00017 0.00017 0.00011
20 8 19.63779 2.76163 0.10739 12 0.00000 0.00000 0.00000
20 9 19.65451 2.73161 0.65115 12 0.00000 0.00000 0.00000
20 10 19.95718 3.04806 0.26902 12 0.00000 0.00000 0.00000
20 11 21.55232 4.76452 7.34880 12 0.00000 0.00000 0.00002
20 12 26.29057 0.63887 3.18698 12 0.00001 0.00001 0.00001
21 1 1.14412 595.20700 3462.79000 12 0.00499 0.00499 0.06155
21 2 1.23656 411.20600 2700.93000 12 0.01149 0.01149 0.03998
21 3 2.04496 458.02500 4839.21000 12 0.00343 0.00343 0.17354
21 4 7.01319 28.87500 22.59780 12 0.00001 0.00001 0.00004
21 5 7.04374 28.70160 41.45920 12 0.00008 0.00008 0.00004
21 6 15.95058 2.65020 8.61710 12 0.00000 0.00000 0.00006
21 7 19.63994 2.74923 0.13940 12 0.00000 0.00000 0.00000
21 8 19.64456 2.74609 1.08334 12 0.00000 0.00000 0.00000
21 9 19.73654 2.70466 13.98070 12 0.00005 0.00005 0.00002
21 10 19.95242 3.02613 0.33991 12 0.00000 0.00000 0.00000
21 11 21.66594 6.59496 14.35310 12 0.00000 0.00000 0.00004
21 12 26.15947 0.65188 1.92826 12 0.00000 0.00000 0.00000
22 1 1.47621 401.50000 2311.35000 12 0.00204 0.00204 0.04306
22 2 1.55685 283.64400 1815.42000 12 0.00645 0.00645 0.02825
22 3 2.68348 158.06400 1684.61000 12 0.00044 0.00044 0.06207
22 4 6.96556 29.69820 29.25480 12 0.00001 0.00001 0.00008
22 5 6.99599 29.60210 46.20430 12 0.00008 0.00008 0.00008
22 6 15.72696 3.03124 12.45770 12 0.00000 0.00000 0.00011
22 7 19.64300 2.74623 0.17639 12 0.00000 0.00000 0.00000
22 8 19.65116 2.74332 0.40078 12 0.00000 0.00000 0.00000
22 9 19.81772 2.81394 9.38242 12 0.00002 0.00002 0.00000
22 10 19.94579 3.00406 0.41394 12 0.00000 0.00000 0.00000
22 11 21.81434 7.00763 18.82320 12 0.00000 0.00000 0.00007
22 12 26.07115 0.70223 1.40362 12 0.00000 0.00000 0.00000
23 1 1.81128 274.52400 1559.47000 12 0.00094 0.00094 0.02944
23 2 1.88085 218.07600 1352.76000 12 0.00382 0.00382 0.02201
23 3 3.32848 81.31140 865.99500 12 0.00011 0.00011 0.03185
23 4 6.90413 30.79590 36.89430 12 0.00001 0.00001 0.00013
23 5 6.93447 30.70750 52.31000 12 0.00008 0.00008 0.00013
23 6 15.45463 3.35648 16.27190 12 0.00000 0.00000 0.00017
23 7 19.64702 2.75440 0.21755 12 0.00000 0.00000 0.00000
23 8 19.65580 2.74996 0.55247 12 0.00000 0.00000 0.00000
23 9 19.85510 2.87111 6.20997 12 0.00001 0.00001 0.00000
23 10 19.93746 2.97695 0.48497 12 0.00000 0.00000 0.00000
23 11 21.98999 6.46563 19.87290 12 0.00000 0.00000 0.00008
23 12 25.99201 0.76091 1.22865 12 0.00000 0.00000 0.00000
24 1 2.14499 238.37200 1332.27000 12 0.00059 0.00059 0.02507
24 2 2.20578 209.77600 1262.21000 12 0.00286 0.00286 0.02103
24 3 3.97303 47.29790 501.28700 12 0.00004 0.00004 0.01822
24 4 6.82879 32.25860 45.73460 12 0.00001 0.00001 0.00019
24 5 6.85907 32.13960 59.97530 12 0.00009 0.00009 0.00019
24 6 15.14063 3.15253 17.27360 12 0.00000 0.00000 0.00021
24 7 19.65200 2.75206 0.26072 12 0.00000 0.00000 0.00000
24 8 19.66090 2.74905 0.60891 12 0.00000 0.00000 0.00000
24 9 19.87150 2.91340 4.26039 12 0.00001 0.00001 0.00000
24 10 19.92750 2.98763 0.55769 12 0.00000 0.00000 0.00000
24 11 22.18581 5.85225 19.62180 12 0.00000 0.00000 0.00009
24 12 25.91016 0.83505 1.27994 12 0.00000 0.00000 0.00000
25 1 2.47485 171.24400 938.79100 12 0.00033 0.00033 0.01743
25 2 2.52884 146.75400 857.25700 12 0.00160 0.00160 0.01439
25 3 4.61426 32.07830 337.47200 12 0.00002 0.00002 0.01205
25 4 6.73945 34.96650 57.42760 12 0.00001 0.00001 0.00028
25 5 6.76967 34.43450 70.38710 12 0.00009 0.00009 0.00028
25 6 14.79089 2.93887 17.69710 12 0.00000 0.00000 0.00024
25 7 19.65802 2.73945 0.30498 12 0.00000 0.00000 0.00000
25 8 19.66683 2.74228 0.63431 12 0.00000 0.00000 0.00000
25 9 19.87657 2.95357 3.00985 12 0.00000 0.00000 0.00000
25 10 19.91608 3.00900 0.62712 12 0.00000 0.00000 0.00000
25 11 22.39579 3.95546 14.00950 12 0.00000 0.00000 0.00007
25 12 25.82091 0.92485 1.47875 12 0.00000 0.00000 0.00000
26 1 2.79913 141.18400 756.81700 12 0.00021 0.00021 0.01378
26 2 2.84782 126.13900 715.30300 12 0.00112 0.00112 0.01194
26 3 5.25048 18.39450 191.72100 12 0.00001 0.00001 0.00670
26 4 6.63597 36.91840 69.06220 12 0.00001 0.00001 0.00040
26 5 6.66616 36.38170 81.28240 12 0.00010 0.00010 0.00039
26 6 14.41036 3.73596 24.25630 12 0.00000 0.00000 0.00037
26 7 19.66513 2.73856 0.35217 12 0.00000 0.00000 0.00000
26 8 19.67367 2.74909 0.65112 12 0.00000 0.00000 0.00000
26 9 19.87489 2.99975 2.17728 12 0.00000 0.00000 0.00000
26 10 19.90334 3.03243 0.69037 12 0.00000 0.00000 0.00000
26 11 22.61493 3.54808 12.97840 12 0.00000 0.00000 0.00006
26 12 25.72219 1.02486 1.77510 12 0.00000 0.00000 0.00000
27 1 3.11649 117.16400 612.12700 12 0.00015 0.00015 0.01086
27 2 3.16101 108.29500 595.61300 12 0.00081 0.00081 0.00980
27 3 5.88049 21.51120 221.75700 12 0.00000 0.00000 0.00756
27 4 6.51827 38.81590 81.58320 12 0.00001 0.00001 0.00053
27 5 6.54840 38.43050 93.52540 12 0.00011 0.00011 0.00053
27 6 14.00292 4.60558 31.81050 12 0.00000 0.00000 0.00052
27 7 19.67334 2.78644 0.40773 12 0.00000 0.00000 0.00000
27 8 19.68152 2.78788 0.67083 12 0.00000 0.00000 0.00000
27 9 19.86878 3.04022 1.60410 12 0.00000 0.00000 0.00000
27 10 19.88943 3.06512 0.74803 12 0.00000 0.00000 0.00000
27 11 22.83930 3.71566 13.80710 12 0.00000 0.00000 0.00007
27 12 25.61304 1.13227 2.14480 12 0.00000 0.00000 0.00000
28 1 3.42579 105.32500 534.51600 12 0.00011 0.00011 0.00920
28 2 3.46701 95.40240 508.07400 12 0.00061 0.00061 0.00817
28 3 6.38624 43.20910 100.88800 12 0.00001 0.00001 0.00074
28 4 6.41628 42.52660 111.70700 12 0.00012 0.00012 0.00072
28 5 6.50337 18.48350 187.95800 12 0.00000 0.00000 0.00622
28 6 13.57163 5.29988 38.56420 12 0.00000 0.00000 0.00068
28 7 19.68266 2.83920 0.46638 12 0.00000 0.00000 0.00000
28 8 19.69037 2.83762 0.69167 12 0.00000 0.00000 0.00000
28 9 19.85966 3.03913 1.20084 12 0.00000 0.00000 0.00000
28 10 19.87456 3.06227 0.78790 12 0.00000 0.00000 0.00000
28 11 23.06576 3.98906 14.87080 12 0.00000 0.00000 0.00007
28 12 25.49300 1.20343 2.48917 12 0.00000 0.00000 0.00001
29 1 3.72606 89.40930 439.22000 12 0.00008 0.00008 0.00729
29 2 3.76464 82.72460 425.69900 12 0.00046 0.00046 0.00664
29 3 6.23985 46.10290 118.44100 12 0.00002 0.00002 0.00096
29 4 6.26995 45.99810 131.18800 12 0.00013 0.00013 0.00096
29 5 7.11800 11.53160 115.77200 12 0.00000 0.00000 0.00372
29 6 13.11898 5.14657 39.16670 12 0.00000 0.00000 0.00074
29 7 19.69313 2.84476 0.51805 12 0.00000 0.00000 0.00000
29 8 19.70026 2.84288 0.70127 12 0.00000 0.00000 0.00000
29 9 19.84839 2.95556 0.92130 12 0.00000 0.00000 0.00000
29 10 19.85894 2.97136 0.79399 12 0.00000 0.00000 0.00000
29 11 23.29178 4.20905 15.58630 12 0.00000 0.00000 0.00007
29 12 25.36199 1.37033 3.07822 12 0.00000 0.00000 0.00001
30 1 4.01638 81.19650 384.71100 12 0.00007 0.00007 0.00614
30 2 4.05289 76.62190 380.05100 12 0.00038 0.00038 0.00572
30 3 6.07910 49.27960 138.15100 12 0.00002 0.00002 0.00124
30 4 6.10926 47.39110 145.40500 12 0.00014 0.00014 0.00119
30 5 7.72376 8.47356 83.76640 12 0.00000 0.00000 0.00260
30 6 12.64686 5.06726 40.10920 12 0.00000 0.00000 0.00081
30 7 19.70467 2.83530 0.56566 12 0.00000 0.00000 0.00000
30 8 19.71117 2.83279 0.70654 12 0.00000 0.00000 0.00000
30 9 19.83562 2.91690 0.77537 12 0.00000 0.00000 0.00000
30 10 19.84275 2.93016 0.80200 12 0.00000 0.00000 0.00000
30 11 23.51536 4.23730 15.45960 12 0.00000 0.00000 0.00007
30 12 25.22007 1.53342 3.71646 12 0.00000 0.00000 0.00001
31 1 4.29603 73.44920 334.38000 12 0.00005 0.00005 0.00511
31 2 4.33086 69.55750 331.62700 12 0.00031 0.00031 0.00478
31 3 5.90405 51.24100 155.61600 12 0.00002 0.00002 0.00152
31 4 5.93433 50.24160 165.11800 12 0.00015 0.00015 0.00149
31 5 8.31987 7.49971 72.89240 12 0.00000 0.00000 0.00218
31 6 12.15694 4.56871 37.44900 12 0.00000 0.00000 0.00080
31 7 19.71729 2.78920 0.60271 12 0.00000 0.00000 0.00000
31 8 19.72302 2.78150 0.70015 12 0.00000 0.00000 0.00000
31 9 19.82183 2.80272 0.69010 12 0.00000 0.00000 0.00000
31 10 19.82620 2.81426 0.77885 12 0.00000 0.00000 0.00000
31 11 23.73490 4.13636 14.76470 12 0.00000 0.00000 0.00006
31 12 25.06739 1.77468 4.60999 12 0.00000 0.00000 0.00001
32 1 4.56422 67.67820 294.87500 12 0.00004 0.00004 0.00429
32 2 4.59777 64.53480 294.85200 12 0.00027 0.00027 0.00405
32 3 5.71479 53.39280 174.51700 12 0.00002 0.00002 0.00185
32 4 5.74525 52.82150 185.16900 12 0.00017 0.00017 0.00182
