# k j freq[thz] mfp[nm] kappa[W/m/K]
5.55000000e+02 4.00000000e+00 2.31921190e+00 2.59879000e+00 1.32197000e-06
5.55000000e+02 5.00000000e+00 2.35505203e+00 1.63773000e+00 3.72031000e-07
5.55000000e+02 6.00000000e+00 2.43036278e+00 1.22875000e+00 2.79875000e-07
5.56000000e+02 1.00000000e+00 1.10996789e+00 1.07616000e+01 1.53861000e-05
5.56000000e+02 2.00000000e+00 1.28855698e+00 1.41683000e+01 4.65433000e-05
5.56000000e+02 3.00000000e+00 1.72104292e+00 1.71777000e+01 1.34031000e-05
5.56000000e+02 4.00000000e+00 2.29778277e+00 3.44173000e+00 2.45773000e-06
5.56000000e+02 5.00000000e+00 2.36290658e+00 1.49343000e+00 3.90125000e-07
5.56000000e+02 6.00000000e+00 2.42980217e+00 6.34601000e-01 7.21402000e-08
5.57000000e+02 1.00000000e+00 1.04156435e+00 1.37672000e+01 1.39854000e-05
5.57000000e+02 2.00000000e+00 1.12122808e+00 1.03820000e+01 2.59464000e-05
5.57000000e+02 3.00000000e+00 1.75714087e+00 1.09690000e+01 5.47040000e-06
5.57000000e+02 4.00000000e+00 2.33148238e+00 1.79062000e+00 5.73781000e-07
5.57000000e+02 5.00000000e+00 2.34991360e+00 7.31723000e-01 6.43333000e-08
5.57000000e+02 6.00000000e+00 2.43513247e+00 4.03850000e-01 2.96885000e-08
5.58000000e+02 1.00000000e+00 7.16715732e-01 3.89707000e+01 8.27704000e-05
5.58000000e+02 2.00000000e+00 9.56174592e-01 6.24444000e+00 2.37417000e-05
5.58000000e+02 3.00000000e+00 1.57050236e+00 1.33715000e+01 5.34048000e-05
5.58000000e+02 4.00000000e+00 2.14745207e+00 6.27889000e+00 1.26102000e-05
5.58000000e+02 5.00000000e+00 2.31287130e+00 5.41178000e-01 9.56876000e-08
5.58000000e+02 6.00000000e+00 3.06279499e+00 4.20401000e-01 4.66120000e-07
5.59000000e+02 1.00000000e+00 7.97131938e-01 2.79988000e+01 6.19139000e-05
5.59000000e+02 2.00000000e+00 1.07253886e+00 6.06619000e+00 2.26977000e-05
5.59000000e+02 3.00000000e+00 1.67906004e+00 1.65591000e+01 6.15765000e-05
5.59000000e+02 4.00000000e+00 2.10559811e+00 7.43675000e+00 1.75458000e-05
5.59000000e+02 5.00000000e+00 2.31455313e+00 1.08383000e+00 3.64701000e-07
5.59000000e+02 6.00000000e+00 3.00481522e+00 7.84023000e-01 1.48799000e-06
5.60000000e+02 1.00000000e+00 8.89623766e-01 1.86286000e+01 4.35521000e-05
5.60000000e+02 2.00000000e+00 1.19153230e+00 6.45640000e+00 2.33655000e-05
5.60000000e+02 3.00000000e+00 1.78561511e+00 1.56163000e+01 5.32531000e-05
5.60000000e+02 4.00000000e+00 2.05850078e+00 7.53718000e+00 1.84919000e-05
5.60000000e+02 5.00000000e+00 2.30714827e+00 2.13624000e+00 1.40197000e-06
5.60000000e+02 6.00000000e+00 2.94536047e+00 1.08405000e+00 2.65226000e-06
5.61000000e+02 1.00000000e+00 9.88567118e-01 1.18139000e+01 2.86582000e-05
5.61000000e+02 2.00000000e+00 1.31095744e+00 6.64390000e+00 2.28060000e-05
5.61000000e+02 3.00000000e+00 1.88861765e+00 1.17471000e+01 3.31568000e-05
5.61000000e+02 4.00000000e+00 2.00720038e+00 6.38802000e+00 1.35900000e-05
5.61000000e+02 5.00000000e+00 2.29000316e+00 3.01025000e+00 3.02450000e-06
5.61000000e+02 6.00000000e+00 2.88354635e+00 1.33044000e+00 3.66635000e-06
5.62000000e+02 1.00000000e+00 1.08981887e+00 9.16264000e+00 2.25109000e-05
5.62000000e+02 2.00000000e+00 1.42833500e+00 6.40236000e+00 2.03388000e-05
5.62000000e+02 3.00000000e+00 1.93829318e+00 6.16834000e+00 1.20596000e-05
5.62000000e+02 4.00000000e+00 2.00127948e+00 8.95983000e+00 2.42256000e-05
5.62000000e+02 5.00000000e+00 2.26253622e+00 3.78717000e+00 5.02979000e-06
5.62000000e+02 6.00000000e+00 2.81878828e+00 1.49040000e+00 4.27338000e-06
5.63000000e+02 1.00000000e+00 1.19037210e+00 8.36199000e+00 2.03845000e-05
5.63000000e+02 2.00000000e+00 1.54034629e+00 5.92716000e+00 1.66623000e-05
5.63000000e+02 3.00000000e+00 1.88185434e+00 4.97269000e+00 8.72343000e-06
5.63000000e+02 4.00000000e+00 2.09467668e+00 7.02350000e+00 1.77112000e-05
5.63000000e+02 5.00000000e+00 2.22441467e+00 4.71001000e+00 7.52680000e-06
5.63000000e+02 6.00000000e+00 2.75088540e+00 1.60162000e+00 4.53911000e-06
5.64000000e+02 1.00000000e+00 1.28814327e+00 7.39356000e+00 1.75903000e-05
5.64000000e+02 2.00000000e+00 1.63873802e+00 4.52532000e+00 8.99783000e-06
5.64000000e+02 3.00000000e+00 1.82513669e+00 2.68421000e+00 2.89682000e-06
5.64000000e+02 4.00000000e+00 2.17464920e+00 3.48687000e+00 4.47476000e-06
5.64000000e+02 5.00000000e+00 2.18927905e+00 3.99328000e+00 6.80056000e-06
5.64000000e+02 6.00000000e+00 2.67993063e+00 1.60979000e+00 4.35043000e-06
5.65000000e+02 1.00000000e+00 1.38181328e+00 6.60391000e+00 1.50842000e-05
5.65000000e+02 2.00000000e+00 1.67896411e+00 1.60320000e+00 9.29493000e-07
5.65000000e+02 3.00000000e+00 1.81586113e+00 2.64645000e+00 3.44218000e-06
5.65000000e+02 4.00000000e+00 2.11603387e+00 5.25811000e+00 1.02839000e-05
5.65000000e+02 5.00000000e+00 2.27843419e+00 3.88342000e+00 8.10219000e-06
5.65000000e+02 6.00000000e+00 2.60620278e+00 1.88833000e+00 4.74196000e-06
5.66000000e+02 1.00000000e+00 1.47060267e+00 6.04917000e+00 1.29840000e-05
5.66000000e+02 2.00000000e+00 1.62882690e+00 4.53910000e+00 7.39712000e-06
5.66000000e+02 3.00000000e+00 1.88565271e+00 4.78342000e+00 1.00004000e-05
5.66000000e+02 4.00000000e+00 2.04704573e+00 5.38266000e+00 1.10654000e-05
5.66000000e+02 5.00000000e+00 2.36381495e+00 3.01618000e+00 6.01875000e-06
5.66000000e+02 6.00000000e+00 2.53028945e+00 2.10323000e+00 4.81212000e-06
5.67000000e+02 1.00000000e+00 1.55363606e+00 1.14589000e+00 4.97023000e-07
5.67000000e+02 2.00000000e+00 1.55390288e+00 1.32056000e+00 6.21235000e-07
5.67000000e+02 3.00000000e+00 1.96070863e+00 1.85936000e+00 1.52828000e-06
5.67000000e+02 4.00000000e+00 1.97706528e+00 2.03670000e+00 1.53458000e-06
5.67000000e+02 5.00000000e+00 2.43077050e+00 7.80844000e-01 4.48187000e-07
5.67000000e+02 6.00000000e+00 2.46645174e+00 1.14232000e+00 1.28456000e-06
5.68000000e+02 1.00000000e+00 7.92629063e-01 3.33111000e+01 6.72579000e-05
5.68000000e+02 2.00000000e+00 1.00918681e+00 7.03938000e+00 2.59135000e-05
5.68000000e+02 3.00000000e+00 1.75224227e+00 1.95161000e+01 6.95630000e-05
5.68000000e+02 4.00000000e+00 2.13821548e+00 6.80660000e+00 1.49326000e-05
5.68000000e+02 5.00000000e+00 2.31999735e+00 5.90834000e-01 1.07097000e-07
5.68000000e+02 6.00000000e+00 2.93054475e+00 1.35939000e+00 3.51225000e-06
5.69000000e+02 1.00000000e+00 8.68587362e-01 2.58479000e+01 5.42331000e-05
5.69000000e+02 2.00000000e+00 1.12350650e+00 6.80504000e+00 2.50064000e-05
5.69000000e+02 3.00000000e+00 1.84648488e+00 1.64053000e+01 5.34977000e-05
5.69000000e+02 4.00000000e+00 2.08916051e+00 7.34215000e+00 1.76140000e-05
5.69000000e+02 5.00000000e+00 2.32151730e+00 1.29292000e+00 5.06445000e-07
5.69000000e+02 6.00000000e+00 2.87133583e+00 1.73900000e+00 5.25160000e-06
5.70000000e+02 1.00000000e+00 9.55188277e-01 1.73953000e+01 3.83551000e-05
5.70000000e+02 2.00000000e+00 1.24231406e+00 7.14029000e+00 2.56736000e-05
5.70000000e+02 3.00000000e+00 1.93486956e+00 1.19383000e+01 3.15380000e-05
5.70000000e+02 4.00000000e+00 2.03643309e+00 6.39204000e+00 1.36761000e-05
5.70000000e+02 5.00000000e+00 2.31297622e+00 2.28144000e+00 1.69798000e-06
5.70000000e+02 6.00000000e+00 2.81268452e+00 1.89447000e+00 6.04119000e-06
5.71000000e+02 1.00000000e+00 1.04747924e+00 1.03997000e+01 2.37147000e-05
5.71000000e+02 2.00000000e+00 1.36294737e+00 7.46885000e+00 2.56985000e-05
5.71000000e+02 3.00000000e+00 1.96021398e+00 6.53550000e+00 1.33825000e-05
5.71000000e+02 4.00000000e+00 2.03747937e+00 8.63438000e+00 2.16331000e-05
5.71000000e+02 5.00000000e+00 2.29338182e+00 3.26026000e+00 3.59083000e-06
5.71000000e+02 6.00000000e+00 2.75393128e+00 1.86456000e+00 5.86273000e-06
5.72000000e+02 1.00000000e+00 1.14165890e+00 9.33381000e+00 2.15836000e-05
5.72000000e+02 2.00000000e+00 1.48234853e+00 7.50743000e+00 2.39740000e-05
5.72000000e+02 3.00000000e+00 1.90027356e+00 5.70102000e+00 1.10856000e-05
5.72000000e+02 4.00000000e+00 2.11547026e+00 7.24137000e+00 1.69411000e-05
5.72000000e+02 5.00000000e+00 2.26208353e+00 4.28020000e+00 6.04489000e-06
5.72000000e+02 6.00000000e+00 2.69470737e+00 1.80337000e+00 5.32876000e-06
5.73000000e+02 1.00000000e+00 1.23499614e+00 7.96113000e+00 1.83621000e-05
5.73000000e+02 2.00000000e+00 1.59496839e+00 6.59815000e+00 1.78991000e-05
5.73000000e+02 3.00000000e+00 1.83663072e+00 4.17016000e+00 6.42686000e-06
5.73000000e+02 4.00000000e+00 2.19227097e+00 5.17170000e+00 1.01100000e-05
5.73000000e+02 5.00000000e+00 2.21942313e+00 4.68085000e+00 7.45781000e-06
5.73000000e+02 6.00000000e+00 2.63479994e+00 1.84569000e+00 4.94249000e-06
5.74000000e+02 1.00000000e+00 1.32569821e+00 7.22330000e+00 1.63621000e-05
5.74000000e+02 2.00000000e+00 1.67239267e+00 2.04191000e+00 1.53927000e-06
5.74000000e+02 3.00000000e+00 1.80070964e+00 9.45368000e-01 3.91487000e-07
5.74000000e+02 4.00000000e+00 2.16343398e+00 5.01338000e+00 9.08128000e-06
5.74000000e+02 5.00000000e+00 2.26610974e+00 3.98486000e+00 6.91206000e-06
5.74000000e+02 6.00000000e+00 2.57395116e+00 1.90708000e+00 4.49883000e-06
5.75000000e+02 1.00000000e+00 1.41273382e+00 6.42533000e+00 1.40178000e-05
5.75000000e+02 2.00000000e+00 1.64287815e+00 4.35432000e+00 6.50981000e-06
5.75000000e+02 3.00000000e+00 1.86345911e+00 5.24609000e+00 1.16710000e-05
5.75000000e+02 4.00000000e+00 2.09787546e+00 5.17002000e+00 1.00227000e-05
5.75000000e+02 5.00000000e+00 2.33405160e+00 3.08423000e+00 4.80481000e-06
5.75000000e+02 6.00000000e+00 2.51174132e+00 1.99545000e+00 4.08410000e-06
5.76000000e+02 1.00000000e+00 1.49552438e+00 5.83405000e+00 1.19163000e-05
5.76000000e+02 2.00000000e+00 1.57046039e+00 5.71841000e+00 1.10785000e-05
5.76000000e+02 3.00000000e+00 1.95883793e+00 5.77729000e+00 1.34303000e-05
5.76000000e+02 4.00000000e+00 2.02327222e+00 5.23376000e+00 1.05325000e-05
5.76000000e+02 5.00000000e+00 2.39741864e+00 2.44848000e+00 3.61959000e-06
5.76000000e+02 6.00000000e+00 2.44827235e+00 2.02822000e+00 3.54662000e-06
5.77000000e+02 1.00000000e+00 1.48883003e+00 6.76643000e+00 1.44009000e-05
5.77000000e+02 2.00000000e+00 1.57327244e+00 5.07495000e+00 9.30088000e-06
5.77000000e+02 3.00000000e+00 1.94003797e+00 5.13131000e+00 1.09477000e-05
5.77000000e+02 4.00000000e+00 2.05262786e+00 5.90267000e+00 1.31972000e-05
5.77000000e+02 5.00000000e+00 2.37827692e+00 2.39913000e+00 3.93781000e-06
5.77000000e+02 6.00000000e+00 2.46212274e+00 2.38864000e+00 4.38615000e-06
5.78000000e+02 1.00000000e+00 1.40224110e+00 7.69130000e+00 1.72204000e-05
5.78000000e+02 2.00000000e+00 1.64214366e+00 4.05769000e+00 5.84881000e-06
5.78000000e+02 3.00000000e+00 1.85617416e+00 4.53726000e+00 9.39010000e-06
5.78000000e+02 4.00000000e+00 2.13518458e+00 5.69778000e+00 1.19017000e-05
5.78000000e+02 5.00000000e+00 2.30746005e+00 3.05729000e+00 5.29678000e-06
5.78000000e+02 6.00000000e+00 2.52363407e+00 2.38285000e+00 5.31039000e-06
5.79000000e+02 1.00000000e+00 1.31179386e+00 8.65896000e+00 1.98848000e-05
5.79000000e+02 2.00000000e+00 1.67405352e+00 8.56232000e-01 2.79697000e-07
5.79000000e+02 3.00000000e+00 1.79967236e+00 1.70905000e+00 1.35336000e-06
5.79000000e+02 4.00000000e+00 2.20396586e+00 4.86713000e+00 8.57845000e-06
5.79000000e+02 5.00000000e+00 2.23214930e+00 4.03800000e+00 7.37564000e-06
5.79000000e+02 6.00000000e+00 2.58732787e+00 2.29506000e+00 6.00547000e-06
5.80000000e+02 1.00000000e+00 1.21853157e+00 1.03413000e+01 2.39471000e-05
5.80000000e+02 2.00000000e+00 1.61108521e+00 5.26749000e+00 1.25202000e-05
5.80000000e+02 3.00000000e+00 1.82938774e+00 3.36350000e+00 4.39493000e-06
5.80000000e+02 4.00000000e+00 2.15082473e+00 5.84244000e+00 1.29550000e-05
5.80000000e+02 5.00000000e+00 2.25831215e+00 4.76484000e+00 7.53601000e-06
5.80000000e+02 6.00000000e+00 2.65407357e+00 2.13234000e+00 6.19852000e-06
5.81000000e+02 1.00000000e+00 1.12406111e+00 1.30205000e+01 2.99814000e-05
5.81000000e+02 2.00000000e+00 1.51104761e+00 6.40514000e+00 1.92878000e-05
5.81000000e+02 3.00000000e+00 1.88761335e+00 5.32174000e+00 9.85639000e-06
5.81000000e+02 4.00000000e+00 2.06594762e+00 8.18043000e+00 2.06749000e-05
5.81000000e+02 5.00000000e+00 2.29585510e+00 3.79308000e+00 4.56968000e-06
5.81000000e+02 6.00000000e+00 2.72369126e+00 1.96128000e+00 5.99040000e-06
5.82000000e+02 1.00000000e+00 1.03082580e+00 1.84886000e+01 4.17606000e-05
5.82000000e+02 2.00000000e+00 1.40269679e+00 6.76452000e+00 2.24786000e-05
5.82000000e+02 3.00000000e+00 1.93780452e+00 6.74626000e+00 1.33503000e-05
5.82000000e+02 4.00000000e+00 1.98546246e+00 9.06909000e+00 2.41012000e-05
5.82000000e+02 5.00000000e+00 2.31842644e+00 2.45031000e+00 1.94702000e-06
5.82000000e+02 6.00000000e+00 2.79492484e+00 1.75308000e+00 5.34982000e-06
5.83000000e+02 1.00000000e+00 9.42207283e-01 2.91111000e+01 6.39013000e-05
5.83000000e+02 2.00000000e+00 1.29169880e+00 6.60520000e+00 2.33150000e-05
5.83000000e+02 3.00000000e+00 1.87471629e+00 1.39609000e+01 4.06220000e-05
5.83000000e+02 4.00000000e+00 2.01057903e+00 6.74810000e+00 1.52147000e-05
5.83000000e+02 5.00000000e+00 2.32776796e+00 1.34251000e+00 5.57380000e-07
5.83000000e+02 6.00000000e+00 2.86622437e+00 1.46310000e+00 4.21333000e-06
5.84000000e+02 1.00000000e+00 8.62576532e-01 3.70998000e+01 7.98962000e-05
5.84000000e+02 2.00000000e+00 1.18087769e+00 5.97367000e+00 2.19007000e-05
5.84000000e+02 3.00000000e+00 1.77874688e+00 1.86608000e+01 6.39366000e-05
5.84000000e+02 4.00000000e+00 2.06027255e+00 7.67548000e+00 1.91608000e-05
5.84000000e+02 5.00000000e+00 2.32583730e+00 6.74691000e-01 1.35958000e-07
5.84000000e+02 6.00000000e+00 2.93640868e+00 1.14934000e+00 2.87586000e-06
5.85000000e+02 1.00000000e+00 8.61902000e-01 2.90067000e+01 5.53360000e-05
5.85000000e+02 2.00000000e+00 1.06100586e+00 7.94948000e+00 2.83062000e-05
5.85000000e+02 3.00000000e+00 1.91222027e+00 1.46578000e+01 4.49480000e-05
5.85000000e+02 4.00000000e+00 2.12350768e+00 6.99976000e+00 1.59368000e-05
5.85000000e+02 5.00000000e+00 2.32708144e+00 5.90163000e-01 1.06602000e-07
5.85000000e+02 6.00000000e+00 2.78746002e+00 2.96938000e+00 1.07209000e-05
5.86000000e+02 1.00000000e+00 9.33255494e-01 2.39854000e+01 4.75668000e-05
5.86000000e+02 2.00000000e+00 1.17249850e+00 7.81189000e+00 2.80853000e-05
5.86000000e+02 3.00000000e+00 1.98760597e+00 1.07478000e+01 2.60155000e-05
5.86000000e+02 4.00000000e+00 2.07052244e+00 6.20525000e+00 1.27751000e-05
5.86000000e+02 5.00000000e+00 2.32808574e+00 1.41363000e+00 6.16881000e-07
5.86000000e+02 6.00000000e+00 2.73067042e+00 3.27756000e+00 1.18091000e-05
5.87000000e+02 1.00000000e+00 1.01387556e+00 1.61417000e+01 3.35267000e-05
5.87000000e+02 2.00000000e+00 1.29011290e+00 7.92036000e+00 2.81454000e-05
5.87000000e+02 3.00000000e+00 1.98755800e+00 6.70578000e+00 1.39365000e-05
5.87000000e+02 4.00000000e+00 2.08192953e+00 8.07286000e+00 1.87670000e-05
5.87000000e+02 5.00000000e+00 2.31755105e+00 2.65069000e+00 2.19786000e-06
5.87000000e+02 6.00000000e+00 2.67737940e+00 3.09261000e+00 1.03970000e-05
5.88000000e+02 1.00000000e+00 1.09935525e+00 1.10952000e+01 2.38389000e-05
5.88000000e+02 2.00000000e+00 1.41087212e+00 8.38424000e+00 2.87643000e-05
5.88000000e+02 3.00000000e+00 1.92249115e+00 6.13089000e+00 1.25248000e-05
5.88000000e+02 4.00000000e+00 2.14857029e+00 7.02012000e+00 1.53226000e-05
5.88000000e+02 5.00000000e+00 2.29411331e+00 3.82777000e+00 4.57958000e-06
5.88000000e+02 6.00000000e+00 2.62713126e+00 2.63939000e+00 7.88576000e-06
5.89000000e+02 1.00000000e+00 1.18629793e+00 9.28044000e+00 2.03374000e-05
5.89000000e+02 2.00000000e+00 1.53093282e+00 8.61175000e+00 2.74146000e-05
5.89000000e+02 3.00000000e+00 1.85258565e+00 5.19286000e+00 9.32555000e-06
5.89000000e+02 4.00000000e+00 2.21236303e+00 5.31984000e+00 9.71943000e-06
5.89000000e+02 5.00000000e+00 2.25758965e+00 4.44033000e+00 6.43087000e-06
5.89000000e+02 6.00000000e+00 2.57935341e+00 2.18332000e+00 5.58528000e-06
5.90000000e+02 1.00000000e+00 1.27236222e+00 7.80772000e+00 1.72224000e-05
5.90000000e+02 2.00000000e+00 1.63788061e+00 6.45479000e+00 1.50337000e-05
5.90000000e+02 3.00000000e+00 1.79270220e+00 2.91102000e+00 3.14955000e-06
5.90000000e+02 4.00000000e+00 2.20623828e+00 4.59041000e+00 7.49702000e-06
5.90000000e+02 5.00000000e+00 2.27204262e+00 4.10039000e+00 6.18135000e-06
5.90000000e+02 6.00000000e+00 2.53299057e+00 1.83820000e+00 3.90053000e-06
5.91000000e+02 1.00000000e+00 1.35612110e+00 6.90356000e+00 1.50729000e-05
5.91000000e+02 2.00000000e+00 1.65552038e+00 2.99783000e+00 2.92842000e-06
5.91000000e+02 3.00000000e+00 1.81853228e+00 5.37974000e+00 1.11507000e-05
5.91000000e+02 4.00000000e+00 2.14498478e+00 4.78779000e+00 8.55564000e-06
5.91000000e+02 5.00000000e+00 2.32373876e+00 2.99044000e+00 3.63238000e-06
5.91000000e+02 6.00000000e+00 2.48649883e+00 1.70059000e+00 2.93630000e-06
5.92000000e+02 1.00000000e+00 1.43684909e+00 6.37673000e+00 1.34357000e-05
5.92000000e+02 2.00000000e+00 1.59015073e+00 6.25892000e+00 1.17473000e-05
5.92000000e+02 3.00000000e+00 1.92232027e+00 7.40885000e+00 1.99265000e-05
5.92000000e+02 4.00000000e+00 2.07391309e+00 4.98599000e+00 9.58678000e-06
5.92000000e+02 5.00000000e+00 2.36981978e+00 2.31939000e+00 2.39163000e-06
5.92000000e+02 6.00000000e+00 2.43820534e+00 1.73683000e+00 2.48864000e-06
5.93000000e+02 1.00000000e+00 1.51107759e+00 2.27762000e+00 1.42169000e-06
5.93000000e+02 2.00000000e+00 1.51457017e+00 1.44463000e+00 7.35784000e-07
5.93000000e+02 3.00000000e+00 1.99521469e+00 5.03020000e+00 1.04175000e-05
5.93000000e+02 4.00000000e+00 2.03204114e+00 6.94618000e+00 1.80878000e-05
5.93000000e+02 5.00000000e+00 2.38651520e+00 1.90091000e+00 2.45091000e-06
5.93000000e+02 6.00000000e+00 2.41160779e+00 2.21174000e+00 2.52106000e-06
5.94000000e+02 1.00000000e+00 1.42859282e+00 9.25120000e+00 2.00002000e-05
5.94000000e+02 2.00000000e+00 1.58697893e+00 4.82677000e+00 8.38738000e-06
5.94000000e+02 3.00000000e+00 1.91200143e+00 5.08322000e+00 1.11413000e-05
5.94000000e+02 4.00000000e+00 2.13457300e+00 6.22533000e+00 1.48635000e-05
5.94000000e+02 5.00000000e+00 2.33059200e+00 2.38162000e+00 3.26726000e-06
5.94000000e+02 6.00000000e+00 2.45166900e+00 2.62849000e+00 4.16285000e-06
5.95000000e+02 1.00000000e+00 1.34311912e+00 1.08660000e+01 2.37503000e-05
5.95000000e+02 2.00000000e+00 1.64982733e+00 3.48274000e+00 4.35841000e-06
5.95000000e+02 3.00000000e+00 1.83091369e+00 4.26291000e+00 8.70692000e-06
5.95000000e+02 4.00000000e+00 2.22232812e+00 5.56097000e+00 1.11864000e-05
5.95000000e+02 5.00000000e+00 2.26974322e+00 3.25541000e+00 5.05002000e-06
5.95000000e+02 6.00000000e+00 2.49556154e+00 2.88063000e+00 6.46259000e-06
5.96000000e+02 1.00000000e+00 1.25630236e+00 1.39350000e+01 3.03602000e-05
5.96000000e+02 2.00000000e+00 1.66397751e+00 2.05306000e+00 1.69431000e-06
5.96000000e+02 3.00000000e+00 1.79166192e+00 8.43843000e-01 3.15488000e-07
5.96000000e+02 4.00000000e+00 2.20190629e+00 4.52626000e+00 8.55617000e-06
5.96000000e+02 5.00000000e+00 2.28849821e+00 5.10183000e+00 8.16384000e-06
5.96000000e+02 6.00000000e+00 2.55061235e+00 2.68128000e+00 7.64976000e-06
5.97000000e+02 1.00000000e+00 1.16988732e+00 1.90519000e+01 4.11379000e-05
5.97000000e+02 2.00000000e+00 1.59183556e+00 5.72116000e+00 1.48633000e-05
5.97000000e+02 3.00000000e+00 1.83222378e+00 3.73633000e+00 5.29540000e-06
5.97000000e+02 4.00000000e+00 2.12948253e+00 6.41015000e+00 1.42937000e-05
5.97000000e+02 5.00000000e+00 2.32650584e+00 3.66621000e+00 3.79507000e-06
5.97000000e+02 6.00000000e+00 2.62034397e+00 2.59463000e+00 8.20596000e-06
5.98000000e+02 1.00000000e+00 1.08640724e+00 2.74319000e+01 5.87107000e-05
5.98000000e+02 2.00000000e+00 1.49543744e+00 6.71938000e+00 2.09429000e-05
5.98000000e+02 3.00000000e+00 1.89022154e+00 5.55263000e+00 1.05375000e-05
5.98000000e+02 4.00000000e+00 2.05224113e+00 8.70558000e+00 2.21603000e-05
5.98000000e+02 5.00000000e+00 2.34161236e+00 1.83881000e+00 9.34953000e-07
5.98000000e+02 6.00000000e+00 2.70028051e+00 2.30708000e+00 7.43687000e-06
5.99000000e+02 1.00000000e+00 1.00918681e+00 3.37612000e+01 7.22699000e-05
5.99000000e+02 2.00000000e+00 1.39389789e+00 6.96849000e+00 2.35033000e-05
5.99000000e+02 3.00000000e+00 1.93637452e+00 7.09689000e+00 1.40480000e-05
5.99000000e+02 4.00000000e+00 1.98154118e+00 8.93276000e+00 2.35748000e-05
5.99000000e+02 5.00000000e+00 2.34039520e+00 7.30895000e-01 1.60781000e-07
5.99000000e+02 6.00000000e+00 2.78372761e+00 1.98524000e+00 6.21275000e-06
6.00000000e+02 1.00000000e+00 9.23416320e-01 2.64516000e+01 4.74975000e-05
6.00000000e+02 2.00000000e+00 1.10966810e+00 8.43546000e+00 2.91182000e-05
6.00000000e+02 3.00000000e+00 2.04045330e+00 8.68077000e+00 1.80084000e-05
6.00000000e+02 4.00000000e+00 2.10690820e+00 5.63886000e+00 1.04652000e-05
6.00000000e+02 5.00000000e+00 2.33381477e+00 5.94443000e-01 1.04378000e-07
6.00000000e+02 6.00000000e+00 2.64485496e+00 5.13787000e+00 1.97719000e-05
6.01000000e+02 1.00000000e+00 9.90012115e-01 2.22481000e+01 4.16317000e-05
6.01000000e+02 2.00000000e+00 1.21779707e+00 8.41963000e+00 2.96319000e-05
6.01000000e+02 3.00000000e+00 2.01619713e+00 6.92451000e+00 1.45341000e-05
6.01000000e+02 4.00000000e+00 2.12967740e+00 7.38989000e+00 1.59456000e-05
6.01000000e+02 5.00000000e+00 2.33379978e+00 1.75925000e+00 8.69303000e-07
6.01000000e+02 6.00000000e+00 2.59564710e+00 4.88135000e+00 1.64925000e-05
6.02000000e+02 1.00000000e+00 1.06458538e+00 1.48639000e+01 2.91308000e-05
6.02000000e+02 2.00000000e+00 1.33356475e+00 8.63692000e+00 3.03320000e-05
6.02000000e+02 3.00000000e+00 1.94569805e+00 6.55012000e+00 1.38035000e-05
6.02000000e+02 4.00000000e+00 2.18763019e+00 6.34269000e+00 1.28215000e-05
6.02000000e+02 5.00000000e+00 2.31976052e+00 3.32245000e+00 3.13225000e-06
6.02000000e+02 6.00000000e+00 2.55360127e+00 3.97946000e+00 1.12266000e-05
6.03000000e+02 1.00000000e+00 1.14323281e+00 1.10355000e+01 2.24838000e-05
6.03000000e+02 2.00000000e+00 1.45372139e+00 9.72385000e+00 3.32389000e-05
6.03000000e+02 3.00000000e+00 1.87051021e+00 6.02744000e+00 1.16899000e-05
6.03000000e+02 4.00000000e+00 2.24130795e+00 5.05873000e+00 8.56073000e-06
6.03000000e+02 5.00000000e+00 2.29042587e+00 4.09707000e+00 5.16681000e-06
6.03000000e+02 6.00000000e+00 2.51814188e+00 3.00959000e+00 6.86254000e-06
6.04000000e+02 1.00000000e+00 1.22304643e+00 8.96218000e+00 1.88179000e-05
6.04000000e+02 2.00000000e+00 1.57276279e+00 9.55783000e+00 2.98364000e-05
6.04000000e+02 3.00000000e+00 1.79813743e+00 5.43298000e+00 9.16658000e-06
6.04000000e+02 4.00000000e+00 2.24376025e+00 4.13729000e+00 5.92423000e-06
6.04000000e+02 5.00000000e+00 2.29072266e+00 4.12533000e+00 5.61011000e-06
6.04000000e+02 6.00000000e+00 2.48707743e+00 2.23094000e+00 3.98307000e-06
6.05000000e+02 1.00000000e+00 1.30212856e+00 7.77333000e+00 1.66191000e-05
6.05000000e+02 2.00000000e+00 1.65371563e+00 2.97368000e+00 2.71921000e-06
6.05000000e+02 3.00000000e+00 1.76521427e+00 2.95070000e+00 2.64019000e-06
6.05000000e+02 4.00000000e+00 2.18747130e+00 4.38192000e+00 7.05169000e-06
6.05000000e+02 5.00000000e+00 2.33016930e+00 3.14711000e+00 3.32118000e-06
6.05000000e+02 6.00000000e+00 2.45707125e+00 1.62236000e+00 2.20934000e-06
6.06000000e+02 1.00000000e+00 1.37943593e+00 6.76493000e+00 1.44218000e-05
6.06000000e+02 2.00000000e+00 1.61088734e+00 6.67692000e+00 1.13268000e-05
6.06000000e+02 3.00000000e+00 1.85625510e+00 9.29146000e+00 2.74320000e-05
6.06000000e+02 4.00000000e+00 2.12141813e+00 4.55756000e+00 8.05858000e-06
6.06000000e+02 5.00000000e+00 2.36256482e+00 2.15198000e+00 1.58363000e-06
6.06000000e+02 6.00000000e+00 2.42518237e+00 1.21829000e+00 1.28158000e-06
6.07000000e+02 1.00000000e+00 1.45449185e+00 6.19005000e+00 1.27135000e-05
