f(THz)          MFP(nm)         kappa(W/m-K)
6.058020E+00    4.277270E+00    2.054916E-04
7.110930E+00    2.203230E+01    6.269424E-04
8.271840E+00    3.913950E-01    2.006542E-06
8.295120E+00    5.131840E-02    2.740680E-08
1.679289E+00    1.281500E+01    8.593920E-05
1.732092E+00    4.554350E+01    9.949416E-04
6.203700E+00    5.224230E+00    1.952042E-04
7.017570E+00    1.060100E+01    2.620200E-04
8.273160E+00    3.439920E-01    1.703570E-06
8.293650E+00    3.137420E-02    1.152007E-08
1.682787E+00    1.392840E+01    1.007090E-04
1.728447E+00    4.258680E+01    9.009504E-04
6.299670E+00    5.307670E+00    1.053610E-04
6.949920E+00    7.055100E+00    9.879216E-05
8.274540E+00    3.204090E-01    1.532417E-06
8.292480E+00    2.241040E-02    6.817104E-09
1.686264E+00    1.518700E+01    1.179905E-04
1.724925E+00    4.072170E+01    8.378952E-04
6.315450E+00    3.575660E+00    4.588800E-05
6.937890E+00    4.118550E+00    3.671448E-05
8.275890E+00    3.071700E-01    1.414397E-06
8.291340E+00    1.996730E-02    6.470088E-09
1.689480E+00    1.679100E+01    1.388784E-04
1.721856E+00    3.948360E+01    7.961160E-04
6.243390E+00    7.095150E+00    2.287829E-04
6.989010E+00    1.587700E+01    3.498984E-04
8.277270E+00    3.007600E-01    1.325062E-06
8.290140E+00    2.457200E-02    9.491976E-09
1.691976E+00    1.872460E+01    1.628434E-04
1.719306E+00    3.909400E+01    7.804176E-04
6.111420E+00    4.027340E+00    1.811321E-04
7.075830E+00    2.005030E+01    5.576664E-04
8.278980E+00    2.785940E-01    1.163844E-06
8.288850E+00    2.944750E-02    1.361436E-08
1.693101E+00    2.082810E+01    1.880484E-04
1.717065E+00    3.959200E+01    7.920840E-04
5.944230E+00    4.392740E+00    2.329922E-04
7.174590E+00    2.234800E+01    6.507072E-04
8.281290E+00    2.448420E-01    9.606840E-07
8.287620E+00    3.512150E-02    1.957574E-08
1.692015E+00    2.311120E+01    2.145336E-04
1.714641E+00    4.203150E+01    8.537496E-04
5.753820E+00    6.146260E+00    3.623664E-04
7.274670E+00    2.025550E+01    5.804256E-04
8.284710E+00    2.183540E-01    8.015064E-07
8.286750E+00    4.216670E-02    3.044544E-08
1.687722E+00    2.585020E+01    2.461920E-04
1.711251E+00    4.780430E+01    9.986856E-04
5.545830E+00    9.025400E+00    5.757048E-04
7.372200E+00    1.678900E+01    4.632792E-04
8.286600E+00    5.976350E-02    6.149616E-08
8.289750E+00    2.361720E-01    8.223312E-07
1.679097E+00    2.889840E+01    2.853480E-04
1.705842E+00    5.512070E+01    1.199088E-03
5.323440E+00    1.341670E+01    9.116592E-04
7.466010E+00    1.341570E+01    3.544584E-04
8.287680E+00    9.885750E-02    1.510366E-07
8.296890E+00    3.602060E-01    1.244023E-06
1.664940E+00    3.408890E+01    3.579624E-04
1.697151E+00    6.145070E+01    1.408277E-03
5.088780E+00    2.293410E+01    1.642445E-03
7.556190E+00    1.062570E+01    2.692776E-04
8.290500E+00    1.556880E-01    3.471072E-07
8.306670E+00    4.261670E-01    1.566922E-06
1.644033E+00    4.335060E+01    5.014464E-04
1.683768E+00    7.040270E+01    1.718054E-03
4.843500E+00    3.486840E+01    2.610312E-03
7.643310E+00    8.382080E+00    2.048342E-04
8.295600E+00    3.177270E-01    9.917808E-07
8.319420E+00    5.007720E-01    2.088864E-06
1.615227E+00    5.361680E+01    7.059792E-04
1.664217E+00    8.204320E+01    2.152121E-03
4.589070E+00    3.338860E+01    2.595144E-03
7.728090E+00    6.788600E+00    1.610182E-04
8.303460E+00    4.776600E-01    1.994023E-06
8.335440E+00    6.023730E-01    2.934840E-06
1.577502E+00    6.955070E+01    1.063642E-03
1.637073E+00    9.594820E+01    2.725536E-03
4.326750E+00    2.268700E+01    1.820227E-03
7.811100E+00    5.188150E+00    1.201637E-04
8.314440E+00    6.388920E-01    3.414288E-06
8.354730E+00    7.094840E-01    4.026336E-06
1.530042E+00    9.229780E+01    1.648087E-03
1.601043E+00    1.092020E+02    3.374904E-03
4.057800E+00    3.695300E+01    3.045096E-03
7.892880E+00    2.574250E+00    5.846664E-05
8.328840E+00    7.937550E-01    5.216280E-06
8.377170E+00    7.943730E-01    5.143560E-06
1.472307E+00    1.241820E+02    2.573928E-03
1.555074E+00    1.284690E+02    4.326048E-03
3.783300E+00    5.362950E+01    4.519128E-03
7.973610E+00    2.838330E+00    6.330696E-05
8.346660E+00    9.417850E-01    7.335576E-06
8.402400E+00    8.626600E-01    6.194664E-06
1.404045E+00    1.680270E+02    3.993264E-03
1.498401E+00    1.553790E+02    5.691528E-03
3.504270E+00    6.028330E+01    5.174736E-03
8.053320E+00    2.570470E+00    5.619648E-05
8.367780E+00    1.061380E+00    9.471408E-06
8.429820E+00    9.086220E-01    7.013256E-06
1.325325E+00    2.305450E+02    6.187392E-03
1.430607E+00    1.895440E+02    7.518888E-03
3.221670E+00    9.578380E+01    8.347848E-03
8.131590E+00    2.271630E+00    4.841232E-05
8.391840E+00    1.153020E+00    1.142083E-05
8.458710E+00    9.191440E-01    7.382832E-06
1.236540E+00    3.236030E+02    9.651192E-03
1.351632E+00    2.396470E+02    1.022681E-02
2.936346E+00    1.091090E+02    9.626448E-03
8.207910E+00    1.898090E+00    3.906984E-05
8.418330E+00    1.211690E+00    1.293079E-05
8.488230E+00    8.960910E-01    7.245480E-06
1.138383E+00    4.550150E+02    1.484244E-02
1.261764E+00    3.098270E+02    1.410648E-02
2.649195E+00    1.269280E+02    1.130762E-02
8.281380E+00    1.125890E+00    2.209368E-05
8.446530E+00    1.229410E+00    1.373856E-05
8.517360E+00    8.375690E-01    6.584784E-06
1.031847E+00    6.293570E+02    2.211382E-02
1.161618E+00    4.068760E+02    1.957908E-02
2.361150E+00    1.595240E+02    1.431720E-02
8.351070E+00    1.839620E+00    3.383208E-05
8.475600E+00    1.188830E+00    1.353367E-05
8.545230E+00    7.509430E-01    5.528952E-06
9.182520E-01    8.427580E+02    3.143760E-02
1.052094E+00    5.287820E+02    2.661384E-02
2.073339E+00    2.708850E+02    2.444256E-02
8.415780E+00    1.627310E+00    2.744520E-05
8.504640E+00    1.121690E+00    1.266014E-05
8.570880E+00    6.250730E-01    4.130664E-06
7.992990E-01    1.136070E+03    4.437048E-02
9.343110E-01    6.940590E+02    3.611808E-02
1.787322E+00    4.054550E+02    3.671784E-02
8.474400E+00    1.355930E+00    2.040086E-05
8.532780E+00    1.022520E+00    1.113430E-05
8.593530E+00    5.033590E-01    2.837304E-06
6.773070E-01    1.485660E+03    5.994192E-02
8.095080E-01    9.260350E+02    4.917960E-02
1.505613E+00    7.546330E+02    6.850704E-02
8.525760E+00    1.073720E+00    1.390330E-05
8.559090E+00    8.778180E-01    8.966328E-06
8.612400E+00    3.912280E-01    1.764545E-06
5.557560E-01    2.124290E+03    8.743920E-02
6.788220E-01    1.283080E+03    6.852960E-02
1.232829E+00    1.281690E+03    1.167173E-01
8.568750E+00    8.448910E-01    8.956704E-06
8.582760E+00    7.424780E-01    6.901752E-06
8.626950E+00    2.839320E-01    9.490488E-07
4.407270E-01    3.304150E+03    6.880680E-02
5.429820E-01    1.981490E+03    5.253888E-02
9.784410E-01    1.920780E+03    8.827728E-02
8.601450E+00    6.315140E-01    2.449836E-06
8.604030E+00    5.680680E-01    2.197572E-06
8.636760E+00    1.975890E-01    2.377380E-07
5.652300E-01    1.539460E+03    1.932102E-02
5.652300E-01    1.539460E+03    1.932102E-02
9.944010E-01    3.662400E+03    8.172840E-02
8.593650E+00    7.304370E-01    1.589850E-06
8.593650E+00    7.304370E-01    1.589850E-06
8.640630E+00    1.234030E-01    5.236146E-08
6.599700E-01    1.237270E+03    6.189264E-02
6.650100E-01    1.110260E+03    5.463624E-02
1.190310E+00    2.221100E+03    1.983991E-01
8.569440E+00    8.867830E-01    9.139416E-06
8.572950E+00    8.613640E-01    8.579976E-06
8.634840E+00    1.763270E-01    4.151544E-07
7.627860E-01    9.962740E+02    4.966008E-02
7.734720E-01    7.951930E+02    3.775656E-02
1.426545E+00    1.156030E+03    1.031870E-01
8.534880E+00    1.081440E+00    1.316863E-05
8.548650E+00    9.778110E-01    1.081454E-05
8.624610E+00    2.701520E-01    9.178512E-07
8.734650E-01    8.689240E+02    4.293264E-02
8.842980E-01    5.904100E+02    2.672040E-02
1.682817E+00    5.670010E+02    5.039328E-02
8.491170E+00    1.262050E+00    1.771608E-05
8.521470E+00    1.069240E+00    1.279075E-05
8.609880E+00    3.956050E-01    1.795159E-06
9.880440E-01    7.915860E+02    3.852048E-02
9.933720E-01    4.501160E+02    1.920048E-02
1.949631E+00    3.798040E+02    3.354960E-02
8.439420E+00    1.427930E+00    2.249784E-05
8.492160E+00    1.222160E+00    1.544573E-05
8.590950E+00    5.205810E-01    2.923536E-06
1.097844E+00    3.460560E+02    1.375063E-02
1.102380E+00    6.493830E+02    3.091752E-02
2.222238E+00    1.884490E+02    1.652962E-02
8.380830E+00    1.651790E+00    2.852928E-05
8.461650E+00    1.334450E+00    1.743725E-05
8.568300E+00    6.338180E-01    4.141944E-06
1.195638E+00    2.651950E+02    9.685008E-03
1.213077E+00    5.041950E+02    2.335884E-02
2.497941E+00    1.517730E+02    1.320977E-02
8.316450E+00    1.893600E+00    3.515568E-05
8.430780E+00    1.410460E+00    1.867687E-05
8.542740E+00    7.335790E-01    5.304696E-06
1.285224E+00    1.988030E+02    6.585024E-03
1.317549E+00    3.795830E+02    1.702313E-02
2.775000E+00    1.235180E+02    1.065773E-02
8.247390E+00    1.679710E+00    3.298992E-05
8.400450E+00    1.467210E+00    1.932053E-05
8.515110E+00    8.253950E-01    6.327288E-06
1.365504E+00    1.521560E+02    4.505280E-03
1.413846E+00    3.040540E+02    1.315654E-02
3.052140E+00    1.000650E+02    8.548032E-03
8.174610E+00    2.128130E+00    4.366320E-05
8.371530E+00    1.476550E+00    1.900003E-05
8.486400E+00    8.748120E-01    6.841704E-06
1.435809E+00    1.167090E+02    3.043368E-03
1.500576E+00    2.471650E+02    1.030462E-02
3.328230E+00    7.666650E+01    6.471816E-03
8.098890E+00    2.501670E+00    5.311296E-05
8.344800E+00    1.436480E+00    1.777982E-05
8.457690E+00    8.905440E-01    6.856800E-06
1.495860E+00    9.002420E+01    2.037936E-03
1.576809E+00    2.038310E+02    8.192520E-03
3.602340E+00    5.763080E+01    4.795560E-03
8.020920E+00    2.822740E+00    6.161328E-05
8.320920E+00    1.343040E+00    1.577587E-05
8.429910E+00    8.751620E-01    6.410952E-06
1.545786E+00    6.974300E+01    1.353826E-03
1.642041E+00    1.752160E+02    6.805488E-03
3.873390E+00    4.772830E+01    3.902832E-03
7.941060E+00    3.081340E+00    6.890424E-05
8.300340E+00    1.156050E+00    1.275605E-05
8.403930E+00    8.240850E-01    5.553480E-06
1.586097E+00    5.473450E+01    9.040368E-04
1.696170E+00    1.481630E+02    5.581944E-03
4.140360E+00    3.227580E+01    2.583888E-03
7.859610E+00    2.877190E+00    6.587328E-05
8.283330E+00    6.155010E-01    6.341400E-06
8.380410E+00    7.488460E-01    4.488216E-06
1.617645E+00    4.408230E+01    6.196128E-04
1.739466E+00    1.320420E+02    4.845936E-03
4.402080E+00    2.302200E+01    1.796438E-03
7.776510E+00    6.352860E+00    1.492294E-04
8.269980E+00    7.700770E-01    7.399656E-06
8.359860E+00    6.571820E-01    3.384264E-06
1.641558E+00    3.562600E+01    4.311120E-04
1.772535E+00    1.163670E+02    4.176552E-03
4.657380E+00    3.322760E+01    2.514192E-03
7.691520E+00    7.300680E+00    1.767065E-04
8.260080E+00    7.788420E-01    7.006368E-06
8.342520E+00    5.464200E-01    2.332565E-06
1.659141E+00    2.834280E+01    3.026400E-04
1.796283E+00    1.047200E+02    3.685776E-03
4.904940E+00    3.306050E+01    2.411184E-03
7.604250E+00    9.010210E+00    2.259636E-04
8.253390E+00    7.667340E-01    6.507312E-06
8.328390E+00    4.320860E-01    1.472335E-06
1.671789E+00    2.306650E+01    2.250410E-04
1.811838E+00    9.553890E+01    3.301272E-03
5.143350E+00    1.845510E+01    1.288190E-03
7.514160E+00    1.119110E+01    2.923872E-04
8.249400E+00    7.465470E-01    6.036120E-06
8.317320E+00    3.221190E-01    8.417616E-07
1.680867E+00    2.031140E+01    1.881190E-04
1.820502E+00    8.792780E+01    2.981376E-03
5.371020E+00    1.218440E+01    8.069208E-04
7.420740E+00    1.408410E+01    3.847152E-04
8.247600E+00    7.213160E-01    5.610120E-06
8.309010E+00    2.274800E-01    4.371600E-07
1.687608E+00    1.877310E+01    1.709016E-04
1.823661E+00    8.105650E+01    2.692392E-03
5.586150E+00    7.830420E+00    4.863576E-04
7.323660E+00    1.731620E+01    4.940328E-04
8.247420E+00    6.975860E-01    5.261472E-06
8.303010E+00    1.535460E-01    2.083063E-07
1.693041E+00    1.815780E+01    1.670374E-04
1.822707E+00    7.514200E+01    2.439768E-03
5.786310E+00    5.537630E+00    3.169488E-04
7.223250E+00    2.104670E+01    6.207840E-04
8.248350E+00    6.665200E-01    4.904040E-06
8.298840E+00    9.991930E-02    9.284904E-08
1.697937E+00    1.811150E+01    1.717334E-04
1.818978E+00    6.928150E+01    2.194846E-03
5.967720E+00    4.308270E+00    2.199749E-04
7.121400E+00    2.270780E+01    6.716352E-04
8.249910E+00    6.245250E-01    4.499352E-06
8.296050E+00    6.437550E-02    4.111824E-08
1.702785E+00    1.857530E+01    1.837922E-04
1.813695E+00    6.390830E+01    1.974142E-03
6.123210E+00    3.622100E+00    1.530214E-04
7.023600E+00    1.723420E+01    4.701816E-04
8.251740E+00    5.648700E-01    3.992088E-06
8.294130E+00    4.249840E-02    1.997352E-08
1.707789E+00    1.953570E+01    2.027921E-04
1.807905E+00    5.905330E+01    1.780889E-03
6.237600E+00    5.893740E+00    1.660543E-04
6.943860E+00    9.322260E+00    1.826436E-04
8.253660E+00    5.412630E-01    3.752184E-06
8.292690E+00    3.098550E-02    1.220628E-08
1.712895E+00    2.084900E+01    2.269438E-04
1.802439E+00    5.624400E+01    1.661947E-03
6.283050E+00    3.365250E+00    4.579992E-05
6.909240E+00    3.389150E+00    3.007632E-05
8.255580E+00    5.289400E-01    3.589272E-06
8.291430E+00    2.435950E-02    9.264552E-09
1.717800E+00    2.253180E+01    2.558880E-04
1.797876E+00    5.455810E+01    1.589299E-03
6.239670E+00    5.808350E+00    1.599804E-04
6.939360E+00    8.755050E+00    1.683734E-04
8.257560E+00    5.358810E-01    3.544584E-06
8.290080E+00    2.617990E-02    1.064705E-08
1.721994E+00    2.465770E+01    2.898504E-04
1.794516E+00    5.387860E+01    1.560122E-03
6.125940E+00    3.596820E+00    1.510440E-04
7.016010E+00    1.660720E+01    4.543968E-04
8.259900E+00    5.345010E-01    3.425232E-06
8.288610E+00    2.829030E-02    1.269713E-08
1.724778E+00    2.682550E+01    3.234696E-04
1.792341E+00    5.515470E+01    1.602869E-03
5.970090E+00    4.262150E+00    2.176428E-04
7.111740E+00    2.197150E+01    6.583560E-04
8.262930E+00    5.181320E-01    3.194544E-06
8.286990E+00    2.790330E-02    1.340184E-08
1.725279E+00    2.935790E+01    3.603408E-04
1.791000E+00    5.883770E+01    1.733254E-03
5.787900E+00    5.581790E+00    3.203976E-04
7.212000E+00    2.085250E+01    6.275568E-04
8.267100E+00    4.861150E-01    2.867928E-06
8.285400E+00    2.908750E-02    1.435790E-08
1.722498E+00    3.217650E+01    4.005552E-04
1.789803E+00    6.638800E+01    2.001043E-03
5.586750E+00    7.767080E+00    4.845720E-04
7.311150E+00    1.798910E+01    5.269896E-04
8.272950E+00    4.402470E-01    2.485632E-06
8.284110E+00    3.329390E-02    1.817028E-08
1.715316E+00    3.524730E+01    4.467792E-04
1.787745E+00    7.147470E+01    2.222525E-03
5.370540E+00    1.214940E+01    8.090232E-04
7.407210E+00    1.465420E+01    4.134672E-04
8.280990E+00    3.459420E-01    1.889621E-06
8.283540E+00    4.793970E-02    3.705720E-08
1.702572E+00    3.979000E+01    5.208984E-04
1.783542E+00    7.731010E+01    2.497320E-03
5.141670E+00    1.880340E+01    1.320629E-03
7.499910E+00    1.167120E+01    3.166608E-04
8.284110E+00    7.653330E-02    9.566520E-08
8.291670E+00    3.515720E-01    1.905722E-06
1.683090E+00    4.665150E+01    6.460584E-04
1.775697E+00    8.413880E+01    2.839944E-03
4.902030E+00    3.319530E+01    2.437128E-03
7.589640E+00    9.347310E+00    2.445384E-04
8.286390E+00    1.165650E-01    2.293447E-07
8.305380E+00    6.265160E-01    3.492288E-06
1.655775E+00    5.910710E+01    8.905992E-04
1.762611E+00    9.360400E+01    3.317472E-03
4.653210E+00    3.374700E+01    2.571096E-03
7.676970E+00    7.473710E+00    1.893684E-04
8.290860E+00    2.033590E-01    5.892576E-07
8.322390E+00    7.092240E-01    4.204656E-06
1.619667E+00    7.410340E+01    1.244194E-03
1.742658E+00    1.048970E+02    3.919344E-03
4.396620E+00    2.291340E+01    1.800218E-03
7.762530E+00    5.970380E+00    1.471838E-04
8.298000E+00    4.334700E-01    1.736630E-06
8.342670E+00    7.922590E-01    5.095152E-06
1.574025E+00    9.596630E+01    1.820489E-03
1.714311E+00    1.179150E+02    4.657944E-03
4.133580E+00    3.265870E+01    2.631432E-03
7.846710E+00    2.955070E+00    7.111824E-05
8.308260E+00    6.132250E-01    3.217944E-06
8.366100E+00    8.549410E-01    5.978400E-06
1.518360E+00    1.262350E+02    2.714064E-03
1.676235E+00    1.294260E+02    5.412768E-03
3.865380E+00    4.766700E+01    3.919512E-03
7.929810E+00    3.076120E+00    7.236528E-05
8.321850E+00    7.847030E-01    5.149200E-06
8.392230E+00    9.041560E-01    6.795816E-06
1.452501E+00    1.688760E+02    4.094232E-03
1.627359E+00    1.446600E+02    6.401568E-03
3.593190E+00    5.762150E+01    4.814088E-03
8.011740E+00    2.866440E+00    6.581784E-05
8.338830E+00    9.394420E-01    7.402872E-06
8.420520E+00    9.362690E-01    7.410768E-06
1.376601E+00    2.285690E+02    6.185760E-03
1.566939E+00    1.621230E+02    7.571280E-03
3.318180E+00    7.456740E+01    6.304944E-03
8.092200E+00    2.593850E+00    5.786520E-05
8.359140E+00    1.061370E+00    9.687528E-06
8.450130E+00    9.369830E-01    7.611240E-06
1.291146E+00    3.131610E+02    9.341184E-03
1.494564E+00    1.923110E+02    9.431808E-03
3.041580E+00    9.913010E+01    8.453088E-03
8.170620E+00    2.229060E+00    4.792992E-05
8.382420E+00    1.161600E+00    1.188403E-05
8.480220E+00    9.077020E-01    7.348944E-06
1.196970E+00    4.397950E+02    1.426205E-02
1.410168E+00    2.317920E+02    1.185494E-02
2.764626E+00    1.232080E+02    1.056343E-02
8.246220E+00    1.764070E+00    3.614616E-05
8.408160E+00    1.226960E+00    1.364988E-05
8.509800E+00    8.460740E-01    6.611424E-06
1.095264E+00    6.068440E+02    2.110003E-02
1.313979E+00    2.941990E+02    1.555018E-02
2.488842E+00    1.481250E+02    1.273822E-02
8.318010E+00    1.987450E+00    3.822744E-05
8.435670E+00    1.243310E+00    1.461888E-05
8.537880E+00    7.569780E-01    5.511360E-06
