f(THz)          MFP(nm)         kappa(W/m-K)
4.782900E+00    1.355720E+01    1.364510E-03
7.024110E+00    1.637000E+01    1.240051E-03
8.054820E+00    1.310720E+00    3.164002E-05
8.280840E+00    3.233750E-01    2.752440E-06
2.081256E+00    4.249330E+01    1.817078E-03
2.845593E+00    2.993940E+01    1.741656E-03
4.618800E+00    1.518730E+01    1.489579E-03
7.130820E+00    1.473850E+01    1.108613E-03
8.086560E+00    1.340850E+00    3.350678E-05
8.279640E+00    3.567180E-01    3.187536E-06
2.042085E+00    5.098560E+01    2.292893E-03
2.808063E+00    2.772730E+01    1.492493E-03
4.465290E+00    1.463080E+01    1.407283E-03
7.237770E+00    1.296010E+01    9.605808E-04
8.121960E+00    1.351650E+00    3.477245E-05
8.276730E+00    4.146040E-01    3.891926E-06
1.994946E+00    5.994550E+01    1.422624E-03
2.748705E+00    2.823680E+01    7.783848E-04
4.326210E+00    1.465960E+01    7.123272E-04
7.344060E+00    1.133620E+01    4.110600E-04
8.160150E+00    1.329580E+00    1.739954E-05
8.272740E+00    4.544690E-01    2.203001E-06
2.004033E+00    4.033720E+01    8.831136E-04
2.038170E+00    4.033660E+01    9.433200E-04
4.088520E+00    3.831930E+01    2.729712E-03
7.938600E+00    1.666690E+00    2.529144E-05
7.993080E+00    1.355010E+00    1.668403E-05
8.329620E+00    2.280990E+00    3.277632E-05
2.041701E+00    3.723040E+01    1.658654E-03
2.113923E+00    3.882570E+01    2.110858E-03
4.222800E+00    2.947590E+01    4.058962E-03
7.892370E+00    1.585750E+00    5.217984E-05
7.980270E+00    1.332350E+00    3.174067E-05
8.292960E+00    1.447930E+00    4.290134E-05
2.065452E+00    3.312230E+01    1.451851E-03
2.207499E+00    3.682520E+01    2.262998E-03
4.352010E+00    2.305390E+01    3.043090E-03
7.840260E+00    2.076980E+00    7.662240E-05
7.969740E+00    1.347060E+00    3.189514E-05
8.256330E+00    1.507830E+00    4.443091E-05
2.081319E+00    2.979000E+01    1.269773E-03
2.309100E+00    3.701190E+01    2.406235E-03
4.476180E+00    2.250300E+01    2.821848E-03
7.779750E+00    3.751930E+00    1.580448E-04
7.960980E+00    1.361080E+00    3.233395E-05
8.223090E+00    1.579990E+00    4.449278E-05
2.091384E+00    2.767140E+01    1.151074E-03
2.413089E+00    3.440170E+01    2.242080E-03
4.595910E+00    2.029270E+01    2.393702E-03
7.708380E+00    5.172090E+00    2.490792E-04
7.953450E+00    1.334590E+00    3.142843E-05
8.196120E+00    1.514010E+00    3.946003E-05
2.097309E+00    2.621270E+01    1.069560E-03
2.514744E+00    2.927630E+01    1.820366E-03
4.712220E+00    1.774060E+01    1.947941E-03
7.624860E+00    7.101420E+00    3.863894E-04
7.946880E+00    1.253790E+00    2.855894E-05
8.176980E+00    1.408180E+00    3.343814E-05
2.100720E+00    2.515100E+01    1.010534E-03
2.610012E+00    2.484940E+01    1.406846E-03
4.826220E+00    1.451920E+01    1.468862E-03
7.529220E+00    9.144910E+00    5.519232E-04
7.941120E+00    1.169840E+00    2.519242E-05
8.165550E+00    1.309860E+00    2.830795E-05
2.103174E+00    2.424590E+01    9.622176E-04
2.695650E+00    2.161080E+01    1.069622E-03
4.938990E+00    1.153070E+01    1.065816E-03
7.422690E+00    1.146000E+01    7.524432E-04
7.936170E+00    1.104640E+00    2.226763E-05
8.160720E+00    1.225770E+00    2.425939E-05
2.106030E+00    2.331660E+01    9.170928E-04
2.769378E+00    1.918520E+01    8.128464E-04
5.051250E+00    8.825850E+00    7.419840E-04
7.306920E+00    1.508000E+01    1.058194E-03
7.931910E+00    1.048970E+00    1.992341E-05
8.160870E+00    1.167130E+00    2.131858E-05
2.110350E+00    2.285590E+01    8.948400E-04
2.829981E+00    1.714140E+01    6.402144E-04
5.163120E+00    7.540370E+00    5.769072E-04
7.183860E+00    1.867880E+01    1.378613E-03
7.928250E+00    1.014220E+00    1.849253E-05
8.164680E+00    1.117620E+00    1.897536E-05
2.116803E+00    2.240800E+01    8.775408E-04
2.877321E+00    1.665470E+01    6.063696E-04
5.273940E+00    6.094620E+00    4.262227E-04
7.055580E+00    2.137250E+01    1.633214E-03
7.925010E+00    1.000980E+00    1.791859E-05
8.171040E+00    1.072290E+00    1.702694E-05
2.125626E+00    2.200790E+01    8.656944E-04
2.912256E+00    1.791020E+01    7.113984E-04
5.382030E+00    4.683560E+00    2.998661E-04
6.924450E+00    2.166190E+01    1.682237E-03
7.922190E+00    1.000090E+00    1.791029E-05
8.179230E+00    1.024420E+00    1.529717E-05
2.136633E+00    2.124050E+01    8.409168E-04
2.936439E+00    2.004420E+01    9.130944E-04
5.484210E+00    3.427420E+00    1.978368E-04
6.793860E+00    1.994390E+01    1.531061E-03
7.919730E+00    1.008420E+00    1.828262E-05
8.188770E+00    9.732320E-01    1.373549E-05
2.149254E+00    2.176000E+01    8.662512E-04
2.952060E+00    2.241810E+01    1.166472E-03
5.574990E+00    2.455060E+00    1.202314E-04
6.669180E+00    1.333520E+01    9.628992E-04
7.917900E+00    1.020540E+00    1.882584E-05
8.199270E+00    9.245750E-01    1.238640E-05
2.162607E+00    2.225860E+01    8.876208E-04
2.961534E+00    2.462310E+01    1.427448E-03
5.644740E+00    1.419810E+00    4.947792E-05
6.559830E+00    9.013280E+00    5.540976E-04
7.917030E+00    1.020680E+00    1.915992E-05
8.210460E+00    8.709820E-01    1.110739E-05
2.175591E+00    2.248680E+01    8.931072E-04
2.967192E+00    2.649080E+01    1.662749E-03
5.677950E+00    6.499510E-01    1.189037E-05
6.481320E+00    5.173210E+00    2.269973E-04
7.917600E+00    1.023690E+00    1.950715E-05
8.222040E+00    8.131410E-01    9.874752E-06
2.186976E+00    2.282920E+01    8.974464E-04
2.970981E+00    2.775440E+01    1.835549E-03
5.657850E+00    1.225050E+00    4.203494E-05
6.450720E+00    3.873070E+00    1.303440E-04
7.920300E+00    1.042930E+00    2.012304E-05
8.233650E+00    7.692650E-01    8.872800E-06
2.195499E+00    2.313960E+01    8.959488E-04
2.974185E+00    2.936920E+01    1.995307E-03
5.581620E+00    2.652510E+00    1.620931E-04
6.471540E+00    5.663680E+00    2.566522E-04
7.925790E+00    1.063990E+00    2.077843E-05
8.244930E+00    6.981870E-01    7.609584E-06
2.199936E+00    2.353470E+01    8.960304E-04
2.977203E+00    3.105020E+01    2.113661E-03
5.463930E+00    4.467370E+00    3.528826E-04
6.530430E+00    8.799690E+00    5.173872E-04
7.934760E+00    1.092090E+00    2.166024E-05
8.255370E+00    6.239610E-01    6.390480E-06
2.199141E+00    2.423080E+01    9.101232E-04
2.979372E+00    3.174800E+01    2.108626E-03
5.322120E+00    7.164140E+00    6.343728E-04
6.611880E+00    1.183930E+01    7.969920E-04
7.947870E+00    1.105530E+00    2.244082E-05
8.264550E+00    5.468610E-01    5.251584E-06
2.192103E+00    2.536450E+01    9.485808E-04
2.978892E+00    3.126960E+01    1.966238E-03
5.168640E+00    9.612420E+00    8.905392E-04
6.705840E+00    1.476210E+01    1.064962E-03
7.965540E+00    1.150310E+00    2.414573E-05
8.271960E+00    4.702160E-01    4.261411E-06
2.177982E+00    2.699430E+01    1.019746E-03
2.972817E+00    2.940220E+01    1.692696E-03
5.011860E+00    1.096220E+01    1.022798E-03
6.807000E+00    1.662660E+01    1.242043E-03
7.988070E+00    1.205490E+00    2.642232E-05
8.277330E+00    4.006880E-01    3.493416E-06
2.156136E+00    2.929100E+01    1.136597E-03
2.957187E+00    2.649790E+01    1.358227E-03
4.858260E+00    1.095900E+01    1.009243E-03
6.912330E+00    1.671940E+01    1.267910E-03
8.015460E+00    1.264740E+00    2.910528E-05
8.280390E+00    3.416120E-01    2.951904E-06
2.126193E+00    3.363420E+01    1.360867E-03
2.927391E+00    2.397700E+01    1.107691E-03
4.713210E+00    1.348490E+01    1.224538E-03
7.020090E+00    1.605630E+01    1.219997E-03
8.047380E+00    1.315650E+00    3.175445E-05
8.281140E+00    3.336400E-01    2.942170E-06
2.088081E+00    4.176960E+01    8.896584E-04
2.878854E+00    2.393530E+01    5.543136E-04
4.581210E+00    1.430640E+01    6.553056E-04
7.128960E+00    1.462870E+01    5.513112E-04
8.083230E+00    1.347250E+00    1.691254E-05
8.279760E+00    3.638720E-01    1.662002E-06
2.074200E+00    2.784020E+01    4.992312E-04
2.097810E+00    2.737820E+01    5.253192E-04
4.357410E+00    2.787280E+01    1.934146E-03
7.888680E+00    1.335650E+00    1.911302E-05
7.949250E+00    1.173560E+00    1.251055E-05
8.265870E+00    1.607510E+00    2.563032E-05
2.101983E+00    2.784790E+01    1.129829E-03
2.167965E+00    3.078420E+01    1.590624E-03
4.483440E+00    2.564930E+01    3.446717E-03
7.843410E+00    1.695150E+00    5.542560E-05
7.941000E+00    1.182160E+00    2.476987E-05
8.228070E+00    1.896350E+00    6.082704E-05
2.116536E+00    2.505110E+01    1.009498E-03
2.257080E+00    3.245210E+01    1.955837E-03
4.602660E+00    2.329540E+01    3.008966E-03
7.790100E+00    3.349220E+00    1.285018E-04
7.934250E+00    1.217900E+00    2.591909E-05
8.192760E+00    1.907950E+00    5.897808E-05
2.125038E+00    2.304150E+01    9.100272E-04
2.354793E+00    3.409980E+01    2.222856E-03
4.715130E+00    2.032950E+01    2.503387E-03
7.725570E+00    4.543760E+00    2.049547E-04
7.928250E+00    1.213920E+00    2.622552E-05
8.163600E+00    1.796300E+00    5.141376E-05
2.129490E+00    2.163430E+01    8.392704E-04
2.456025E+00    3.175810E+01    2.116325E-03
4.821510E+00    1.794330E+01    2.086406E-03
7.647540E+00    6.507410E+00    3.398338E-04
7.922640E+00    1.156750E+00    2.463902E-05
8.143020E+00    1.637150E+00    4.244726E-05
2.131569E+00    2.073110E+01    7.920144E-04
2.556339E+00    2.787360E+01    1.805170E-03
4.922820E+00    1.487950E+01    1.615651E-03
7.555650E+00    8.597530E+00    5.077632E-04
7.917270E+00    1.069950E+00    2.165160E-05
8.131290E+00    1.497790E+00    3.513240E-05
2.132859E+00    2.001280E+01    7.546224E-04
2.651853E+00    2.490820E+01    1.493352E-03
5.020260E+00    1.129280E+01    1.130866E-03
7.450980E+00    1.087290E+01    7.087920E-04
7.912290E+00    9.490270E-01    1.778616E-05
8.127060E+00    1.390760E+00    2.977853E-05
2.134752E+00    1.929590E+01    7.202304E-04
2.739378E+00    2.238170E+01    1.184035E-03
5.115060E+00    9.126970E+00    8.319984E-04
7.335420E+00    1.393920E+01    9.816000E-04
7.907730E+00    8.667010E-01    1.497874E-05
8.128530E+00    1.314660E+00    2.595898E-05
2.138331E+00    1.875700E+01    6.960720E-04
2.816568E+00    1.963150E+01    8.766864E-04
5.208120E+00    7.377280E+00    6.046128E-04
7.211190E+00    1.780750E+01    1.329763E-03
7.903530E+00    8.110820E-01    1.312838E-05
8.133960E+00    1.266890E+00    2.326862E-05
2.144295E+00    1.882220E+01    6.982176E-04
2.882022E+00    1.641780E+01    6.039312E-04
5.299860E+00    6.250180E+00    4.556611E-04
7.080450E+00    2.085310E+01    1.623538E-03
7.899630E+00    7.771650E-01    1.209571E-05
8.142120E+00    1.217950E+00    2.095666E-05
2.152902E+00    1.927840E+01    7.183728E-04
2.935329E+00    1.408270E+01    4.432219E-04
5.389770E+00    4.823550E+00    3.098530E-04
6.945690E+00    2.164730E+01    1.725893E-03
7.895970E+00    7.649520E-01    1.175102E-05
8.152140E+00    1.171310E+00    1.900181E-05
2.163969E+00    1.948990E+01    7.314816E-04
2.976999E+00    1.382100E+01    4.245533E-04
5.476230E+00    3.484610E+00    1.942272E-04
6.809970E+00    2.105050E+01    1.678637E-03
7.892580E+00    7.662370E-01    1.183752E-05
8.163510E+00    1.118400E+00    1.720910E-05
2.176914E+00    1.978050E+01    7.472304E-04
3.008280E+00    1.532590E+01    5.250960E-04
5.555610E+00    2.436830E+00    1.126930E-04
6.677820E+00    1.488900E+01    1.142779E-03
7.889670E+00    7.710120E-01    1.209494E-05
8.175840E+00    1.068770E+00    1.568261E-05
2.190834E+00    2.000400E+01    7.575648E-04
3.030960E+00    1.779620E+01    7.094832E-04
5.620920E+00    1.447170E+00    4.788643E-05
6.556770E+00    1.013520E+01    6.956304E-04
7.887690E+00    7.727740E-01    1.234070E-05
8.188860E+00    1.012830E+00    1.422797E-05
2.204583E+00    2.015640E+01    7.604304E-04
3.046950E+00    2.035760E+01    9.271872E-04
5.659800E+00    4.665900E-01    5.866032E-06
6.459720E+00    6.055670E+00    3.211987E-04
7.887120E+00    7.724620E-01    1.254274E-05
8.202360E+00    9.687360E-01    1.304587E-05
2.216889E+00    2.039160E+01    7.610112E-04
3.057990E+00    2.270560E+01    1.138685E-03
5.655360E+00    6.714350E-01    1.262549E-05
6.404280E+00    3.607780E+00    1.267469E-04
7.888680E+00    7.889350E-01    1.300805E-05
8.216040E+00    9.205350E-01    1.185931E-05
2.226435E+00    2.070900E+01    7.601904E-04
3.065430E+00    2.488550E+01    1.320763E-03
5.597790E+00    2.011050E+00    9.790272E-05
6.401100E+00    3.876630E+00    1.429954E-04
7.893060E+00    8.107340E-01    1.359902E-05
8.229480E+00    8.487240E-01    1.040078E-05
2.231937E+00    2.103170E+01    7.577280E-04
3.069690E+00    2.638320E+01    1.424102E-03
5.496090E+00    3.600910E+00    2.499979E-04
6.442740E+00    6.316900E+00    3.221611E-04
7.901070E+00    8.401220E-01    1.443998E-05
8.242260E+00    7.662530E-01    8.858016E-06
2.232213E+00    2.160250E+01    7.664496E-04
3.070290E+00    2.662880E+01    1.403122E-03
5.368050E+00    5.981960E+00    4.813104E-04
6.513330E+00    9.324690E+00    5.766288E-04
7.913310E+00    9.089720E-01    1.621133E-05
8.253900E+00    6.789390E-01    7.340448E-06
2.226222E+00    2.251420E+01    7.945536E-04
3.065580E+00    2.524520E+01    1.244064E-03
5.228160E+00    7.624420E+00    6.490080E-04
6.600870E+00    1.214760E+01    8.331216E-04
7.930290E+00    1.027380E+00    1.929552E-05
8.263890E+00    5.843580E-01    5.880528E-06
2.213112E+00    2.398140E+01    8.552016E-04
3.052710E+00    2.276640E+01    1.009973E-03
5.086410E+00    1.072450E+01    9.249024E-04
6.698490E+00    1.468310E+01    1.066248E-03
7.952340E+00    1.101100E+00    2.204088E-05
8.271870E+00    4.928790E-01    4.637141E-06
2.192253E+00    2.620840E+01    9.616512E-04
3.028050E+00    2.061840E+01    8.218032E-04
4.949910E+00    1.042140E+01    8.974512E-04
6.802350E+00    1.609690E+01    1.205486E-03
7.979490E+00    1.183110E+00    2.536728E-05
8.277450E+00    4.122300E-01    3.691301E-06
2.163294E+00    2.890060E+01    5.541672E-04
2.987490E+00    2.062740E+01    4.074288E-04
4.824210E+00    1.048290E+01    4.560264E-04
6.910110E+00    1.657880E+01    6.293280E-04
8.011380E+00    1.258670E+00    1.440098E-05
8.280510E+00    3.456360E-01    1.515521E-06
2.127027E+00    1.837730E+01    2.706072E-04
2.140491E+00    1.760940E+01    2.735496E-04
4.620240E+00    2.427680E+01    1.638826E-03
7.846290E+00    1.465920E+00    2.073931E-05
7.914090E+00    9.270410E-01    8.282688E-06
8.195340E+00    2.292810E+00    3.983640E-05
2.144442E+00    2.099980E+01    8.002704E-04
2.206470E+00    2.670420E+01    1.345733E-03
4.738470E+00    2.182230E+01    2.858731E-03
7.800090E+00    2.927860E+00    1.007597E-04
7.910040E+00    9.161450E-01    1.653821E-05
8.158260E+00    2.278680E+00    7.708944E-05
2.151423E+00    1.990100E+01    7.492032E-04
2.290725E+00    3.046530E+01    1.825584E-03
4.848360E+00    1.966770E+01    2.484821E-03
7.742520E+00    4.158250E+00    1.742462E-04
7.906380E+00    9.345550E-01    1.764518E-05
8.127060E+00    2.115630E+00    6.633120E-05
2.154387E+00    1.889500E+01    6.997776E-04
2.384136E+00    3.178190E+01    2.100418E-03
4.950030E+00    1.724960E+01    2.087117E-03
7.670400E+00    6.029660E+00    3.008506E-04
7.902420E+00    9.439420E-01    1.824014E-05
8.105160E+00    1.875220E+00    5.278848E-05
2.155122E+00    1.820750E+01    6.643920E-04
2.482212E+00    3.040140E+01    2.092618E-03
5.044140E+00    1.358850E+01    1.561224E-03
7.582710E+00    8.230190E+00    4.740254E-04
7.898010E+00    9.076130E-01    1.703582E-05
8.093370E+00    1.680810E+00    4.236917E-05
2.155227E+00    1.768830E+01    6.368112E-04
2.580807E+00    2.719600E+01    1.855661E-03
5.131710E+00    1.083060E+01    1.169323E-03
7.480440E+00    1.050180E+01    6.774480E-04
7.893360E+00    8.364180E-01    1.454107E-05
8.090190E+00    1.542740E+00    3.528523E-05
2.156118E+00    1.746930E+01    6.219600E-04
2.676243E+00    2.552560E+01    1.648714E-03
5.214000E+00    9.278320E+00    9.295920E-04
7.365720E+00    1.299280E+01    9.150816E-04
7.888740E+00    7.556110E-01    1.188725E-05
8.093340E+00    1.446880E+00    3.044669E-05
2.158914E+00    1.731680E+01    6.123120E-04
2.765451E+00    2.368190E+01    1.383307E-03
5.292270E+00    7.990530E+00    7.322112E-04
7.240890E+00    1.678320E+01    1.263854E-03
7.884210E+00    6.834680E-01    9.774528E-06
8.100720E+00    1.397200E+00    2.733850E-05
2.164332E+00    1.732210E+01    6.118560E-04
2.846073E+00    2.132580E+01    1.075306E-03
5.367540E+00    7.139330E+00    5.887872E-04
7.108380E+00    2.006740E+01    1.586794E-03
7.879740E+00    6.809320E-01    9.079200E-06
8.110920E+00    1.348770E+00    2.474222E-05
2.172654E+00    1.741890E+01    6.180960E-04
2.916567E+00    1.800850E+01    7.499136E-04
5.440380E+00    5.498040E+00    4.009872E-04
6.970650E+00    2.160080E+01    1.761989E-03
7.875360E+00    6.769450E-01    8.696112E-06
8.122920E+00    1.299490E+00    2.250970E-05
2.183703E+00    1.766520E+01    6.318000E-04
2.976222E+00    1.472420E+01    4.934448E-04
5.510400E+00    4.022510E+00    2.541173E-04
6.830550E+00    2.156670E+01    1.777123E-03
7.871070E+00    6.789820E-01    8.640384E-06
8.136180E+00    1.247570E+00    2.054434E-05
2.196891E+00    1.788460E+01    6.444768E-04
3.025080E+00    1.240330E+01    3.471427E-04
5.575830E+00    2.843010E+00    1.505539E-04
6.692010E+00    1.747660E+01    1.410590E-03
7.867140E+00    6.901330E-01    8.846400E-06
8.150370E+00    1.190080E+00    1.874750E-05
2.211288E+00    1.800040E+01    6.508416E-04
3.063870E+00    1.206520E+01    3.226978E-04
5.632170E+00    1.816680E+00    7.479360E-05
6.561240E+00    1.104370E+01    8.261568E-04
7.864020E+00    6.958910E-01    9.044064E-06
8.165220E+00    1.139020E+00    1.725024E-05
2.225718E+00    1.814890E+01    6.539520E-04
3.093600E+00    1.402550E+01    4.102248E-04
5.670330E+00    9.918780E-01    2.614882E-05
6.448770E+00    6.887070E+00    4.270421E-04
7.862250E+00    6.957700E-01    9.176160E-06
8.180550E+00    1.108740E+00    1.618392E-05
2.238867E+00    1.843020E+01    6.567120E-04
3.115470E+00    1.656910E+01    5.493456E-04
5.675250E+00    7.324570E-01    1.483987E-05
6.371130E+00    4.003120E+00    1.687642E-04
7.862580E+00    7.057130E-01    9.453072E-06
8.196090E+00    1.054430E+00    1.482024E-05
2.249361E+00    1.894920E+01    6.634560E-04
3.130350E+00    1.908480E+01    6.963888E-04
5.632950E+00    1.598920E+00    6.741984E-05
6.343800E+00    2.827540E+00    8.866896E-05
7.865760E+00    7.253400E-01    9.928368E-06
8.211570E+00    9.941740E-01    1.338830E-05
2.255877E+00    1.935940E+01    6.643200E-04
3.138540E+00    2.080250E+01    7.938048E-04
5.545830E+00    2.938430E+00    1.859774E-04
6.366210E+00    4.081210E+00    1.724251E-04
7.872600E+00    7.357990E-01    1.044072E-05
8.226540E+00    9.076550E-01    1.160990E-05
2.257185E+00    1.991160E+01    6.720480E-04
3.139470E+00    2.120520E+01    8.004336E-04
5.430750E+00    4.460750E+00    3.349858E-04
6.423810E+00    6.716690E+00    3.682176E-04
7.883790E+00    7.011630E-01    1.053547E-05
8.240520E+00    8.128380E-01    9.765648E-06
2.252220E+00    2.071670E+01    6.952704E-04
3.131640E+00    2.010940E+01    7.148352E-04
5.304030E+00    6.736610E+00    5.399424E-04
6.502890E+00    9.598270E+00    6.093456E-04
7.899900E+00    7.881090E-01    1.281384E-05
8.253030E+00    7.075590E-01    7.896384E-06
2.240112E+00    2.153370E+01    7.310208E-04
3.112560E+00    1.842530E+01    6.092304E-04
5.176950E+00    8.371970E+00    6.854928E-04
6.595170E+00    1.245820E+01    8.613552E-04
7.921230E+00    9.645760E-01    1.721414E-05
8.263620E+00    6.040350E-01    6.218688E-06
2.220237E+00    2.350800E+01    4.115016E-04
3.079080E+00    1.791950E+01    3.002856E-04
5.057160E+00    1.076510E+01    4.473336E-04
6.695940E+00    1.446350E+01    5.261568E-04
7.947870E+00    1.080980E+00    1.061683E-05
8.271840E+00    5.025740E-01    2.393179E-06
2.163273E+00    1.381110E+01    1.764871E-04
2.167392E+00    1.349750E+01    1.723627E-04
4.876590E+00    2.091720E+01    1.371581E-03
7.809720E+00    2.537970E+00    3.864288E-05
7.887750E+00    6.839250E-01    4.982160E-06
8.119410E+00    2.658660E+00    4.893960E-05
2.170404E+00    1.823450E+01    6.610080E-04
2.230719E+00    2.373830E+01    1.179283E-03
4.987440E+00    1.849550E+01    2.358869E-03
7.759050E+00    3.661420E+00    1.420714E-04
7.887240E+00    7.141350E-01    1.098605E-05
8.086260E+00    2.445270E+00    8.368176E-05
2.171874E+00    1.716000E+01    6.126096E-04
2.309883E+00    2.840610E+01    1.707134E-03
5.088600E+00    1.514620E+01    1.869792E-03
7.692810E+00    5.555190E+00    2.651122E-04
7.885830E+00    7.704450E-01    1.284264E-05
8.063220E+00    2.101290E+00    6.378144E-05
2.171259E+00    1.646300E+01    5.798160E-04
2.398965E+00    3.032410E+01    2.042424E-03
5.180280E+00    1.190630E+01    1.414771E-03
7.609320E+00    7.924330E+00    4.455163E-04
7.883070E+00    8.084100E-01    1.376885E-05
8.051790E+00    1.827290E+00    4.889856E-05
2.170170E+00    1.598020E+01    5.555952E-04
2.493885E+00    2.978260E+01    2.121638E-03
5.263110E+00    1.017340E+01    1.155370E-03
7.509660E+00    1.038090E+01    6.621360E-04
7.879260E+00    8.103890E-01    1.305869E-05
8.050200E+00    1.649100E+00    3.970195E-05
2.170041E+00    1.576250E+01    5.418432E-04
2.590764E+00    2.725270E+01    1.957603E-03
5.338170E+00    9.979610E+00    1.073453E-03
7.396170E+00    1.269810E+01    8.923872E-04
7.874880E+00    7.490490E-01    1.084762E-05
8.055540E+00    1.548820E+00    3.421507E-05
2.172015E+00    1.574500E+01    5.372304E-04
2.686128E+00    2.597780E+01    1.802870E-03
5.406660E+00    8.980290E+00    9.046512E-04
7.271400E+00    1.567630E+01    1.186666E-03
7.870260E+00    6.794600E-01    8.704512E-06
8.065320E+00    1.481610E+00    3.042864E-05
2.176842E+00    1.583670E+01    5.395728E-04
2.777025E+00    2.473760E+01    1.591906E-03
5.469870E+00    7.657910E+00    7.127328E-04
7.137780E+00    1.891110E+01    1.513267E-03
7.865460E+00    6.187580E-01    7.116960E-06
8.077800E+00    1.443640E+00    2.781864E-05
2.184822E+00    1.598840E+01    5.473056E-04
2.861112E+00    2.307630E+01    1.320758E-03
5.528910E+00    6.063070E+00    5.131872E-04
6.997800E+00    2.121430E+01    1.763386E-03
7.860450E+00    5.668450E-01    6.053040E-06
8.091960E+00    1.398790E+00    2.548498E-05
2.195784E+00    1.615610E+01    5.577984E-04
2.936685E+00    2.036150E+01    9.928080E-04
5.584380E+00    4.603060E+00    3.479534E-04
6.854190E+00    2.174010E+01    1.841530E-03
7.855410E+00    5.525450E-01    5.678640E-06
8.107260E+00    1.351000E+00    2.344008E-05
2.209137E+00    1.632350E+01    5.683872E-04
3.002670E+00    1.707810E+01    6.803184E-04
5.635860E+00    3.343080E+00    2.207669E-04
6.710370E+00    1.970270E+01    1.657646E-03
7.850550E+00    5.525450E-01    5.607456E-06
8.123280E+00    1.287840E+00    2.142240E-05
2.223933E+00    1.648350E+01    5.764272E-04
3.058590E+00    1.384620E+01    4.377936E-04
5.681100E+00    2.407750E+00    1.345027E-04
6.571560E+00    1.183820E+01    9.479520E-04
7.846320E+00    5.549110E-01    5.629440E-06
8.139930E+00    1.246770E+00    1.999776E-05
2.238969E+00    1.666980E+01    5.812512E-04
3.104280E+00    1.218430E+01    3.103306E-04
5.713980E+00    1.642450E+00    7.374144E-05
6.446430E+00    7.527660E+00    5.271648E-04
7.843380E+00    5.482180E-01    5.581488E-06
8.157000E+00    1.222820E+00    1.898035E-05
2.252886E+00    1.716290E+01    5.918016E-04
3.139950E+00    1.146200E+01    2.570141E-04
5.722380E+00    1.293570E+00    4.793213E-05
6.349710E+00    4.600550E+00    2.363093E-04
7.842450E+00    5.626110E-01    5.775360E-06
8.174310E+00    1.175910E+00    1.766928E-05
2.264271E+00    1.747300E+01    5.917296E-04
3.165570E+00    1.206600E+01    2.658907E-04
5.690550E+00    1.651100E+00    7.521552E-05
6.299580E+00    2.517220E+00    7.874352E-05
7.844340E+00    5.688690E-01    5.974560E-06
8.191650E+00    1.115970E+00    1.617350E-05
2.271750E+00    1.773820E+01    5.883264E-04
3.180900E+00    1.307050E+01    2.951174E-04
5.614950E+00    2.518480E+00    1.573939E-04
6.302220E+00    2.811650E+00    9.394800E-05
7.849890E+00    6.000760E-01    6.639600E-06
8.208630E+00    1.039830E+00    1.442165E-05
2.274063E+00    1.832100E+01    5.973792E-04
3.185100E+00    1.364640E+01    3.113390E-04
5.510520E+00    3.749440E+00    2.748590E-04
6.345510E+00    4.400840E+00    2.041118E-04
7.859910E+00    6.288150E-01    7.612320E-06
8.224800E+00    9.382100E-01    1.231027E-05
2.270106E+00    1.912660E+01    6.202848E-04
3.176550E+00    1.388390E+01    3.214632E-04
5.395200E+00    5.444740E+00    4.241352E-04
6.414390E+00    7.017100E+00    3.978552E-04
7.874910E+00    6.957510E-01    9.509520E-06
8.239680E+00    8.354020E-01    1.022942E-05
2.259000E+00    2.023760E+01    3.323808E-04
3.153180E+00    1.504170E+01    1.943681E-04
5.281440E+00    6.820170E+00    2.719656E-04
6.499380E+00    9.751480E+00    3.120600E-04
7.895340E+00    7.496600E-01    5.865672E-06
8.252760E+00    7.224420E-01    4.073496E-06
2.180403E+00    1.072880E+01    1.195781E-04
2.184396E+00    1.196380E+01    1.475981E-04
5.126130E+00    1.555760E+01    9.892416E-04
7.774530E+00    3.331080E+00    6.022032E-05
7.869780E+00    5.847670E-01    3.422736E-06
8.041620E+00    2.740980E+00    5.074344E-05
2.182188E+00    1.592330E+01    5.502048E-04
2.242326E+00    2.172980E+01    1.068451E-03
5.229930E+00    1.205270E+01    1.494096E-03
7.713810E+00    5.098490E+00    2.352149E-04
7.871970E+00    6.623400E-01    8.731632E-06
8.017500E+00    2.267120E+00    7.327920E-05
2.180310E+00    1.532360E+01    5.264304E-04
2.316558E+00    2.654270E+01    1.607467E-03
5.322870E+00    1.083500E+01    1.304952E-03
7.634070E+00    7.716230E+00    4.267478E-04
7.871820E+00    7.558580E-01    1.116883E-05
8.006880E+00    1.904830E+00    5.300160E-05
2.178051E+00    1.486510E+01    5.058144E-04
2.401695E+00    2.916690E+01    2.003098E-03
5.405220E+00    1.111420E+01    1.295146E-03
7.536810E+00    1.024610E+01    6.482304E-04
7.869480E+00    7.760450E-01    1.150291E-05
8.007540E+00    1.684070E+00    4.173307E-05
2.176890E+00    1.462870E+01    4.928928E-04
2.493873E+00    2.945130E+01    2.163547E-03
5.477700E+00    1.008310E+01    1.130568E-03
7.424760E+00    1.287400E+01    9.024144E-04
7.865820E+00    7.217420E-01    9.778896E-06
8.015670E+00    1.575650E+00    3.582293E-05
2.178012E+00    1.457840E+01    4.878144E-04
2.589426E+00    2.781960E+01    2.087568E-03
