# freq[thz] kappa[W/m/K]
10.39978448 52.20564740
10.40278240 52.20583355
10.40578032 52.20601680
10.40877824 52.20619730
10.41177616 52.20637520
10.41477408 52.20655065
10.41777200 52.20672415
10.42076992 52.20689630
10.42376784 52.20706745
10.42676576 52.20723765
10.42976368 52.20740680
10.43276160 52.20757455
10.43575952 52.20774065
10.43875744 52.20790530
10.44175536 52.20806845
10.44475328 52.20823000
10.44775120 52.20839020
10.45074912 52.20854905
10.45374704 52.20870640
10.45674496 52.20886225
10.45974288 52.20901670
10.46274080 52.20916970
10.46573872 52.20932110
10.46873664 52.20947070
10.47173456 52.20961815
10.47473248 52.20976345
10.47773040 52.20990675
10.48072832 52.21004795
10.48372624 52.21018705
10.48672416 52.21032405
10.48972208 52.21045890
10.49272000 52.21059180
10.49571792 52.21072265
10.49871584 52.21085125
10.50171376 52.21097775
10.50471168 52.21110210
10.50770960 52.21122420
10.51070752 52.21134420
10.51370544 52.21146210
10.51670336 52.21157790
10.51970128 52.21169165
10.52269920 52.21180315
10.52569712 52.21191245
10.52869504 52.21201950
10.53169296 52.21212375
10.53469088 52.21222440
10.53768880 52.21232115
10.54068672 52.21241515
10.54368464 52.21250785
10.54668256 52.21259985
10.54968048 52.21269095
10.55267840 52.21278070
10.55567632 52.21286885
10.55867424 52.21295515
10.56167216 52.21303955
10.56467008 52.21312190
10.56766800 52.21320210
10.57066592 52.21328005
10.57366384 52.21335560
10.57666176 52.21342880
10.57965968 52.21349960
10.58265760 52.21356790
10.58565552 52.21363370
10.58865344 52.21369690
10.59165136 52.21375745
10.59464928 52.21381530
10.59764720 52.21387050
10.60064512 52.21392310
10.60364304 52.21397320
10.60664096 52.21402100
10.60963888 52.21406645
10.61263680 52.21410955
10.61563472 52.21415010
10.61863264 52.21418800
10.62163056 52.21422330
10.62462848 52.21425590
10.62762640 52.21428570
10.63062432 52.21431270
10.63362224 52.21433690
10.63662016 52.21435825
10.63961808 52.21437675
10.64261600 52.21439235
10.64561392 52.21440495
10.64861184 52.21441460
10.65160976 52.21442125
10.65460768 52.21442490
10.65760560 52.21442600
10.66060352 52.21442600
10.66360144 52.21442600
10.66659936 52.21442600
10.66959728 52.21442600
10.67259520 52.21442600
10.67559312 52.21442600
10.67859104 52.21442600
10.68158896 52.21442600
10.68458688 52.21442600
10.68758480 52.21442600
10.69058272 52.21442600
10.69358064 52.21442600
10.69657856 52.21442600
10.69957648 52.21442600
10.70257440 52.21442600
10.70557232 52.21442600
10.70857024 52.21442600
10.71156816 52.21442600
10.71456608 52.21442600
10.71756400 52.21442600
10.72056192 52.21442600
10.72355984 52.21442600
10.72655776 52.21442600
10.72955568 52.21442600
10.73255360 52.21442600
10.73555152 52.21442600
10.73854944 52.21442600
10.74154736 52.21442600
10.74454528 52.21442600
10.74754320 52.21442600
10.75054112 52.21442600
10.75353904 52.21442600
10.75653696 52.21442600
10.75953488 52.21442600
10.76253280 52.21442600
10.76553072 52.21442600
10.76852864 52.21442600
10.77152656 52.21442600
10.77452448 52.21442600
10.77752240 52.21442600
10.78052032 52.21442600
10.78351824 52.21442600
10.78651616 52.21442600
10.78951408 52.21442600
10.79251200 52.21442600
10.79550992 52.21442600
10.79850784 52.21442600
10.80150576 52.21442600
10.80450368 52.21442600
10.80750160 52.21442600
10.81049952 52.21442600
10.81349744 52.21442600
10.81649536 52.21442600
10.81949328 52.21442600
10.82249120 52.21442600
10.82548912 52.21442600
10.82848704 52.21442600
10.83148496 52.21442600
10.83448288 52.21442600
10.83748080 52.21442600
10.84047872 52.21442600
10.84347664 52.21442600
10.84647456 52.21442600
10.84947248 52.21442600
10.85247040 52.21442600
10.85546832 52.21442600
10.85846624 52.21442600
10.86146416 52.21442600
10.86446208 52.21442600
10.86746000 52.21442600
10.87045792 52.21442600
10.87345584 52.21442600
10.87645376 52.21442600
10.87945168 52.21442600
10.88244960 52.21442600
10.88544752 52.21442600
10.88844544 52.21442600
10.89144336 52.21442600
10.89444128 52.21442600
10.89743920 52.21442600
10.90043712 52.21442600
10.90343504 52.21442600
10.90643296 52.21442600
10.90943088 52.21442600
10.91242880 52.21442600
10.91542672 52.21442600
10.91842464 52.21442600
10.92142256 52.21442600
10.92442048 52.21442600
10.92741840 52.21442600
10.93041632 52.21442600
10.93341424 52.21442600
10.93641216 52.21442600
10.93941008 52.21442600
10.94240800 52.21442600
10.94540592 52.21442600
10.94840384 52.21442600
10.95140176 52.21442600
10.95439968 52.21442600
10.95739760 52.21442600
10.96039552 52.21442600
10.96339344 52.21442600
10.96639136 52.21442600
10.96938928 52.21442600
10.97238720 52.21442600
10.97538512 52.21442600
10.97838304 52.21442600
10.98138096 52.21442600
10.98437888 52.21442600
10.98737680 52.21442600
10.99037472 52.21442600
10.99337264 52.21442600
10.99637056 52.21442600
10.99936848 52.21442600
11.00236640 52.21442600
11.00536432 52.21442600
11.00836224 52.21442600
11.01136016 52.21442600
11.01435808 52.21442600
11.01735600 52.21442600
11.02035392 52.21442600
11.02335184 52.21442600
11.02634976 52.21442600
11.02934768 52.21442600
11.03234560 52.21442600
11.03534352 52.21442600
11.03834144 52.21442600
11.04133936 52.21442600
11.04433728 52.21442600
11.04733520 52.21442600
11.05033312 52.21442600
11.05333104 52.21442600
11.05632896 52.21442600
11.05932688 52.21442600
11.06232480 52.21442600
11.06532272 52.21442600
11.06832064 52.21442600
11.07131856 52.21442600
11.07431648 52.21442600
11.07731440 52.21442600
11.08031232 52.21442600
11.08331024 52.21442600
11.08630816 52.21442600
11.08930608 52.21442600
11.09230400 52.21442600
11.09530192 52.21442600
11.09829984 52.21442600
11.10129776 52.21442600
11.10429568 52.21442600
11.10729360 52.21442600
11.11029152 52.21442600
11.11328944 52.21442600
11.11628736 52.21442600
11.11928528 52.21442600
11.12228320 52.21442600
11.12528112 52.21442600
11.12827904 52.21442600
11.13127696 52.21442600
11.13427488 52.21442600
11.13727280 52.21442600
11.14027072 52.21442600
11.14326864 52.21442600
11.14626656 52.21442600
11.14926448 52.21442600
11.15226240 52.21442600
11.15526032 52.21442600
11.15825824 52.21442600
11.16125616 52.21442600
11.16425408 52.21442600
11.16725200 52.21442600
11.17024992 52.21442600
11.17324784 52.21442600
11.17624576 52.21442600
11.17924368 52.21442600
11.18224160 52.21442600
11.18523952 52.21442600
11.18823744 52.21442600
11.19123536 52.21442600
11.19423328 52.21442600
11.19723120 52.21442600
11.20022912 52.21442600
11.20322704 52.21442600
11.20622496 52.21442600
11.20922288 52.21442600
11.21222080 52.21442600
11.21521872 52.21442600
11.21821664 52.21442600
11.22121456 52.21442600
11.22421248 52.21442600
11.22721040 52.21442600
11.23020832 52.21442600
11.23320624 52.21442600
11.23620416 52.21442600
11.23920208 52.21442600
11.24220000 52.21442600
11.24519792 52.21442600
11.24819584 52.21442600
11.25119376 52.21442600
11.25419168 52.21442600
11.25718960 52.21442600
11.26018752 52.21442600
11.26318544 52.21442600
11.26618336 52.21442600
11.26918128 52.21442600
11.27217920 52.21442600
11.27517712 52.21442600
11.27817504 52.21442600
11.28117296 52.21442600
11.28417088 52.21442600
11.28716880 52.21442600
11.29016672 52.21442600
11.29316464 52.21442600
11.29616256 52.21442600
11.29916048 52.21442600
11.30215840 52.21442600
11.30515632 52.21442600
11.30815424 52.21442600
11.31115216 52.21442600
11.31415008 52.21442600
11.31714800 52.21442600
11.32014592 52.21442600
11.32314384 52.21442600
11.32614176 52.21442600
11.32913968 52.21442600
11.33213760 52.21442600
11.33513552 52.21442600
11.33813344 52.21442600
11.34113136 52.21442600
11.34412928 52.21442600
11.34712720 52.21442600
11.35012512 52.21442600
11.35312304 52.21442600
11.35612096 52.21442600
11.35911888 52.21442600
11.36211680 52.21442600
11.36511472 52.21442600
11.36811264 52.21442600
11.37111056 52.21442600
11.37410848 52.21442600
11.37710640 52.21442600
11.38010432 52.21442600
11.38310224 52.21442600
11.38610016 52.21442600
11.38909808 52.21442600
11.39209600 52.21442600
11.39509392 52.21442600
11.39809184 52.21442600
11.40108976 52.21442600
11.40408768 52.21442600
11.40708560 52.21442600
11.41008352 52.21442600
11.41308144 52.21442600
11.41607936 52.21442600
11.41907728 52.21442600
11.42207520 52.21442600
11.42507312 52.21442600
11.42807104 52.21442600
11.43106896 52.21442600
11.43406688 52.21442600
11.43706480 52.21442600
11.44006272 52.21442600
11.44306064 52.21442600
11.44605856 52.21442600
11.44905648 52.21442600
11.45205440 52.21442600
11.45505232 52.21442600
11.45805024 52.21442600
11.46104816 52.21442600
11.46404608 52.21442600
11.46704400 52.21442600
11.47004192 52.21442600
11.47303984 52.21442600
11.47603776 52.21442600
11.47903568 52.21442600
11.48203360 52.21442600
11.48503152 52.21442600
11.48802944 52.21442600
11.49102736 52.21442600
11.49402528 52.21442600
11.49702320 52.21442600
11.50002112 52.21442600
11.50301904 52.21442600
11.50601696 52.21442600
11.50901488 52.21442600
11.51201280 52.21442600
11.51501072 52.21442600
11.51800864 52.21442600
11.52100656 52.21442600
11.52400448 52.21442600
11.52700240 52.21442600
11.53000032 52.21442600
11.53299824 52.21442600
11.53599616 52.21442600
11.53899408 52.21442600
11.54199200 52.21442600
11.54498992 52.21442600
11.54798784 52.21442600
11.55098576 52.21442600
11.55398368 52.21442600
11.55698160 52.21442600
11.55997952 52.21442600
11.56297744 52.21442600
11.56597536 52.21442600
11.56897328 52.21442600
11.57197120 52.21442600
11.57496912 52.21442600
11.57796704 52.21442600
11.58096496 52.21442600
11.58396288 52.21442600
11.58696080 52.21442600
11.58995872 52.21442600
11.59295664 52.21442600
11.59595456 52.21442600
11.59895248 52.21442600
11.60195040 52.21442600
11.60494832 52.21442600
11.60794624 52.21442600
11.61094416 52.21442600
11.61394208 52.21442600
11.61694000 52.21442600
11.61993792 52.21442600
11.62293584 52.21442600
11.62593376 52.21442600
11.62893168 52.21442600
11.63192960 52.21442600
11.63492752 52.21442600
11.63792544 52.21442600
11.64092336 52.21442600
11.64392128 52.21442600
11.64691920 52.21442600
11.64991712 52.21442600
11.65291504 52.21442600
11.65591296 52.21442600
11.65891088 52.21442600
11.66190880 52.21442600
11.66490672 52.21442600
11.66790464 52.21442600
11.67090256 52.21442600
11.67390048 52.21442600
11.67689840 52.21442600
11.67989632 52.21442600
11.68289424 52.21442600
11.68589216 52.21442600
11.68889008 52.21442600
11.69188800 52.21442600
11.69488592 52.21442600
11.69788384 52.21442600
11.70088176 52.21442600
11.70387968 52.21442600
11.70687760 52.21442600
11.70987552 52.21442600
11.71287344 52.21442600
11.71587136 52.21442600
11.71886928 52.21442600
11.72186720 52.21442600
11.72486512 52.21442600
11.72786304 52.21442600
11.73086096 52.21442600
11.73385888 52.21442600
11.73685680 52.21442600
11.73985472 52.21442600
11.74285264 52.21442600
11.74585056 52.21442600
11.74884848 52.21442600
11.75184640 52.21442600
11.75484432 52.21442600
11.75784224 52.21442600
11.76084016 52.21442600
11.76383808 52.21442600
11.76683600 52.21442600
11.76983392 52.21442600
11.77283184 52.21442600
11.77582976 52.21442600
11.77882768 52.21442600
11.78182560 52.21442600
11.78482352 52.21442600
11.78782144 52.21442600
11.79081936 52.21442600
11.79381728 52.21442600
11.79681520 52.21442600
11.79981312 52.21442600
11.80281104 52.21442600
11.80580896 52.21442600
11.80880688 52.21442600
11.81180480 52.21442600
11.81480272 52.21442600
11.81780064 52.21442600
11.82079856 52.21442600
11.82379648 52.21442600
11.82679440 52.21442600
11.82979232 52.21442600
11.83279024 52.21442600
11.83578816 52.21442600
11.83878608 52.21442600
11.84178400 52.21442600
11.84478192 52.21442600
11.84777984 52.21442600
11.85077776 52.21442600
11.85377568 52.21442600
11.85677360 52.21442600
11.85977152 52.21442600
11.86276944 52.21442600
11.86576736 52.21442600
11.86876528 52.21442600
11.87176320 52.21442600
11.87476112 52.21442600
11.87775904 52.21442600
11.88075696 52.21442600
11.88375488 52.21442600
11.88675280 52.21442600
11.88975072 52.21442600
11.89274864 52.21442600
11.89574656 52.21442600
11.89874448 52.21442600
11.90174240 52.21442600
11.90474032 52.21442600
11.90773824 52.21442600
11.91073616 52.21442600
11.91373408 52.21442600
11.91673200 52.21442600
11.91972992 52.21442600
11.92272784 52.21442600
11.92572576 52.21442600
11.92872368 52.21442600
11.93172160 52.21442600
11.93471952 52.21442600
11.93771744 52.21442600
11.94071536 52.21442600
11.94371328 52.21442600
11.94671120 52.21442600
11.94970912 52.21442600
11.95270704 52.21442600
11.95570496 52.21442600
11.95870288 52.21442600
11.96170080 52.21442600
11.96469872 52.21442600
11.96769664 52.21442600
11.97069456 52.21442600
11.97369248 52.21442600
11.97669040 52.21442600
11.97968832 52.21442600
11.98268624 52.21442600
11.98568416 52.21442600
11.98868208 52.21442600
