# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
542 7 8.49201 0.17308 0.84115
542 8 8.99566 0.35652 0.29151
542 9 8.99587 0.25139 0.33017
543 1 3.56411 0.05182 0.00819
543 2 3.92018 0.07184 0.03888
543 3 4.55301 0.05201 0.02045
543 4 5.66950 0.12766 0.03888
543 5 6.09517 0.10393 0.14058
543 6 6.41436 0.14855 0.10032
543 7 8.49156 0.17258 0.76097
543 8 8.99452 0.25211 0.39982
543 9 8.99599 0.35535 0.31114
544 1 1.68349 0.03113 0.00054
544 2 2.44842 0.04477 0.00168
544 3 3.44743 0.05751 0.00744
544 4 5.28705 0.12964 0.03773
544 5 5.82056 0.11338 0.03010
544 6 6.70822 0.12519 0.02521
544 7 8.65270 0.12311 0.44731
544 8 8.84625 0.16452 0.28339
544 9 9.99388 0.34816 0.09357
545 1 1.78014 0.02560 0.00062
545 2 2.53165 0.05805 0.00193
545 3 3.53440 0.06011 0.00773
545 4 5.30507 0.12785 0.03959
545 5 5.85285 0.11218 0.03018
545 6 6.67698 0.12488 0.02521
545 7 8.65279 0.12512 0.85953
545 8 8.85038 0.17552 0.29694
545 9 9.95083 0.34836 0.09525
546 1 1.87806 0.02071 0.00072
546 2 2.61260 0.04237 0.00220
546 3 3.61873 0.06635 0.00844
546 4 5.32332 0.12680 0.04158
546 5 5.88421 0.11103 0.03087
546 6 6.64607 0.12450 0.02544
546 7 8.65225 0.12732 0.68251
546 8 8.85488 0.17895 0.30863
546 9 9.90664 0.37802 0.09706
547 1 1.97694 0.01587 0.00083
547 2 2.69098 0.04531 0.00253
547 3 3.70016 0.06440 0.01374
547 4 5.34176 0.12512 0.04375
547 5 5.91446 0.11026 0.03286
547 6 6.61585 0.12455 0.02587
547 7 8.65102 0.12986 0.63376
547 8 8.85971 0.16830 0.31871
547 9 9.86146 0.34708 0.09908
548 1 2.07645 0.01555 0.00095
548 2 2.76657 0.05825 0.00289
548 3 3.77831 0.06331 0.02149
548 4 5.36032 0.12302 0.04620
548 5 5.94351 0.10957 0.07276
548 6 6.58656 0.12509 0.02661
548 7 8.64904 0.13238 0.62159
548 8 8.86489 0.16638 0.32748
548 9 9.81541 0.33698 0.10132
549 1 2.17630 0.02252 0.00109
549 2 2.83917 0.05660 0.00334
549 3 3.85299 0.06623 0.01583
549 4 5.37888 0.12153 0.04895
549 5 5.97115 0.10928 0.01689
549 6 6.55853 0.12403 0.02776
549 7 8.64634 0.13498 0.64895
549 8 8.87044 0.16036 0.34099
549 9 9.76871 0.27767 0.10383
550 1 2.27620 0.03021 0.00126
550 2 2.90860 0.06274 0.00379
550 3 3.92392 0.07268 0.01430
550 4 5.39737 0.12008 0.05217
550 5 5.99732 0.10930 0.01886
550 6 6.53197 0.12286 0.02952
550 7 8.64290 0.13720 0.69088
550 8 8.87629 0.15786 0.34872
550 9 9.72152 0.26499 0.10666
551 1 2.37586 0.04618 0.00144
551 2 2.97470 0.06218 0.00434
551 3 3.99087 0.07359 0.00633
551 4 5.41575 0.11900 0.05610
551 5 6.02190 0.11046 0.05184
551 6 6.50715 0.12345 0.05984
551 7 8.63867 0.13972 0.77915
551 8 8.88243 0.15694 0.35684
551 9 9.67406 0.25627 0.10988
552 1 2.47501 0.06707 0.00165
552 2 3.03738 0.05983 0.00500
552 3 4.05367 0.07523 0.00371
552 4 5.43392 0.11828 0.06124
552 5 6.04472 0.11088 0.09447
552 6 6.48424 0.12195 0.07474
552 7 8.63366 0.14235 1.06002
552 8 8.88885 0.15705 0.36611
552 9 9.62649 0.25026 0.11354
553 1 2.57336 0.07568 0.00189
553 2 3.09653 0.07490 0.00584
553 3 4.11213 0.08314 0.00461
553 4 5.45185 0.11749 0.06932
553 5 6.06570 0.10821 0.09727
553 6 6.46350 0.12012 0.09617
553 7 8.62797 0.14504 0.87323
553 8 8.89547 0.15854 0.37717
553 9 9.57912 0.25167 0.11774
554 1 2.67066 0.08400 0.00217
554 2 3.15208 0.06366 0.00698
554 3 4.16619 0.08464 0.00616
554 4 5.46950 0.11690 0.09050
554 5 6.08474 0.10787 0.09341
554 6 6.44497 0.11875 0.12087
554 7 8.62155 0.14946 0.66493
554 8 8.90228 0.16102 0.39067
554 9 9.53211 0.24523 0.12256
555 1 2.76663 0.10510 0.00250
555 2 3.20400 0.06012 0.00945
555 3 4.21574 0.08373 0.01159
555 4 5.48680 0.11620 0.07573
555 5 6.10171 0.10752 0.12486
555 6 6.42875 0.11770 0.09124
555 7 8.61451 0.16598 0.55916
555 8 8.90920 0.17095 0.40726
555 9 9.48579 0.24147 0.12813
556 1 2.86100 0.10944 0.00289
556 2 3.25227 0.05830 0.00877
556 3 4.26080 0.08503 0.01060
556 4 5.50371 0.11552 0.06378
556 5 6.11649 0.10816 0.15607
556 6 6.41493 0.11662 0.08132
556 7 8.60692 0.16297 0.32895
556 8 8.91622 0.16344 0.42841
556 9 9.44034 0.24286 0.13456
557 1 2.95350 0.12352 0.00336
557 2 3.29691 0.06061 0.00796
557 3 4.30142 0.08660 0.01094
557 4 5.52020 0.11546 0.05780
557 5 6.12902 0.11099 0.21416
557 6 6.40345 0.11581 0.07608
557 7 8.59883 0.16258 0.30857
557 8 8.92323 0.16702 0.45611
557 9 9.39607 0.24723 0.14203
558 1 3.04385 0.11078 0.00397
558 2 3.33795 0.06135 0.00773
558 3 4.33770 0.08668 0.01172
558 4 5.53624 0.11468 0.05363
558 5 6.13924 0.11124 0.31234
558 6 6.39424 0.11541 0.07356
558 7 8.59037 0.16325 0.29588
558 8 8.93028 0.16245 0.49385
558 9 9.35319 0.25824 0.15073
559 1 3.13178 0.09988 0.00480
559 2 3.37545 0.06183 0.00768
559 3 4.36974 0.08402 0.01304
559 4 5.55180 0.11409 0.05050
559 5 6.14706 0.11116 0.22653
559 6 6.38720 0.11542 0.07288
559 7 8.58165 0.16440 0.28915
559 8 8.93723 0.16713 0.54910
559 9 9.31197 0.27390 0.16094
560 1 3.21695 0.08609 0.00758
560 2 3.40951 0.06176 0.00765
560 3 4.39784 0.08303 0.01448
560 4 5.56685 0.11408 0.04830
560 5 6.15255 0.11210 0.20949
560 6 6.38216 0.11626 0.07292
560 7 8.57275 0.16652 0.28675
560 8 8.94410 0.17447 0.64230
560 9 9.27261 0.28638 0.17296
561 1 3.29910 0.07774 0.00611
561 2 3.44024 0.06165 0.00772
561 3 4.42218 0.08218 0.01673
561 4 5.58133 0.11514 0.04635
561 5 6.15564 0.11332 0.20263
561 6 6.37898 0.11857 0.07338
561 7 8.56378 0.20388 0.28836
561 8 8.95084 0.18170 0.85646
561 9 9.23535 0.26777 0.18725
562 1 3.37788 0.07450 0.00642
562 2 3.46773 0.06076 0.00777
562 3 4.44307 0.07345 0.01967
562 4 5.59524 0.11718 0.04463
562 5 6.15648 0.11479 0.20246
562 6 6.37737 0.12514 0.07410
562 7 8.55488 0.21938 0.29422
562 8 8.95735 0.19097 0.99241
562 9 9.20036 0.26323 0.20438
563 1 3.45292 0.07671 0.00688
563 2 3.49222 0.05937 0.00791
563 3 4.46079 0.06501 0.02499
563 4 5.60855 0.12008 0.04342
563 5 6.15513 0.11651 0.21072
563 6 6.37713 0.12630 0.07511
563 7 8.54615 0.21675 0.30381
563 8 8.96364 0.20087 0.65918
563 9 9.16780 0.25553 0.22522
564 1 3.51378 0.05855 0.00795
564 2 3.52388 0.07785 0.00757
564 3 4.47572 0.06268 0.02945
564 4 5.62120 0.12762 0.04219
564 5 6.15180 0.11836 0.22480
564 6 6.37799 0.12232 0.07707
564 7 8.53776 0.22106 0.31795
564 8 8.96964 0.21223 0.53356
564 9 9.13776 0.25266 0.25527
565 1 3.53263 0.06830 0.00800
565 2 3.59034 0.07423 0.00839
565 3 4.48813 0.06463 0.02437
565 4 5.63319 0.12803 0.04126
565 5 6.14670 0.11991 0.25148
565 6 6.37970 0.12170 0.07891
565 7 8.52972 0.20765 0.33750
565 8 8.97531 0.22543 0.46450
565 9 9.11042 0.25078 0.28890
566 1 3.54894 0.06757 0.00809
566 2 3.65192 0.07878 0.00933
566 3 4.49836 0.06647 0.02275
566 4 5.64446 0.12147 0.04033
566 5 6.14020 0.12105 0.35486
566 6 6.38204 0.12296 0.08074
566 7 8.52223 0.20931 0.36413
566 8 8.98058 0.23979 0.41901
566 9 9.08578 0.24874 0.33409
567 1 3.56285 0.06637 0.00819
567 2 3.70819 0.08157 0.01212
567 3 4.50666 0.05946 0.02204
567 4 5.65493 0.11992 0.03969
567 5 6.13261 0.11962 0.29647
567 6 6.38474 0.12516 0.08237
567 7 8.51533 0.21125 0.40011
567 8 8.98541 0.26800 0.38659
567 9 9.06390 0.24744 0.40130
568 1 3.57461 0.06439 0.00828
568 2 3.75868 0.07868 0.01435
568 3 4.51335 0.05716 0.02134
568 4 5.66455 0.11981 0.03912
568 5 6.12440 0.11629 0.22078
568 6 6.38759 0.12718 0.08439
568 7 8.50910 0.20584 0.45114
568 8 8.98979 0.27562 0.36404
568 9 9.04480 0.24686 0.53115
569 1 3.58432 0.06372 0.00838
569 2 3.80299 0.07713 0.01656
569 3 4.51865 0.05665 0.02123
569 4 5.67318 0.12114 0.03851
569 5 6.11598 0.11235 0.18826
569 6 6.39041 0.12810 0.08640
569 7 8.50361 0.19976 0.52624
569 8 8.99362 0.29704 0.38349
569 9 9.02852 0.24802 0.62096
570 1 3.59211 0.05655 0.00844
570 2 3.84067 0.07576 0.02268
570 3 4.52276 0.05813 0.02113
570 4 5.68071 0.12375 0.03815
570 5 6.10791 0.10989 0.16594
570 6 6.39301 0.12898 0.08732
570 7 8.49897 0.19870 0.65686
570 8 8.99689 0.31619 0.31058
570 9 9.01497 0.25289 0.41441
571 1 3.59820 0.05548 0.00844
571 2 3.87137 0.07395 0.01897
571 3 4.52585 0.06992 0.02102
571 4 5.68700 0.12681 0.03792
571 5 6.10066 0.10795 0.15247
571 6 6.39529 0.13141 0.08816
571 7 8.49519 0.19764 1.16269
571 8 8.99953 0.33959 0.29891
571 9 9.00421 0.25324 0.40017
572 1 3.60267 0.05480 0.00845
572 2 3.89472 0.07162 0.02140
572 3 4.52804 0.05967 0.02093
572 4 5.69189 0.13154 0.03771
572 5 6.09469 0.10789 0.13912
572 6 6.39706 0.13677 0.08992
572 7 8.49231 0.19523 0.81501
572 8 8.99614 0.25517 0.35999
572 9 9.00157 0.43644 0.33886
573 1 3.60557 0.05413 0.00846
573 2 3.91046 0.06944 0.02790
573 3 4.52944 0.05644 0.02078
573 4 5.69525 0.13062 0.03753
573 5 6.09046 0.12595 0.13401
573 6 6.39832 0.15706 0.09095
573 7 8.49039 0.19295 0.51142
573 8 8.99078 0.25645 0.37697
573 9 9.00292 0.34724 0.30406
574 1 3.60701 0.05394 0.00848
574 2 3.91838 0.06867 0.05708
574 3 4.53013 0.05504 0.02060
574 4 5.69699 0.12889 0.03739
574 5 6.08828 0.10586 0.13079
574 6 6.39895 0.14841 0.09158
574 7 8.48940 0.17552 0.28008
574 8 8.98811 0.25764 0.36964
574 9 9.00361 0.33855 0.30009
575 1 1.87516 0.02081 0.00071
575 2 2.61459 0.04190 0.00221
575 3 3.61403 0.06506 0.00838
575 4 5.32368 0.12667 0.04155
575 5 5.88319 0.11107 0.03078
575 6 6.64646 0.12443 0.02538
575 7 8.65279 0.12777 0.00082
575 8 8.85443 0.16822 0.30767
575 9 9.90766 0.39170 0.09703
576 1 1.97126 0.01609 0.00082
576 2 2.69531 0.04506 0.00255
576 3 3.69092 0.06449 0.01346
576 4 5.34257 0.12807 0.04380
576 5 5.91254 0.11007 0.03254
576 6 6.61651 0.12405 0.02577
576 7 8.65213 0.13032 0.59566
576 8 8.85887 0.17010 0.31773
576 9 9.86341 0.34594 0.09898
577 1 2.06815 0.01542 0.00094
577 2 2.77350 0.05775 0.00293
577 3 3.76485 0.06273 0.01821
577 4 5.36170 0.12464 0.04633
577 5 5.94075 0.10902 0.06817
577 6 6.58737 0.12422 0.02653
577 7 8.65075 0.13308 0.57856
577 8 8.86369 0.16552 0.32660
577 9 9.81826 0.34388 0.10116
578 1 2.16554 0.02266 0.00108
578 2 2.84890 0.05852 0.00340
578 3 3.83554 0.06305 0.01467
578 4 5.38088 0.12196 0.04922
578 5 5.96770 0.10848 0.01662
578 6 6.55934 0.12470 0.02767
578 7 8.64862 0.13603 0.60477
578 8 8.86891 0.16262 0.33464
578 9 9.77239 0.28034 0.10361
579 1 2.26314 0.02546 0.00123
579 2 2.92125 0.05955 0.00388
579 3 3.90282 0.07331 0.01107
579 4 5.40013 0.12013 0.05265
579 5 5.99330 0.10811 0.01850
579 6 6.53266 0.12320 0.02941
579 7 8.64571 0.13891 0.64125
579 8 8.87449 0.15738 0.34781
579 9 9.72596 0.26711 0.10637
580 1 2.36066 0.04176 0.00141
580 2 2.99037 0.06069 0.00448
580 3 3.96643 0.07200 0.00662
580 4 5.41929 0.11904 0.05691
580 5 6.01737 0.10829 0.04054
580 6 6.50762 0.12253 0.07036
580 7 8.64197 0.14152 0.69645
580 8 8.88042 0.15531 0.35582
580 9 9.67913 0.25769 0.10950
581 1 2.45784 0.06483 0.00161
581 2 3.05605 0.05751 0.00523
581 3 4.02621 0.07406 0.00340
581 4 5.43836 0.11869 0.06284
581 5 6.03983 0.10902 0.08048
581 6 6.48436 0.12285 0.07435
581 7 8.63744 0.14393 0.81408
581 8 8.88672 0.15474 0.36473
581 9 9.63218 0.25060 0.11308
582 1 2.55440 0.07338 0.00185
582 2 3.11820 0.07090 0.00625
582 3 4.08206 0.07524 0.00410
582 4 5.45721 0.11790 0.07307
582 5 6.06054 0.11123 0.09879
582 6 6.46314 0.12068 0.09701
582 7 8.63213 0.14675 1.33017
582 8 8.89328 0.15554 0.37511
582 9 9.58529 0.24429 0.11717
583 1 2.65007 0.07701 0.00211
583 2 3.17666 0.06318 0.00783
583 3 4.13387 0.08202 0.00514
583 4 5.47580 0.11738 0.09743
583 5 6.07940 0.10931 0.10487
583 6 6.44401 0.11916 0.11896
583 7 8.62605 0.14961 0.77687
583 8 8.90009 0.15752 0.38778
583 9 9.53874 0.24550 0.12188
584 1 2.74459 0.10569 0.00243
584 2 3.23137 0.06039 0.00973
584 3 4.18157 0.08228 0.00755
584 4 5.49409 0.11691 0.06947
584 5 6.09631 0.10827 0.11542
584 6 6.42710 0.11787 0.08843
584 7 8.61927 0.15409 0.61600
584 8 8.90710 0.16604 0.40361
584 9 9.49269 0.24180 0.12731
585 1 2.83770 0.10672 0.00276
585 2 3.28222 0.05919 0.00822
585 3 4.22518 0.08254 0.01101
585 4 5.51204 0.11618 0.06023
585 5 6.11115 0.10870 0.14425
585 6 6.41244 0.11689 0.07818
585 7 8.61184 0.16570 0.53319
585 8 8.91430 0.16593 0.42404
585 9 9.44745 0.24056 0.13360
586 1 2.92913 0.11788 0.00326
586 2 3.32926 0.05853 0.00775
586 3 4.26473 0.08343 0.01059
586 4 5.52955 0.11637 0.05481
586 5 6.12386 0.10995 0.18202
586 6 6.40003 0.11603 0.07462
586 7 8.60383 0.16551 0.31533
586 8 8.92161 0.16099 0.45097
586 9 9.40326 0.24591 0.14090
587 1 3.01861 0.10968 0.00379
587 2 3.37243 0.05856 0.00768
587 3 4.30037 0.08582 0.01097
587 4 5.54664 0.11600 0.05157
587 5 6.13429 0.11476 0.28362
587 6 6.38981 0.11556 0.07226
587 7 8.59535 0.16608 0.29943
587 8 8.92896 0.15638 0.48805
587 9 9.36033 0.25379 0.14941
588 1 3.10585 0.11838 0.00453
588 2 3.41179 0.05891 0.00767
588 3 4.33218 0.08633 0.01166
588 4 5.56325 0.11472 0.04885
588 5 6.14248 0.11232 0.26099
588 6 6.38168 0.11545 0.07068
588 7 8.58654 0.16712 0.28938
588 8 8.93633 0.16023 0.54334
588 9 9.31896 0.26394 0.15938
589 1 3.19060 0.08880 0.00584
589 2 3.44743 0.06453 0.00776
589 3 4.36036 0.08251 0.01257
589 4 5.57935 0.11498 0.04656
589 5 6.14835 0.11273 0.22553
589 6 6.37554 0.11586 0.07016
589 7 8.57742 0.16870 0.28431
589 8 8.94368 0.16834 0.63732
589 9 9.27933 0.28675 0.17113
590 1 3.27250 0.07747 0.00617
590 2 3.47942 0.06585 0.00780
590 3 4.38515 0.08350 0.01387
590 4 5.59488 0.11526 0.04466
590 5 6.15189 0.11368 0.21345
590 6 6.37116 0.11771 0.07060
590 7 8.56822 0.20938 0.28393
590 8 8.95090 0.17463 0.86364
590 9 9.24167 0.27388 0.18510
591 1 3.35132 0.08239 0.00634
591 2 3.50793 0.06715 0.00796
591 3 4.40680 0.08235 0.01530
591 4 5.60984 0.11678 0.04331
591 5 6.15315 0.11510 0.21156
591 6 6.36837 0.12226 0.07124
591 7 8.55898 0.22483 0.28772
591 8 8.95801 0.18248 0.95080
591 9 9.20618 0.26959 0.20184
592 1 3.42663 0.07334 0.00669
592 2 3.53308 0.06646 0.00802
592 3 4.42557 0.07280 0.01701
592 4 5.62420 0.11923 0.04196
592 5 6.15228 0.11670 0.21949
592 6 6.36696 0.12843 0.07198
592 7 8.54987 0.21973 0.29564
592 8 8.96490 0.19234 0.62289
592 9 9.17299 0.25892 0.22221
593 1 3.49813 0.07713 0.00733
593 2 3.55509 0.08142 0.00816
593 3 4.44173 0.07092 0.01915
593 4 5.63790 0.12417 0.04089
593 5 6.14934 0.11862 0.23452
593 6 6.36669 0.12187 0.07294
593 7 8.54100 0.22081 0.30835
593 8 8.97156 0.20334 0.50655
593 9 9.14229 0.25571 0.25176
594 1 3.56543 0.07410 0.00808
594 2 3.57413 0.08025 0.00830
594 3 4.45555 0.07541 0.02260
594 4 5.65091 0.13436 0.03989
594 5 6.14464 0.12050 0.26815
594 6 6.36735 0.12111 0.07466
594 7 8.53248 0.21180 0.32660
594 8 8.97788 0.21534 0.43994
594 9 9.11411 0.25374 0.28452
595 1 3.59043 0.08142 0.00847
595 2 3.62815 0.07788 0.00891
595 3 4.46730 0.06616 0.02999
595 4 5.66323 0.12355 0.03917
595 5 6.13834 0.12229 0.35046
595 6 6.36873 0.12177 0.07624
595 7 8.52442 0.21171 0.35158
595 8 8.98385 0.22915 0.39650
595 9 9.08860 0.25190 0.32872
596 1 3.60422 0.08742 0.00849
596 2 3.68589 0.08195 0.01147
596 3 4.47719 0.06121 0.02754
596 4 5.67474 0.12084 0.03833
596 5 6.13085 0.12225 0.26793
596 6 6.37056 0.12376 0.07771
596 7 8.51692 0.21352 0.38633
596 8 8.98937 0.25001 0.36825
596 9 9.06578 0.25037 0.39440
597 1 3.61571 0.07589 0.00858
597 2 3.73817 0.07773 0.01316
597 3 4.48543 0.05884 0.02476
597 4 5.68541 0.12044 0.03788
597 5 6.12251 0.11923 0.21144
597 6 6.37266 0.12619 0.07905
597 7 8.51012 0.21078 0.43670
597 8 8.99440 0.26277 0.41022
597 9 9.04570 0.24945 0.52370
598 1 3.62512 0.06984 0.00866
598 2 3.78461 0.07570 0.01750
598 3 4.49227 0.05765 0.02275
598 4 5.69513 0.12131 0.03738
598 5 6.11379 0.11487 0.18061
598 6 6.37485 0.12746 0.08025
598 7 8.50403 0.21181 0.51254
598 8 8.99890 0.27962 0.30820
598 9 9.02834 0.24889 0.63779
599 1 3.63265 0.06804 0.00882
599 2 3.82478 0.07435 0.01462
599 3 4.49779 0.05831 0.02246
599 4 5.70376 0.12384 0.03693
599 5 6.10518 0.11149 0.16113
599 6 6.37701 0.12826 0.08105
599 7 8.49876 0.19885 0.66212
599 8 9.00280 0.29806 0.31006
599 9 9.01371 0.25619 0.43859
600 1 3.63855 0.05653 0.00886
600 2 3.85830 0.07221 0.01760
600 3 4.50216 0.06141 0.02214
600 4 5.71117 0.12654 0.03665
600 5 6.09718 0.10875 0.14637
600 6 6.37895 0.12989 0.08268
600 7 8.49438 0.20309 1.07682
600 8 9.00181 0.25582 0.45053
600 9 9.00604 0.31822 0.31545
601 1 3.64293 0.05496 0.00889
601 2 3.88477 0.06982 0.02082
601 3 4.50546 0.06089 0.02180
601 4 5.71719 0.12974 0.03643
601 5 6.09028 0.10728 0.13272
601 6 6.38057 0.13363 0.08359
601 7 8.49090 0.19969 0.74086
601 8 8.99254 0.25799 0.38850
601 9 9.00861 0.36006 0.29411
602 1 3.64596 0.05342 0.00888
602 2 3.90393 0.06734 0.02403
602 3 4.50777 0.05381 0.02140
602 4 5.72166 0.14636 0.03628
602 5 6.08498 0.10917 0.12666
602 6 6.38180 0.14282 0.08427
602 7 8.48841 0.19693 0.27398
602 8 8.98598 0.26046 0.37230
602 9 9.01047 0.34270 0.30643
603 1 3.64772 0.05285 0.00890
603 2 3.91550 0.06622 0.03389
603 3 4.50912 0.05135 0.02117
603 4 5.72442 0.13090 0.03617
603 5 6.08162 0.11196 0.12906
603 6 6.38255 0.14966 0.08471
603 7 8.48691 0.19501 0.26052
603 8 8.98205 0.26168 0.36509
603 9 9.01161 0.32478 0.28640
604 1 3.64832 0.05246 0.00893
604 2 3.91940 0.06521 0.04269
604 3 4.50957 0.05058 0.02096
604 4 5.72535 0.13027 0.03612
604 5 6.08045 0.10633 0.12786
604 6 6.38282 0.14731 0.08494
604 7 8.48640 0.17825 0.24982
604 8 8.98073 0.26260 0.35906
604 9 9.01197 0.32273 0.28544
605 1 2.06538 0.01531 0.00094
605 2 2.77590 0.05767 0.00294
605 3 3.76027 0.06232 0.01772
605 4 5.36215 0.12560 0.04633
605 5 5.93982 0.10903 0.06544
605 6 6.58764 0.12382 0.02645
605 7 8.65132 0.13337 0.59917
605 8 8.86327 0.16790 0.32634
605 9 9.81922 0.34737 0.10109
606 1 2.16013 0.02397 0.00107
606 2 2.85403 0.06023 0.00342
606 3 3.82658 0.06202 0.01609
606 4 5.38193 0.12072 0.04933
606 5 5.96596 0.10809 0.01643
606 6 6.55973 0.12360 0.02753
606 7 8.64979 0.13663 0.59724
606 8 8.86810 0.16638 0.33435
606 9 9.77422 0.28136 0.10345
607 1 2.25524 0.02170 0.00122
607 2 2.92938 0.05864 0.00394
607 3 3.88963 0.07190 0.01518
607 4 5.40184 0.11983 0.05292
607 5 5.99081 0.10738 0.01824
607 6 6.53308 0.12387 0.02930
607 7 8.64745 0.13994 0.62077
607 8 8.87335 0.16027 0.34772
607 9 9.72860 0.26851 0.10616
608 1 2.35042 0.04160 0.00139
608 2 3.00167 0.05906 0.00459
608 3 3.94929 0.07132 0.00703
608 4 5.42178 0.11910 0.05751
608 5 6.01426 0.10742 0.02039
608 6 6.50792 0.12264 0.06235
608 7 8.64428 0.14305 0.65501
608 8 8.87904 0.15572 0.35533
608 9 9.68255 0.26038 0.10922
609 1 2.44542 0.05713 0.00159
609 2 3.07065 0.07619 0.00545
609 3 4.00541 0.07412 0.00616
609 4 5.44168 0.11887 0.06409
609 5 6.03620 0.10708 0.07353
609 6 6.48442 0.12202 0.07405
609 7 8.64026 0.14603 0.72803
609 8 8.88510 0.15354 0.36394
609 9 9.63626 0.25041 0.11271
610 1 2.53996 0.06049 0.00181
610 2 3.13613 0.06945 0.00657
610 3 4.05787 0.07338 0.00376
610 4 5.46144 0.11847 0.07692
610 5 6.05650 0.10772 0.09807
610 6 6.46281 0.12217 0.09772
610 7 8.63537 0.14821 0.90253
610 8 8.89151 0.15356 0.37390
610 9 9.58997 0.24438 0.11671
611 1 2.63379 0.06591 0.00207
611 2 3.19792 0.06296 0.00888
611 3 4.10665 0.07924 0.00452
611 4 5.48099 0.11780 0.08192
611 5 6.07505 0.10842 0.10186
611 6 6.44320 0.11974 0.11716
611 7 8.62971 0.15090 0.96964
611 8 8.89829 0.15565 0.38598
611 9 9.54389 0.24533 0.12132
612 1 2.72663 0.11193 0.00236
612 2 3.25584 0.06089 0.00871
612 3 4.15171 0.08485 0.00571
612 4 5.50029 0.11730 0.06487
612 5 6.09178 0.11141 0.10151
612 6 6.42569 0.11820 0.08628
612 7 8.62323 0.15383 0.68145
612 8 8.90533 0.15944 0.40123
612 9 9.49826 0.24170 0.12662
613 1 2.81825 0.10769 0.00271
613 2 3.30977 0.06027 0.00789
613 3 4.19308 0.08132 0.00917
613 4 5.51924 0.11705 0.05801
613 5 6.10653 0.11084 0.13350
613 6 6.41031 0.11722 0.07725
613 7 8.61601 0.15820 0.55793
613 8 8.91265 0.16102 0.42093
613 9 9.45330 0.24032 0.13277
614 1 2.90837 0.11709 0.00314
614 2 3.35965 0.06059 0.00765
614 3 4.23082 0.08122 0.01106
614 4 5.53786 0.11709 0.05335
614 5 6.11924 0.11091 0.16708
614 6 6.39706 0.11627 0.07270
614 7 8.60815 0.16598 0.49548
614 8 8.92014 0.15592 0.44702
614 9 9.40929 0.24437 0.13991
615 1 2.99673 0.10436 0.00364
615 2 3.40543 0.06146 0.00767
615 3 4.26509 0.08204 0.01060
615 4 5.55602 0.11715 0.04985
615 5 6.12980 0.11311 0.22244
615 6 6.38591 0.11570 0.06983
615 7 8.59973 0.16823 0.30323
615 8 8.92779 0.15077 0.48353
615 9 9.36645 0.25072 0.14823
616 1 3.08307 0.09258 0.00431
616 2 3.44710 0.06408 0.00778
616 3 4.29600 0.08406 0.01094
616 4 5.57371 0.11688 0.04725
616 5 6.13819 0.11363 0.30745
616 6 6.37677 0.11532 0.06833
616 7 8.59085 0.16933 0.28944
616 8 8.93549 0.15448 0.53817
616 9 9.32504 0.26897 0.15799
617 1 3.16710 0.08676 0.00535
617 2 3.48467 0.08244 0.00785
617 3 4.32373 0.08533 0.01155
617 4 5.59089 0.11574 0.04520
617 5 6.14431 0.11355 0.24762
617 6 6.36951 0.11578 0.06816
617 7 8.58165 0.17096 0.28251
617 8 8.94326 0.16202 0.63317
617 9 9.28526 0.28170 0.16949
618 1 3.24855 0.08042 0.00627
618 2 3.51824 0.07558 0.00799
618 3 4.34852 0.08206 0.01224
618 4 5.60753 0.11607 0.04353
618 5 6.14820 0.11464 0.22812
618 6 6.36399 0.11706 0.06787
618 7 8.57221 0.22680 0.28024
618 8 8.95099 0.16799 0.87058
618 9 9.24731 0.28509 0.18316
619 1 3.32710 0.07528 0.00629
619 2 3.54795 0.07594 0.00813
619 3 4.37061 0.08488 0.01310
619 4 5.62357 0.11729 0.04203
619 5 6.14985 0.11574 0.22220
619 6 6.36001 0.12079 0.06835
619 7 8.56270 0.22427 0.28240
619 8 8.95864 0.17554 0.89957
619 9 9.21142 0.27274 0.19956
620 1 3.40243 0.07264 0.00658
620 2 3.57392 0.07962 0.00833
620 3 4.39019 0.08540 0.01413
620 4 5.63901 0.11834 0.04082
620 5 6.14937 0.11740 0.22997
620 6 6.35743 0.13531 0.06890
620 7 8.55323 0.22155 0.28914
620 8 8.96613 0.18505 0.60390
620 9 9.17776 0.26000 0.21950
621 1 3.47423 0.07474 0.00708
621 2 3.59634 0.07790 0.00851
621 3 4.40749 0.08177 0.01527
621 4 5.65376 0.12196 0.03975
621 5 6.14682 0.11894 0.24495
621 6 6.35599 0.12235 0.06959
621 7 8.54394 0.22294 0.30059
621 8 8.97339 0.19518 0.48700
621 9 9.14643 0.25862 0.24424
622 1 3.54208 0.07426 0.00788
622 2 3.61550 0.08698 0.00863
622 3 4.42275 0.07900 0.01666
622 4 5.66785 0.13533 0.03884
622 5 6.14242 0.12068 0.28792
622 6 6.35551 0.12038 0.07035
622 7 8.53494 0.22278 0.31734
622 8 8.98040 0.20633 0.42583
622 9 9.11756 0.25703 0.28053
623 1 3.60566 0.07745 0.00856
623 2 3.63163 0.07040 0.00886
623 3 4.43615 0.07193 0.01820
623 4 5.68122 0.12638 0.03804
623 5 6.13639 0.12276 0.37691
623 6 6.35578 0.12076 0.07169
