# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
461 7 8.57281 0.15485 0.29704
461 8 8.93462 0.18193 0.51598
461 9 9.32594 0.27353 0.15732
462 1 3.22535 0.09187 0.00683
462 2 3.26912 0.05876 0.00834
462 3 4.48280 0.08599 0.02513
462 4 5.51441 0.11222 0.05923
462 5 6.16124 0.11114 0.18899
462 6 6.40624 0.11656 0.08326
462 7 8.56462 0.15668 0.29838
462 8 8.94020 0.18774 0.57476
462 9 9.28586 0.27688 0.16876
463 1 3.29961 0.05803 0.00795
463 2 3.31037 0.08391 0.00608
463 3 4.50831 0.05956 0.02153
463 4 5.52652 0.11287 0.05622
463 5 6.16493 0.11266 0.18139
463 6 6.40474 0.11910 0.08309
463 7 8.55650 0.16072 0.30304
463 8 8.94554 0.19508 0.66164
463 9 9.24803 0.26346 0.18223
464 1 3.32731 0.05755 0.00774
464 2 3.39164 0.07747 0.00644
464 3 4.52959 0.05680 0.02072
464 4 5.53813 0.11485 0.05341
464 5 6.16625 0.11418 0.18252
464 6 6.40501 0.12562 0.08541
464 7 8.54855 0.21768 0.31089
464 8 8.95060 0.20635 0.83674
464 9 9.21259 0.25799 0.19818
465 1 3.35234 0.05670 0.00768
465 2 3.46878 0.07890 0.00694
465 3 4.54707 0.05492 0.02046
465 4 5.54913 0.11828 0.05096
465 5 6.16535 0.11560 0.18733
465 6 6.40674 0.12955 0.08815
465 7 8.54085 0.21035 0.32262
465 8 8.95534 0.21686 1.53133
465 9 9.17976 0.25372 0.21725
466 1 3.37479 0.05543 0.00768
466 2 3.54142 0.07088 0.00776
466 3 4.56116 0.05833 0.02041
466 4 5.55953 0.12810 0.04948
466 5 6.16244 0.11703 0.19606
466 6 6.40968 0.12440 0.09062
466 7 8.53347 0.20431 0.33859
466 8 8.95981 0.22836 0.80426
466 9 9.14964 0.24969 0.24031
467 1 3.39476 0.05420 0.00765
467 2 3.60908 0.07171 0.00849
467 3 4.57228 0.06130 0.02048
467 4 5.56927 0.12719 0.04780
467 5 6.15783 0.11795 0.20904
467 6 6.41343 0.12327 0.09428
467 7 8.52655 0.19806 0.35930
467 8 8.96391 0.24207 0.63974
467 9 9.12232 0.24516 0.27322
468 1 3.41239 0.05249 0.00766
468 2 3.67141 0.07755 0.00966
468 3 4.58089 0.06272 0.02054
468 4 5.57830 0.12084 0.04682
468 5 6.15180 0.11787 0.23130
468 6 6.41775 0.12416 0.09843
468 7 8.52016 0.19523 0.38622
468 8 8.96766 0.25745 0.54951
468 9 9.09792 0.24317 0.30943
469 1 3.42774 0.05087 0.00767
469 2 3.72789 0.08602 0.01299
469 3 4.58739 0.06589 0.02068
469 4 5.58660 0.11883 0.04588
469 5 6.14485 0.11634 0.27592
469 6 6.42227 0.12637 0.10382
469 7 8.51435 0.19369 0.42028
469 8 8.97102 0.27548 0.50497
469 9 9.07640 0.24187 0.35491
470 1 3.44087 0.05138 0.00772
470 2 3.77807 0.08610 0.01641
470 3 4.59219 0.07043 0.02088
470 4 5.59407 0.11851 0.04486
470 5 6.13738 0.11438 0.36863
470 6 6.42677 0.12854 0.10709
470 7 8.50916 0.19892 0.46581
470 8 8.97402 0.30689 0.46831
470 9 9.05781 0.24237 0.42678
471 1 3.45187 0.04583 0.00777
471 2 3.82148 0.08455 0.01490
471 3 4.59564 0.07065 0.02096
471 4 5.60063 0.11940 0.04428
471 5 6.12989 0.11384 0.26604
471 6 6.43100 0.13007 0.11430
471 7 8.50469 0.19458 0.52382
471 8 8.97657 0.32652 0.44182
471 9 9.04213 0.24471 0.56163
472 1 3.46077 0.04523 0.00775
472 2 3.85773 0.08359 0.01762
472 3 4.59801 0.06096 0.02104
472 4 5.60621 0.12103 0.04380
472 5 6.12287 0.11081 0.21812
472 6 6.43475 0.13155 0.12166
472 7 8.50097 0.19257 0.60896
472 8 8.97869 0.34736 0.42421
472 9 9.02939 0.24642 0.55209
473 1 3.46767 0.04498 0.00777
473 2 3.88639 0.08252 0.02096
473 3 4.59960 0.05372 0.02109
473 4 5.61068 0.12547 0.04344
473 5 6.11682 0.11093 0.19347
473 6 6.43786 0.13484 0.12547
473 7 8.49807 0.18882 0.73368
473 8 8.98034 0.37933 0.41294
473 9 9.01950 0.24729 0.39990
474 1 3.47259 0.04820 0.00778
474 2 3.90711 0.08041 0.02555
474 3 4.60059 0.05038 0.02114
474 4 5.61397 0.12652 0.04313
474 5 6.11214 0.12317 0.18173
474 6 6.44017 0.14242 0.13510
474 7 8.49594 0.16722 0.94393
474 8 8.98154 0.45298 0.40306
474 9 9.01245 0.24759 0.40042
475 1 3.47549 0.04995 0.00778
475 2 3.91964 0.07835 0.04090
475 3 4.60112 0.04839 0.02117
475 4 5.61598 0.12554 0.04291
475 5 6.10920 0.10564 0.17259
475 6 6.44158 0.16087 0.13718
475 7 8.49468 0.16714 1.38549
475 8 8.98226 0.39857 0.39643
475 9 9.00822 0.24847 0.39681
476 1 3.47648 0.05009 0.00777
476 2 3.92383 0.07730 0.03156
476 3 4.60127 0.04792 0.02119
476 4 5.61664 0.12533 0.04276
476 5 6.10818 0.10255 0.16920
476 6 6.44206 0.15124 0.13920
476 7 8.49423 0.16614 1.08383
476 8 8.98250 0.38798 0.39195
476 9 9.00684 0.24922 0.38944
477 1 1.30283 0.02233 0.00029
477 2 2.10237 0.04714 0.00094
477 3 3.05806 0.05423 0.00507
477 4 5.21969 0.14283 0.03231
477 5 5.67987 0.11884 0.03356
477 6 6.83407 0.12755 0.02624
477 7 8.64868 0.11715 0.62888
477 8 8.83036 0.15932 0.21475
477 9 10.15691 0.25696 0.08765
478 1 1.39788 0.02182 0.00034
478 2 2.19030 0.05704 0.00109
478 3 3.16338 0.05231 0.00705
478 4 5.23576 0.13703 0.03337
478 5 5.71704 0.12058 0.03214
478 6 6.80262 0.12695 0.02586
478 7 8.65000 0.11816 0.61553
478 8 8.83452 0.16095 0.23571
478 9 10.11725 0.24986 0.08907
479 1 1.49527 0.02310 0.00040
479 2 2.27649 0.04505 0.00126
479 3 3.26690 0.05494 0.00799
479 4 5.25224 0.13495 0.03469
479 5 5.75377 0.11684 0.03107
479 6 6.77063 0.12602 0.02557
479 7 8.65081 0.11941 0.60216
479 8 8.83881 0.16342 0.25529
479 9 10.07608 0.27795 0.09048
480 1 1.59463 0.02751 0.00047
480 2 2.36062 0.03937 0.00145
480 3 3.36817 0.05720 0.00734
480 4 5.26909 0.13100 0.03614
480 5 5.78983 0.11507 0.03045
480 6 6.73841 0.12560 0.02536
480 7 8.65105 0.12075 0.64750
480 8 8.84328 0.16843 0.27320
480 9 10.03351 0.31572 0.09203
481 1 1.69562 0.03153 0.00055
481 2 2.44243 0.04428 0.00166
481 3 3.46683 0.06075 0.00747
481 4 5.28615 0.12835 0.03776
481 5 5.82503 0.11353 0.03018
481 6 6.70618 0.12525 0.02527
481 7 8.65069 0.12231 0.58933
481 8 8.84798 0.17299 0.28888
481 9 9.98968 0.34679 0.09367
482 1 1.79789 0.02214 0.00064
482 2 2.52170 0.05169 0.00190
482 3 3.56255 0.06422 0.00796
482 4 5.30339 0.12693 0.03951
482 5 5.85920 0.11266 0.03038
482 6 6.67425 0.12559 0.02531
482 7 8.64970 0.12403 0.61914
482 8 8.85293 0.17681 0.30210
482 9 9.94466 0.35503 0.09546
483 1 1.90110 0.01985 0.00074
483 2 2.59824 0.04375 0.00215
483 3 3.65498 0.06595 0.00892
483 4 5.32069 0.12430 0.04141
483 5 5.89221 0.11173 0.03122
483 6 6.64295 0.12613 0.02554
483 7 8.64805 0.12574 0.63033
483 8 8.85815 0.16524 0.31311
483 9 9.89864 0.36503 0.09740
484 1 2.00493 0.01465 0.00086
484 2 2.67189 0.04876 0.00244
484 3 3.74375 0.06607 0.01598
484 4 5.33801 0.12227 0.04337
484 5 5.92387 0.11174 0.03393
484 6 6.61252 0.12503 0.02600
484 7 8.64571 0.12758 0.66004
484 8 8.86366 0.16739 0.32238
484 9 9.85172 0.36118 0.09953
485 1 2.10907 0.01624 0.00100
485 2 2.74253 0.05890 0.00277
485 3 3.82862 0.06847 0.01135
485 4 5.35528 0.12088 0.04557
485 5 5.95409 0.11193 0.09454
485 6 6.58329 0.12397 0.02677
485 7 8.64269 0.12947 0.70986
485 8 8.86939 0.16419 0.33034
485 9 9.80411 0.28475 0.10190
486 1 2.21321 0.02321 0.00115
486 2 2.81006 0.05697 0.00314
486 3 3.90923 0.07386 0.01260
486 4 5.37240 0.11956 0.04799
486 5 5.98272 0.11751 0.01763
486 6 6.55556 0.12437 0.02797
486 7 8.63894 0.13158 0.79498
486 8 8.87539 0.16277 0.34300
486 9 9.75597 0.26943 0.10455
487 1 2.31706 0.03903 0.00133
487 2 2.87436 0.06301 0.00349
487 3 3.98535 0.07504 0.00651
487 4 5.38937 0.11840 0.05071
487 5 6.00964 0.11104 0.01982
487 6 6.52954 0.13016 0.02977
487 7 8.63453 0.13361 0.99020
487 8 8.88156 0.16248 0.35088
487 9 9.70746 0.26158 0.10754
488 1 2.42032 0.05060 0.00153
488 2 2.93538 0.06160 0.00398
488 3 4.05676 0.07773 0.00373
488 4 5.40610 0.11736 0.05389
488 5 6.03473 0.10897 0.07060
488 6 6.50550 0.12204 0.06375
488 7 8.62944 0.13588 1.00731
488 8 8.88792 0.16339 0.35942
488 9 9.65886 0.25151 0.11092
489 1 2.52271 0.06153 0.00176
489 2 2.99307 0.06664 0.00450
489 3 4.12329 0.08851 0.00475
489 4 5.42256 0.11656 0.05782
489 5 6.05785 0.10779 0.09855
489 6 6.48367 0.12049 0.07575
489 7 8.62368 0.16166 0.73425
489 8 8.89439 0.16515 0.36955
489 9 9.61036 0.24798 0.11478
490 1 2.62396 0.07945 0.00203
490 2 3.04739 0.05966 0.00513
490 3 4.18471 0.08687 0.00772
490 4 5.43868 0.11568 0.06307
490 5 6.07892 0.10707 0.10312
490 6 6.46415 0.11928 0.09535
490 7 8.61735 0.15506 0.61723
490 8 8.90093 0.16861 0.38153
490 9 9.56224 0.25153 0.11919
491 1 2.72379 0.10825 0.00234
491 2 3.09833 0.07120 0.00587
491 3 4.24101 0.08741 0.01054
491 4 5.45448 0.11482 0.07088
491 5 6.09781 0.10697 0.11842
491 6 6.44713 0.11806 0.13744
491 7 8.61046 0.15444 0.54377
491 8 8.90749 0.17548 0.39614
491 9 9.51469 0.24468 0.12426
492 1 2.82192 0.11505 0.00270
492 2 3.14587 0.06544 0.00684
492 3 4.29210 0.09097 0.01070
492 4 5.46989 0.11421 0.09147
492 5 6.11439 0.10786 0.15005
492 6 6.43265 0.11712 0.09499
492 7 8.60311 0.15459 0.32590
492 8 8.91403 0.17380 0.41429
492 9 9.46805 0.24347 0.13010
493 1 2.91808 0.12747 0.00318
493 2 3.19012 0.06326 0.00846
493 3 4.33800 0.08843 0.01163
493 4 5.48488 0.11375 0.07830
493 5 6.12863 0.11001 0.20973
493 6 6.42072 0.11636 0.08617
493 7 8.59535 0.15521 0.31061
493 8 8.92050 0.17489 0.43706
493 9 9.42254 0.24637 0.13685
494 1 3.01198 0.12218 0.00372
494 2 3.23104 0.06188 0.00973
494 3 4.37880 0.08790 0.01325
494 4 5.49942 0.11293 0.06522
494 5 6.14044 0.10958 0.29579
494 6 6.41130 0.11584 0.08084
494 7 8.58729 0.15615 0.30064
494 8 8.92689 0.16848 0.46684
494 9 9.37841 0.25412 0.14523
495 1 3.10333 0.11566 0.00446
495 2 3.26876 0.06065 0.00834
495 3 4.41462 0.08452 0.01560
495 4 5.51348 0.11255 0.05938
495 5 6.14976 0.10974 0.21227
495 6 6.40432 0.11570 0.07901
495 7 8.57898 0.15745 0.29511
495 8 8.93313 0.17504 0.50949
495 9 9.33593 0.27149 0.15478
496 1 3.19183 0.09214 0.00579
496 2 3.30335 0.05955 0.00792
496 3 4.44574 0.08248 0.02008
496 4 5.52706 0.11265 0.05600
496 5 6.15660 0.11072 0.19471
496 6 6.39958 0.11607 0.07929
496 7 8.57059 0.15900 0.29359
496 8 8.93918 0.18009 0.56492
496 9 9.29536 0.27776 0.16590
497 1 3.27718 0.08312 0.00609
497 2 3.33489 0.05845 0.00774
497 3 4.47239 0.08751 0.03178
497 4 5.54013 0.11325 0.05299
497 5 6.16097 0.11211 0.19029
497 6 6.39688 0.11774 0.07935
497 7 8.56216 0.16235 0.29583
497 8 8.94506 0.18715 0.65451
497 9 9.25690 0.27214 0.17896
498 1 3.35899 0.07829 0.00627
498 2 3.36355 0.05749 0.00764
498 3 4.49488 0.05871 0.02282
498 4 5.55264 0.11514 0.05043
498 5 6.16295 0.11359 0.18631
498 6 6.39604 0.12264 0.07982
498 7 8.55386 0.21832 0.30178
498 8 8.95066 0.19808 0.84261
498 9 9.22078 0.26015 0.19440
499 1 3.38936 0.05739 0.00770
499 2 3.43694 0.07583 0.00673
499 3 4.51362 0.05639 0.02132
499 4 5.56457 0.11739 0.04869
499 5 6.16265 0.11521 0.19147
499 6 6.39670 0.13496 0.08224
499 7 8.54573 0.21522 0.31141
499 8 8.95600 0.20855 1.20845
499 9 9.18711 0.25671 0.21284
500 1 3.41251 0.05679 0.00765
500 2 3.51063 0.07979 0.00738
500 3 4.52896 0.05518 0.02096
500 4 5.57590 0.12271 0.04704
500 5 6.16029 0.11686 0.19796
500 6 6.39865 0.12434 0.08491
500 7 8.53791 0.21277 0.32478
500 8 8.96107 0.21926 0.73866
500 9 9.15608 0.25089 0.23509
501 1 3.43310 0.05589 0.00769
501 2 3.57970 0.07236 0.00818
501 3 4.54135 0.05499 0.02066
501 4 5.58660 0.13590 0.04580
501 5 6.15609 0.11829 0.21217
501 6 6.40153 0.12306 0.08731
501 7 8.53047 0.20165 0.34297
501 8 8.96577 0.23266 0.59925
501 9 9.12775 0.24723 0.26680
502 1 3.45124 0.05453 0.00777
502 2 3.64368 0.07511 0.00919
502 3 4.55112 0.06403 0.02058
502 4 5.59659 0.12242 0.04456
502 5 6.15036 0.11872 0.23507
502 6 6.40510 0.12338 0.09012
502 7 8.52352 0.19963 0.36654
502 8 8.97015 0.24783 0.52128
502 9 9.10227 0.24527 0.30114
503 1 3.46707 0.05310 0.00776
503 2 3.70211 0.08275 0.01194
503 3 4.55873 0.06740 0.02051
503 4 5.60585 0.11938 0.04371
503 5 6.14350 0.11770 0.28684
503 6 6.40902 0.12522 0.09316
503 7 8.51716 0.19863 0.39778
503 8 8.97411 0.26529 0.46996
503 9 9.07963 0.24378 0.34651
504 1 3.48065 0.05170 0.00778
504 2 3.75460 0.08356 0.01424
504 3 4.56452 0.06733 0.02061
504 4 5.61430 0.11881 0.04295
504 5 6.13594 0.11531 0.48608
504 6 6.41304 0.12753 0.09619
504 7 8.51141 0.20174 0.43912
504 8 8.97767 0.29972 0.43305
504 9 9.05988 0.24347 0.41720
505 1 3.49210 0.05364 0.00789
505 2 3.80065 0.08215 0.01716
505 3 4.56884 0.06590 0.02065
505 4 5.62183 0.11926 0.04225
505 5 6.12812 0.11279 0.24880
505 6 6.41697 0.12906 0.10022
505 7 8.50637 0.19719 0.49362
505 8 8.98079 0.31273 0.41204
505 9 9.04303 0.24639 0.54918
506 1 3.50152 0.05266 0.00792
506 2 3.83986 0.08123 0.02286
506 3 4.57195 0.07214 0.02067
506 4 5.62839 0.12090 0.04173
506 5 6.12056 0.11179 0.20934
506 6 6.42057 0.13013 0.10342
506 7 8.50208 0.19222 0.57309
506 8 8.98343 0.33304 0.39047
506 9 9.02900 0.24751 0.57695
507 1 3.50895 0.05211 0.00793
507 2 3.87179 0.07993 0.01902
507 3 4.57417 0.05896 0.02069
507 4 5.63382 0.12402 0.04137
507 5 6.11376 0.10922 0.18402
507 6 6.42365 0.13240 0.10710
507 7 8.49861 0.19371 0.69414
507 8 8.98556 0.36123 0.38069
507 9 9.01785 0.24870 0.38982
508 1 3.51450 0.05174 0.00793
508 2 3.89607 0.07812 0.02095
508 3 4.57561 0.05339 0.02070
508 4 5.63805 0.13045 0.04107
508 5 6.10818 0.11063 0.16833
508 6 6.42608 0.13760 0.10855
508 7 8.49597 0.19130 0.91790
508 8 8.98718 0.40450 0.37240
508 9 9.00951 0.24965 0.43121
509 1 3.51815 0.05094 0.00794
509 2 3.91244 0.07588 0.02964
509 3 4.57651 0.05106 0.02069
509 4 5.64092 0.12696 0.04083
509 5 6.10422 0.11309 0.16280
509 6 6.42776 0.15282 0.11200
509 7 8.49420 0.17024 1.06921
509 8 8.98829 0.39962 0.36592
509 9 9.00400 0.25057 0.39002
510 1 3.51998 0.05082 0.00794
510 2 3.92069 0.07459 0.03778
510 3 4.57693 0.04963 0.02067
510 4 5.64236 0.12575 0.04064
510 5 6.10216 0.10371 0.15785
510 6 6.42863 0.15141 0.11376
510 7 8.49330 0.16986 0.93029
510 8 8.98883 0.37775 0.36294
510 9 9.00121 0.25152 0.47869
511 1 1.49209 0.02370 0.00040
511 2 2.27761 0.04489 0.00126
511 3 3.26171 0.05342 0.00817
511 4 5.25236 0.13508 0.03463
511 5 5.75254 0.11670 0.03107
511 6 6.77126 0.12596 0.02556
511 7 8.65126 0.11947 0.62378
511 8 8.83836 0.16137 0.25212
511 9 10.07719 0.24875 0.09050
512 1 1.58842 0.02761 0.00046
512 2 2.36324 0.03925 0.00146
512 3 3.35816 0.05817 0.00730
512 4 5.26942 0.13199 0.03611
512 5 5.78746 0.11503 0.03044
512 6 6.73954 0.12556 0.02533
512 7 8.65201 0.12114 0.56603
512 8 8.84241 0.16309 0.26976
512 9 10.03567 0.31373 0.09201
513 1 1.68653 0.03118 0.00054
513 2 2.44686 0.04452 0.00167
513 3 3.45235 0.05933 0.00744
513 4 5.28684 0.12923 0.03778
513 5 5.82167 0.11324 0.03015
513 6 6.70771 0.12515 0.02524
513 7 8.65219 0.12276 0.66983
513 8 8.84670 0.16750 0.28535
513 9 9.99283 0.34636 0.09358
514 1 1.78609 0.02538 0.00063
514 2 2.52815 0.05109 0.00192
514 3 3.54397 0.06157 0.00780
514 4 5.30447 0.12750 0.03959
514 5 5.85498 0.11226 0.03025
514 6 6.67608 0.12496 0.02528
514 7 8.65174 0.12463 0.56300
514 8 8.85125 0.17594 0.29901
514 9 9.94879 0.34963 0.09530
515 1 1.88675 0.02055 0.00073
515 2 2.60689 0.04303 0.00218
515 3 3.63265 0.06573 0.00868
515 4 5.32231 0.12576 0.04156
515 5 5.88723 0.11131 0.03107
515 6 6.64490 0.12502 0.02549
515 7 8.65063 0.12682 0.58361
515 8 8.85614 0.17625 0.31058
515 9 9.90364 0.36976 0.09719
516 1 1.98821 0.01567 0.00084
516 2 2.68286 0.04618 0.00250
516 3 3.71806 0.06489 0.01447
516 4 5.34020 0.12359 0.04361
516 5 5.91829 0.11067 0.03332
516 6 6.61453 0.12561 0.02594
516 7 8.64883 0.12905 0.61660
516 8 8.86133 0.17332 0.32037
516 9 9.85757 0.34914 0.09926
517 1 2.09015 0.01593 0.00097
517 2 2.75588 0.05902 0.00284
517 3 3.79993 0.06444 0.02231
517 4 5.35813 0.12192 0.04593
517 5 5.94797 0.11029 0.08898
517 6 6.58521 0.12441 0.02669
517 7 8.64631 0.13117 0.64894
517 8 8.86684 0.16463 0.32889
517 9 9.81071 0.29072 0.10156
518 1 2.19226 0.02262 0.00112
518 2 2.82581 0.05567 0.00325
518 3 3.87794 0.07184 0.01526
518 4 5.37600 0.12066 0.04853
518 5 5.97621 0.11077 0.01723
518 6 6.55727 0.12342 0.02786
518 7 8.64308 0.13312 0.70029
518 8 8.87263 0.16096 0.34213
518 9 9.76325 0.27403 0.10414
519 1 2.29425 0.03619 0.00129
519 2 2.89253 0.08169 0.00363
519 3 3.95186 0.07318 0.00696
519 4 5.39372 0.11941 0.05148
519 5 6.00283 0.11327 0.01930
519 6 6.53092 0.12391 0.02964
519 7 8.63912 0.13553 0.78537
519 8 8.87868 0.15958 0.34946
519 9 9.71537 0.26346 0.10705
520 1 2.39583 0.04691 0.00148
520 2 2.95593 0.05857 0.00415
520 3 4.02142 0.07747 0.00618
520 4 5.41125 0.11836 0.05499
520 5 6.02775 0.10996 0.05885
520 6 6.50646 0.12356 0.06372
520 7 8.63441 0.13784 0.97874
520 8 8.88498 0.15954 0.35751
520 9 9.66729 0.25507 0.11035
521 1 2.49672 0.06206 0.00170
521 2 3.01594 0.06053 0.00476
521 3 4.08644 0.07709 0.00414
521 4 5.42858 0.11757 0.05943
521 5 6.05080 0.10899 0.10783
521 6 6.48403 0.12109 0.07527
521 7 8.62905 0.14032 0.96283
521 8 8.89145 0.16070 0.36687
521 9 9.61923 0.24915 0.11411
522 1 2.59664 0.06585 0.00195
522 2 3.07248 0.06980 0.00547
522 3 4.14679 0.08666 0.00540
522 4 5.44561 0.11651 0.06591
522 5 6.07191 0.10735 0.09925
522 6 6.46386 0.11959 0.09572
522 7 8.62299 0.18521 0.70423
522 8 8.89805 0.16266 0.37812
522 9 9.57141 0.25150 0.11842
523 1 2.69533 0.09108 0.00225
523 2 3.12555 0.06599 0.00638
523 3 4.20231 0.08542 0.01079
523 4 5.46231 0.11579 0.07794
523 5 6.09091 0.10718 0.09949
523 6 6.44602 0.11838 0.13170
523 7 8.61631 0.16173 0.58499
523 8 8.90477 0.16723 0.39201
523 9 9.52411 0.24521 0.12336
524 1 2.79250 0.12403 0.00260
524 2 3.17513 0.06362 0.00776
524 3 4.25298 0.08622 0.01052
524 4 5.47865 0.11532 0.09076
524 5 6.10779 0.10700 0.13421
524 6 6.43064 0.11728 0.09310
524 7 8.60908 0.15927 0.52329
524 8 8.91154 0.18983 0.40940
524 9 9.47755 0.24142 0.12905
525 1 2.88789 0.13356 0.00301
525 2 3.22121 0.06224 0.01122
525 3 4.29875 0.08915 0.01086
525 4 5.49457 0.11483 0.06925
525 5 6.12236 0.10902 0.17652
525 6 6.41772 0.11659 0.08319
525 7 8.60138 0.15918 0.31797
525 8 8.91829 0.17033 0.43159
525 9 9.43201 0.24502 0.13564
526 1 2.98122 0.11986 0.00354
526 2 3.26384 0.06161 0.00847
526 3 4.33977 0.08755 0.01177
526 4 5.51007 0.11448 0.06135
526 5 6.13459 0.11124 0.29671
526 6 6.40722 0.11576 0.07889
526 7 8.59328 0.15934 0.30374
526 8 8.92503 0.17104 0.46149
526 9 9.38776 0.24957 0.14329
527 1 3.07221 0.11392 0.00419
527 2 3.30308 0.06131 0.00792
527 3 4.37604 0.08585 0.01322
527 4 5.52512 0.11337 0.05656
527 5 6.14443 0.11006 0.24140
527 6 6.39910 0.11549 0.07683
527 7 8.58489 0.16035 0.29533
527 8 8.93169 0.16856 0.50073
527 9 9.34504 0.26228 0.15221
528 1 3.16053 0.09543 0.00519
528 2 3.33903 0.06068 0.00773
528 3 4.40785 0.08270 0.01529
528 4 5.53965 0.11321 0.05305
528 5 6.15183 0.11079 0.20840
528 6 6.39319 0.11577 0.07550
528 7 8.57628 0.16162 0.29104
528 8 8.93819 0.17382 0.55662
528 9 9.30409 0.27721 0.16266
529 1 3.24591 0.08350 0.00619
529 2 3.37177 0.06002 0.00767
529 3 4.43537 0.08323 0.01827
529 4 5.55366 0.11378 0.05025
529 5 6.15678 0.11192 0.19787
529 6 6.38933 0.11697 0.07628
529 7 8.56762 0.16440 0.29085
529 8 8.94458 0.18070 0.64777
529 9 9.26512 0.28835 0.17498
530 1 3.32803 0.07972 0.00623
530 2 3.40139 0.05895 0.00765
530 3 4.45893 0.08603 0.02349
530 4 5.56715 0.11476 0.04825
530 5 6.15936 0.11327 0.19346
530 6 6.38732 0.12040 0.07672
530 7 8.55895 0.21104 0.29440
530 8 8.95075 0.19059 0.84932
530 9 9.22836 0.26268 0.19026
531 1 3.40654 0.07518 0.00652
531 2 3.42804 0.05790 0.00767
531 3 4.47881 0.06405 0.02639
531 4 5.58004 0.11699 0.04650
531 5 6.15966 0.11485 0.19446
531 6 6.38687 0.13200 0.07758
531 7 8.55044 0.21743 0.30173
531 8 8.95669 0.20181 1.12581
531 9 9.19398 0.26081 0.20813
532 1 3.45184 0.05762 0.00777
532 2 3.48104 0.07698 0.00706
532 3 4.49539 0.06011 0.02291
532 4 5.59236 0.12109 0.04489
532 5 6.15783 0.11651 0.20407
532 6 6.38774 0.12502 0.07989
532 7 8.54217 0.21745 0.31319
532 8 8.96236 0.21071 0.69472
532 9 9.16214 0.25276 0.22942
533 1 3.47295 0.05732 0.00777
533 2 3.55119 0.07189 0.00790
533 3 4.50903 0.05696 0.02168
533 4 5.60402 0.14204 0.04379
533 5 6.15405 0.11824 0.21768
533 6 6.38966 0.12231 0.08211
533 7 8.53422 0.20627 0.32934
533 8 8.96769 0.22274 0.55451
533 9 9.13291 0.24950 0.25929
534 1 3.49150 0.05639 0.00789
534 2 3.61655 0.07474 0.00868
534 3 4.52009 0.05869 0.02132
534 4 5.61499 0.12428 0.04281
534 5 6.14865 0.11946 0.24450
534 6 6.39235 0.12252 0.08377
534 7 8.52676 0.20354 0.35081
534 8 8.97270 0.23611 0.48453
534 9 9.10644 0.24743 0.29378
535 1 3.50763 0.05507 0.00793
535 2 3.67668 0.07962 0.01112
535 3 4.52893 0.06816 0.02104
535 4 5.62525 0.12048 0.04190
535 5 6.14194 0.11946 0.30392
535 6 6.39553 0.12394 0.08538
535 7 8.51980 0.20442 0.37952
535 8 8.97732 0.25127 0.43793
535 9 9.08278 0.24595 0.33998
536 1 3.52151 0.06158 0.00794
536 2 3.73119 0.08343 0.01303
536 3 4.53589 0.05818 0.02073
536 4 5.63469 0.11902 0.04119
536 5 6.13432 0.11724 0.33157
536 6 6.39898 0.12627 0.08897
536 7 8.51348 0.20876 0.41699
536 8 8.98151 0.28789 0.40864
536 9 9.06192 0.24475 0.40889
537 1 3.53323 0.06084 0.00799
537 2 3.77960 0.08025 0.01644
537 3 4.54129 0.06418 0.02071
537 4 5.64323 0.11943 0.04045
537 5 6.12629 0.11405 0.23678
537 6 6.40243 0.12816 0.09082
537 7 8.50784 0.20001 0.46955
537 8 8.98523 0.29095 0.38489
537 9 9.04390 0.24506 0.53907
538 1 3.54292 0.06684 0.00804
538 2 3.82151 0.07930 0.01479
538 3 4.54536 0.06527 0.02069
538 4 5.65082 0.12067 0.03999
538 5 6.11825 0.11120 0.19620
538 6 6.40573 0.12915 0.09349
538 7 8.50298 0.19684 0.54602
538 8 8.98844 0.31342 0.36728
538 9 9.02873 0.24916 0.60042
539 1 3.55068 0.05370 0.00809
539 2 3.85644 0.07769 0.01751
539 3 4.54836 0.07722 0.02065
539 4 5.65726 0.12340 0.03966
539 5 6.11079 0.10974 0.17626
539 6 6.40863 0.13050 0.09533
539 7 8.49894 0.19998 0.66894
539 8 8.99111 0.33520 0.35819
539 9 9.01635 0.25052 0.39673
540 1 3.55662 0.05310 0.00813
540 2 3.88408 0.07593 0.02077
540 3 4.55052 0.05871 0.02061
540 4 5.66251 0.12733 0.03938
540 5 6.10434 0.10825 0.16204
540 6 6.41106 0.13407 0.09656
540 7 8.49573 0.19455 0.96593
540 8 8.99323 0.36702 0.36678
540 9 9.00678 0.25140 0.39222
541 1 3.56078 0.05224 0.00816
541 2 3.90405 0.07359 0.02401
541 3 4.55196 0.05457 0.02056
541 4 5.66635 0.13079 0.03914
541 5 6.09937 0.11247 0.15216
541 6 6.41286 0.14221 0.09777
541 7 8.49342 0.19170 0.96310
541 8 8.99476 0.38879 0.41254
541 9 8.99995 0.25231 0.42450
542 1 3.56330 0.05205 0.00818
542 2 3.91613 0.07212 0.03529
542 3 4.55277 0.05256 0.02051
542 4 5.66872 0.12686 0.03898
542 5 6.09625 0.10735 0.14648
542 6 6.41400 0.15353 0.09976
