# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "mfp (nm)" multiplicity "modal kappa (W/mK)"
245 5 5.41731 7.95514 12 0.00011
245 6 7.02782 5.16239 12 0.00004
245 7 8.63210 0.05337 12 0.00000
245 8 8.79552 1.39955 12 0.00000
245 9 10.39219 2.41311 12 0.00002
246 1 0.80214 278.95200 12 0.00884
246 2 1.56674 107.34300 12 0.00365
246 3 2.41322 88.36210 12 0.00427
246 4 5.13739 2.43834 12 0.00001
246 5 5.46123 7.29002 12 0.00010
246 6 6.99946 5.42408 12 0.00005
246 7 8.63402 0.06756 12 0.00000
246 8 8.80389 1.11724 12 0.00000
246 9 10.35783 2.56372 12 0.00002
247 1 0.89696 215.33100 12 0.00705
247 2 1.66146 110.73800 12 0.00370
247 3 2.55697 84.76650 12 0.00399
247 4 5.15058 2.55358 12 0.00001
247 5 5.50572 7.83492 12 0.00011
247 6 6.96978 5.65208 12 0.00005
247 7 8.63564 0.07467 12 0.00000
247 8 8.81162 0.87274 12 0.00000
247 9 10.32158 2.82237 12 0.00003
248 1 0.99543 197.58500 12 0.00666
248 2 1.75441 105.52600 12 0.00345
248 3 2.69818 90.48130 12 0.00415
248 4 5.16422 2.65213 12 0.00001
248 5 5.55042 8.33180 12 0.00012
248 6 6.93891 5.85636 12 0.00006
248 7 8.63690 0.08143 12 0.00000
248 8 8.81881 0.66469 12 0.00000
248 9 10.28354 2.76722 12 0.00003
249 1 1.09714 182.19400 12 0.00629
249 2 1.84538 101.83800 12 0.00326
249 3 2.83648 72.88980 12 0.00325
249 4 5.17826 2.70359 12 0.00001
249 5 5.59509 8.46650 12 0.00012
249 6 6.90701 5.87732 12 0.00006
249 7 8.63777 0.08428 12 0.00000
249 8 8.82553 0.50601 12 0.00000
249 9 10.24385 3.11733 12 0.00003
250 1 1.20164 157.88800 12 0.00556
250 2 1.93419 92.68170 12 0.00289
250 3 2.97153 63.75660 12 0.00276
250 4 5.19259 2.71842 12 0.00001
250 5 5.63937 8.41816 12 0.00012
250 6 6.87433 6.16918 12 0.00006
250 7 8.63816 0.08790 12 0.00000
250 8 8.83186 0.39781 12 0.00000
250 9 10.20257 3.38338 12 0.00004
251 1 1.30853 158.00500 12 0.00566
251 2 2.02070 62.38000 12 0.00190
251 3 3.10300 57.76750 12 0.00241
251 4 5.20713 2.72689 12 0.00001
251 5 5.68299 8.20942 12 0.00011
251 6 6.84102 6.33195 12 0.00007
251 7 8.63804 0.08904 12 0.00000
251 8 8.83788 0.36491 12 0.00000
251 9 10.15979 3.60161 12 0.00004
252 1 1.41740 129.55200 12 0.00470
252 2 2.10477 54.09390 12 0.00160
252 3 3.23059 50.66490 12 0.00204
252 4 5.22182 2.85595 12 0.00001
252 5 5.72577 7.43395 12 0.00010
252 6 6.80733 6.42017 12 0.00007
252 7 8.63741 0.08992 12 0.00000
252 8 8.84376 0.32051 12 0.00000
252 9 10.11563 3.77515 12 0.00005
253 1 1.52787 119.66700 12 0.00438
253 2 2.18627 36.64500 12 0.00105
253 3 3.35405 48.57710 12 0.00188
253 4 5.23656 2.93495 12 0.00001
253 5 5.76747 7.76208 12 0.00010
253 6 6.77354 6.32740 12 0.00007
253 7 8.63618 0.09121 12 0.00000
253 8 8.84951 0.29519 12 0.00000
253 9 10.07015 3.87914 12 0.00005
254 1 1.63957 95.95490 12 0.00354
254 2 2.26507 51.77910 12 0.00144
254 3 3.47310 42.64950 12 0.00159
254 4 5.25131 2.98460 12 0.00002
254 5 5.80791 7.53595 12 0.00009
254 6 6.73984 6.45612 12 0.00007
254 7 8.63441 0.08760 12 0.00000
254 8 8.85527 0.28234 12 0.00000
254 9 10.02350 3.41000 12 0.00004
255 1 1.75212 98.61490 12 0.00365
255 2 2.34108 53.29140 12 0.00144
255 3 3.58747 39.76750 12 0.00141
255 4 5.26597 3.01656 12 0.00002
255 5 5.84691 7.11756 12 0.00008
255 6 6.70663 6.38766 12 0.00007
255 7 8.63201 0.06011 12 0.00000
255 8 8.86103 0.27931 12 0.00000
255 9 9.97580 3.01219 12 0.00004
256 1 1.86518 165.52100 12 0.00613
256 2 2.41420 48.77100 12 0.00127
256 3 3.69692 35.45360 12 0.00120
256 4 5.28051 3.02549 12 0.00002
256 5 5.88430 6.96735 12 0.00008
256 6 6.67410 6.24125 12 0.00006
256 7 8.62902 0.10252 12 0.00000
256 8 8.86687 0.28288 12 0.00000
256 9 9.92715 2.99679 12 0.00004
257 1 1.97842 198.19100 12 0.00732
257 2 2.48434 44.04030 12 0.00111
257 3 3.80125 30.40050 12 0.00098
257 4 5.29490 3.03771 12 0.00002
257 5 5.92000 6.65084 12 0.00007
257 6 6.64262 5.98118 12 0.00006
257 7 8.62542 0.13422 12 0.00000
257 8 8.87281 0.28710 12 0.00000
257 9 9.87774 3.13040 12 0.00004
258 1 2.09151 186.93100 12 0.00687
258 2 2.55142 41.11120 12 0.00099
258 3 3.90018 31.09570 12 0.00094
258 4 5.30905 3.03308 12 0.00002
258 5 5.95382 4.34962 12 0.00004
258 6 6.61252 5.56698 12 0.00005
258 7 8.62122 0.16662 12 0.00000
258 8 8.87877 0.29594 12 0.00000
258 9 9.82771 3.75640 12 0.00005
259 1 2.20414 118.33000 12 0.00432
259 2 2.61539 31.08200 12 0.00072
259 3 3.99348 29.63260 12 0.00084
259 4 5.32296 3.01863 12 0.00002
259 5 5.98566 6.78412 12 0.00006
259 6 6.58404 5.43263 12 0.00005
259 7 8.61642 0.20073 12 0.00000
259 8 8.88483 0.30399 12 0.00000
259 9 9.77722 3.90602 12 0.00005
260 1 2.31601 74.07030 12 0.00268
260 2 2.67620 31.34910 12 0.00070
260 3 4.08098 27.20850 12 0.00072
260 4 5.33658 2.99916 12 0.00002
260 5 6.01540 6.24146 12 0.00005
260 6 6.55751 5.04570 12 0.00004
260 7 8.61112 0.23454 12 0.00000
260 8 8.89088 0.30888 12 0.00000
260 9 9.72656 3.98028 12 0.00005
261 1 2.42683 51.60390 12 0.00184
261 2 2.73382 26.65440 12 0.00057
261 3 4.16250 21.31020 12 0.00053
261 4 5.34989 2.98027 12 0.00002
261 5 6.04292 3.82853 12 0.00003
261 6 6.53323 4.56657 12 0.00003
261 7 8.60527 0.36604 12 0.00000
261 8 8.89691 0.30887 12 0.00000
261 9 9.67589 4.05672 12 0.00006
262 1 2.53632 44.36970 12 0.00156
262 2 2.78823 27.52050 12 0.00056
262 3 4.23784 19.38570 12 0.00044
262 4 5.36284 2.95471 12 0.00001
262 5 6.06810 3.31802 12 0.00002
262 6 6.51143 4.02073 12 0.00003
262 7 8.59901 0.41740 12 0.00000
262 8 8.90285 0.30213 12 0.00000
262 9 9.62550 4.03666 12 0.00006
263 1 2.64418 43.39180 12 0.00150
263 2 2.83946 26.76100 12 0.00052
263 3 4.30691 17.43020 12 0.00036
263 4 5.37540 2.92213 12 0.00001
263 5 6.09088 2.99375 12 0.00002
263 6 6.49228 2.75940 12 0.00002
263 7 8.59235 0.45152 12 0.00000
263 8 8.90863 0.29070 12 0.00000
263 9 9.57561 3.95048 12 0.00005
264 1 2.75015 27.72090 12 0.00094
264 2 2.88752 23.62570 12 0.00044
264 3 4.36959 15.11120 12 0.00029
264 4 5.38760 2.88842 12 0.00001
264 5 6.11115 2.17660 12 0.00001
264 6 6.47600 2.19152 12 0.00001
264 7 8.58540 0.47788 12 0.00000
264 8 8.91421 0.27841 12 0.00000
264 9 9.52653 3.65514 12 0.00005
265 1 2.85393 22.42920 12 0.00074
265 2 2.93246 22.33390 12 0.00040
265 3 4.42593 14.17950 12 0.00024
265 4 5.39935 2.85051 12 0.00001
265 5 6.12884 1.47302 12 0.00001
265 6 6.46263 1.64802 12 0.00001
265 7 8.57820 0.49730 12 0.00000
265 8 8.91958 0.25972 12 0.00000
265 9 9.47854 3.51173 12 0.00005
266 1 2.95523 19.63830 12 0.00063
266 2 2.97434 21.40380 12 0.00037
266 3 4.47593 11.85680 12 0.00018
266 4 5.41068 2.80748 12 0.00001
266 5 6.14386 1.12558 12 0.00000
266 6 6.45222 1.11096 12 0.00000
266 7 8.57083 0.50720 12 0.00000
266 8 8.92464 0.23543 12 0.00000
266 9 9.43192 3.32509 12 0.00004
267 1 3.01324 21.58730 12 0.00035
267 2 3.05375 20.83200 12 0.00065
267 3 4.51979 11.39610 12 0.00015
267 4 5.42157 2.76731 12 0.00001
267 5 6.15615 1.04473 12 0.00000
267 6 6.44473 0.89768 12 0.00000
267 7 8.56342 0.50652 12 0.00000
267 8 8.92938 0.21384 12 0.00000
267 9 9.38692 2.99254 12 0.00004
268 1 3.04922 21.74960 12 0.00034
268 2 3.14920 22.56320 12 0.00068
268 3 4.55768 10.13890 12 0.00012
268 4 5.43194 2.71296 12 0.00001
268 5 6.16577 0.82883 12 0.00000
268 6 6.43999 0.72985 12 0.00000
268 7 8.55605 0.49587 12 0.00000
268 8 8.93379 0.18606 12 0.00000
268 9 9.34387 2.81606 12 0.00003
269 1 3.08241 21.94670 12 0.00033
269 2 3.24121 24.16150 12 0.00070
269 3 4.58991 11.65850 12 0.00012
269 4 5.44183 2.64909 12 0.00001
269 5 6.17270 0.58965 12 0.00000
269 6 6.43786 0.64828 12 0.00000
269 7 8.54876 0.48363 12 0.00000
269 8 8.93780 0.15927 12 0.00000
269 9 9.30298 2.66639 12 0.00003
270 1 3.11289 21.89970 12 0.00031
270 2 3.32947 27.28280 12 0.00075
270 3 4.61692 9.86360 12 0.00009
270 4 5.45119 2.55546 12 0.00001
270 5 6.17704 0.35673 12 0.00000
270 6 6.43801 0.65534 12 0.00000
270 7 8.54169 0.45476 12 0.00000
270 8 8.94149 0.13357 12 0.00000
270 9 9.26446 2.47999 12 0.00003
271 1 3.14072 19.41350 12 0.00027
271 2 3.41356 27.49990 12 0.00072
271 3 4.63908 8.82076 12 0.00007
271 4 5.46000 2.46466 12 0.00001
271 5 6.17893 0.22409 12 0.00000
271 6 6.44017 0.70387 12 0.00000
271 7 8.53488 0.41836 12 0.00000
271 8 8.94482 0.11141 12 0.00000
271 9 9.22857 2.24688 12 0.00002
272 1 3.16605 19.14630 12 0.00025
272 2 3.49312 25.24610 12 0.00062
272 3 4.65692 7.43665 12 0.00005
272 4 5.46821 2.28507 12 0.00001
272 5 6.17857 0.27223 12 0.00000
272 6 6.44392 0.74438 12 0.00000
272 7 8.52844 0.37657 12 0.00000
272 8 8.94776 0.09172 12 0.00000
272 9 9.19541 2.01077 12 0.00002
273 1 3.18889 18.96720 12 0.00024
273 2 3.56771 26.69080 12 0.00061
273 3 4.67095 6.96526 12 0.00005
273 4 5.47586 2.13240 12 0.00001
273 5 6.17620 0.40365 12 0.00000
273 6 6.44890 0.71402 12 0.00000
273 7 8.52235 0.33058 12 0.00000
273 8 8.95039 0.07416 12 0.00000
273 9 9.16514 1.75671 12 0.00001
274 1 3.20934 18.51850 12 0.00023
274 2 3.63687 23.27250 12 0.00049
274 3 4.68174 6.42711 12 0.00004
274 4 5.48284 2.18195 12 0.00001
274 5 6.17216 0.52136 12 0.00000
274 6 6.45471 0.90506 12 0.00000
274 7 8.51677 0.28357 12 0.00000
274 8 8.95267 0.05987 12 0.00000
274 9 9.13785 1.48793 12 0.00001
275 1 3.22745 18.31210 12 0.00022
275 2 3.70013 18.95390 12 0.00036
275 3 4.68977 5.26860 12 0.00003
275 4 5.48920 2.44018 12 0.00001
275 5 6.16685 0.59977 12 0.00000
275 6 6.46098 1.01827 12 0.00000
275 7 8.51168 0.23598 12 0.00000
275 8 8.95465 0.04113 12 0.00000
275 9 9.11363 1.23786 12 0.00001
276 1 3.24324 18.94240 12 0.00022
276 2 3.75697 14.92510 12 0.00025
276 3 4.69556 5.04596 12 0.00003
276 4 5.49487 2.54673 12 0.00001
276 5 6.16068 0.63083 12 0.00000
276 6 6.46730 1.08039 12 0.00000
276 7 8.50715 0.19024 12 0.00000
276 8 8.95636 0.04954 12 0.00000
276 9 9.09247 1.00335 12 0.00001
277 1 3.25680 18.94690 12 0.00021
277 2 3.80691 11.31260 12 0.00017
277 3 4.69961 5.23956 12 0.00003
277 4 5.49981 2.63576 12 0.00001
277 5 6.15411 0.60960 12 0.00000
277 6 6.47339 1.09327 12 0.00000
277 7 8.50319 0.14708 12 0.00000
277 8 8.95777 0.05777 12 0.00000
277 9 9.07442 0.79800 12 0.00000
278 1 3.26807 18.82680 12 0.00021
278 2 3.84946 9.06759 12 0.00011
278 3 4.70227 5.84248 12 0.00003
278 4 5.50401 2.66917 12 0.00001
278 5 6.14763 0.53937 12 0.00000
278 6 6.47890 1.07668 12 0.00000
278 7 8.49987 0.10788 12 0.00000
278 8 8.95894 0.06398 12 0.00000
278 9 9.05940 0.60152 12 0.00000
279 1 3.27706 18.70940 12 0.00020
279 2 3.88417 6.97427 12 0.00007
279 3 4.70398 6.12895 12 0.00003
279 4 5.50743 2.68378 12 0.00001
279 5 6.14179 0.41900 12 0.00000
279 6 6.48361 1.04034 12 0.00000
279 7 8.49720 0.07237 12 0.00000
279 8 8.95984 0.06601 12 0.00000
279 9 9.04747 0.41868 12 0.00000
280 1 3.28384 18.62710 12 0.00020
280 2 3.91058 4.73078 12 0.00003
280 3 4.70500 6.40829 12 0.00004
280 4 5.51004 2.71047 12 0.00001
280 5 6.13693 0.29972 12 0.00000
280 6 6.48733 0.99640 12 0.00000
280 7 8.49516 0.03712 12 0.00000
280 8 8.96053 0.06688 12 0.00000
280 9 9.03853 0.25473 12 0.00000
281 1 3.28836 18.57530 12 0.00019
281 2 3.92839 2.88035 12 0.00001
281 3 4.70554 6.65347 12 0.00004
281 4 5.51177 2.73151 12 0.00001
281 5 6.13348 0.29714 12 0.00000
281 6 6.48991 0.92320 12 0.00000
281 7 8.49381 0.03347 12 0.00000
281 8 8.96095 0.06570 12 0.00000
281 9 9.03260 0.20665 12 0.00000
282 1 3.29061 18.57770 12 0.00019
282 2 3.93735 1.03404 12 0.00000
282 3 4.70578 6.50133 12 0.00004
282 4 5.51264 2.74863 12 0.00001
282 5 6.13172 0.27000 12 0.00000
282 6 6.49120 0.83656 12 0.00000
282 7 8.49312 0.02768 12 0.00000
282 8 8.96119 0.06320 12 0.00000
282 9 9.02963 0.14132 12 0.00000
283 1 0.46424 562.06100 6 0.01466
283 2 1.17243 205.85300 6 0.00744
283 3 1.81365 175.19900 6 0.00919
283 4 5.09060 1.84130 6 0.00001
283 5 5.29077 7.74680 6 0.00010
283 6 7.10469 4.32025 6 0.00003
283 7 8.62521 0.09098 6 0.00000
283 8 8.76593 2.37900 6 0.00001
283 9 10.48434 2.07600 6 0.00002
284 1 0.53615 393.23100 12 0.01084
284 2 1.26915 160.32100 12 0.00576
284 3 1.95464 127.83100 12 0.00657
284 4 5.10073 1.98500 12 0.00001
284 5 5.32866 8.04982 12 0.00011
284 6 7.08224 4.59082 12 0.00003
284 7 8.62782 0.08261 12 0.00000
284 8 8.77552 2.06244 12 0.00001
284 9 10.45763 2.24347 12 0.00002
285 1 0.61366 299.08000 12 0.00865
285 2 1.36618 102.01700 12 0.00363
285 3 2.09655 86.89280 12 0.00437
285 4 5.11170 2.16848 12 0.00001
285 5 5.36850 8.07921 12 0.00011
285 6 7.05795 4.87395 12 0.00004
285 7 8.63034 0.06664 12 0.00000
285 8 8.78467 1.73758 12 0.00001
285 9 10.42864 2.40353 12 0.00002
286 1 0.69634 249.55900 12 0.00754
286 2 1.46289 133.16200 12 0.00468
286 3 2.23849 66.96770 12 0.00330
286 4 5.12348 2.29083 12 0.00001
286 5 5.40990 7.99148 12 0.00011
286 6 7.03202 5.13849 12 0.00004
286 7 8.63273 0.06001 12 0.00000
286 8 8.79327 1.42522 12 0.00000
286 9 10.39752 2.34554 12 0.00002
287 1 0.78375 277.20400 12 0.00870
287 2 1.55877 116.63500 12 0.00404
287 3 2.37972 73.60140 12 0.00354
287 4 5.13592 2.47672 12 0.00001
287 5 5.45242 7.51941 12 0.00011
287 6 7.00450 5.40070 12 0.00005
287 7 8.63492 0.07438 12 0.00000
287 8 8.80134 1.14294 12 0.00000
287 9 10.36433 2.49369 12 0.00002
288 1 0.87545 235.74700 12 0.00765
288 2 1.65344 123.09200 12 0.00420
288 3 2.51962 70.95060 12 0.00333
288 4 5.14900 2.57993 12 0.00001
288 5 5.49574 7.60030 12 0.00011
288 6 6.97557 5.65232 12 0.00005
288 7 8.63681 0.08163 12 0.00000
288 8 8.80883 0.90019 12 0.00000
288 9 10.32923 2.55223 12 0.00003
289 1 0.97101 204.41500 12 0.00682
289 2 1.74659 119.17900 12 0.00399
289 3 2.65767 81.30400 12 0.00371
289 4 5.16261 2.69127 12 0.00001
289 5 5.53945 8.19444 12 0.00012
289 6 6.94538 5.86034 12 0.00006
289 7 8.63837 0.08714 12 0.00000
289 8 8.81582 0.70228 12 0.00000
289 9 10.29229 2.78348 12 0.00003
290 1 1.07000 178.35600 12 0.00610
290 2 1.83797 112.94200 12 0.00371
290 3 2.79339 70.87010 12 0.00315
290 4 5.17667 2.76756 12 0.00001
290 5 5.58324 8.40407 12 0.00012
290 6 6.91411 5.91867 12 0.00006
290 7 8.63954 0.09192 12 0.00000
290 8 8.82238 0.54243 12 0.00000
290 9 10.25362 3.12555 12 0.00003
291 1 1.17201 154.60700 12 0.00540
291 2 1.92735 103.54300 12 0.00333
291 3 2.92637 64.61820 12 0.00278
291 4 5.19109 2.80706 12 0.00001
291 5 5.62686 8.41134 12 0.00012
291 6 6.88189 6.18591 12 0.00006
291 7 8.64026 0.09610 12 0.00000
291 8 8.82859 0.42573 12 0.00000
291 9 10.21330 3.36972 12 0.00004
292 1 1.27660 155.67500 12 0.00553
292 2 2.01456 72.43200 12 0.00227
292 3 3.05623 57.42210 12 0.00240
292 4 5.20578 2.71120 12 0.00001
292 5 5.66997 8.25241 12 0.00011
292 6 6.84900 6.38438 12 0.00007
292 7 8.64050 0.10042 12 0.00000
292 8 8.83452 0.34901 12 0.00000
292 9 10.17145 3.57428 12 0.00004
293 1 1.38339 123.57500 12 0.00445
293 2 2.09945 56.15780 12 0.00172
293 3 3.18266 51.53170 12 0.00208
293 4 5.22065 2.88894 12 0.00001
293 5 5.71237 7.80905 12 0.00010
293 6 6.81560 6.50162 12 0.00007
293 7 8.64020 0.10280 12 0.00000
293 8 8.84028 0.33164 12 0.00000
293 9 10.12816 3.76094 12 0.00005
294 1 1.49197 119.61400 12 0.00435
294 2 2.18185 46.01260 12 0.00137
294 3 3.30530 49.04300 12 0.00190
294 4 5.23567 2.99489 12 0.00002
294 5 5.75383 7.81435 12 0.00010
294 6 6.78196 6.54193 12 0.00007
294 7 8.63936 0.10498 12 0.00000
294 8 8.84598 0.30649 12 0.00000
294 9 10.08352 3.83797 12 0.00005
295 1 1.60198 103.97700 12 0.00381
295 2 2.26166 54.06210 12 0.00157
295 3 3.42390 44.88930 12 0.00167
295 4 5.25072 3.06798 12 0.00002
295 5 5.79415 7.64587 12 0.00009
295 6 6.74836 6.39220 12 0.00007
295 7 8.63792 0.10701 12 0.00000
295 8 8.85164 0.29243 12 0.00000
295 9 10.03765 3.63837 12 0.00005
296 1 1.71303 97.84890 12 0.00360
296 2 2.33875 56.58290 12 0.00159
296 3 3.53812 38.13510 12 0.00136
296 4 5.26573 3.12384 12 0.00002
296 5 5.83315 7.36383 12 0.00009
296 6 6.71505 6.49062 12 0.00007
296 7 8.63591 0.10471 12 0.00000
296 8 8.85734 0.28841 12 0.00000
296 9 9.99064 3.05448 12 0.00004
297 1 1.82479 163.06500 12 0.00601
297 2 2.41302 51.24920 12 0.00140
297 3 3.64772 38.17360 12 0.00130
297 4 5.28069 3.15306 12 0.00002
297 5 5.87069 6.79003 12 0.00008
297 6 6.68234 6.38262 12 0.00007
297 7 8.63327 0.09203 12 0.00000
297 8 8.86312 0.29089 12 0.00000
297 9 9.94265 2.70619 12 0.00004
298 1 1.93690 185.22300 12 0.00682
298 2 2.48437 46.60920 12 0.00123
298 3 3.75244 32.58250 12 0.00105
298 4 5.29550 3.17736 12 0.00002
298 5 5.90657 6.73925 12 0.00007
298 6 6.65054 6.17113 12 0.00006
298 7 8.63001 0.10364 12 0.00000
298 8 8.86900 0.29747 12 0.00000
298 9 9.89381 3.06633 12 0.00004
299 1 2.04904 182.69100 12 0.00670
299 2 2.55272 44.22790 12 0.00113
299 3 3.85203 30.33040 12 0.00093
299 4 5.31010 3.19193 12 0.00002
299 5 5.94072 5.22839 12 0.00005
299 6 6.61999 5.84402 12 0.00006
299 7 8.62617 0.14263 12 0.00000
299 8 8.87497 0.30276 12 0.00000
299 9 9.84425 3.33268 12 0.00005
300 1 2.16090 130.84600 12 0.00477
300 2 2.61800 34.82780 12 0.00086
300 3 3.94626 30.40940 12 0.00088
300 4 5.32452 3.19889 12 0.00002
300 5 5.97297 6.91303 12 0.00007
300 6 6.59091 5.57999 12 0.00005
300 7 8.62170 0.17808 12 0.00000
300 8 8.88102 0.31119 12 0.00000
300 9 9.79419 3.86915 12 0.00005
301 1 2.27217 88.10230 12 0.00318
301 2 2.68016 34.29700 12 0.00081
301 3 4.03488 28.37580 12 0.00077
301 4 5.33864 3.19115 12 0.00002
301 5 6.00319 6.40933 12 0.00006
301 6 6.56369 5.24611 12 0.00004
301 7 8.61669 0.21770 12 0.00000
301 8 8.88714 0.31762 12 0.00000
301 9 9.74382 3.96984 12 0.00005
302 1 2.38256 60.20230 12 0.00215
302 2 2.73916 28.70400 12 0.00065
302 3 4.11771 23.07890 12 0.00058
302 4 5.35246 3.18500 12 0.00002
302 5 6.03131 4.43606 12 0.00004
302 6 6.53856 4.80134 12 0.00004
302 7 8.61112 0.25560 12 0.00000
302 8 8.89322 0.31982 12 0.00000
302 9 9.69337 4.00188 12 0.00006
303 1 2.49177 42.07920 12 0.00148
303 2 2.79497 29.27290 12 0.00064
303 3 4.19455 20.08510 12 0.00047
303 4 5.36596 3.17340 12 0.00002
303 5 6.05722 3.41275 12 0.00003
303 6 6.51578 4.27431 12 0.00003
303 7 8.60509 0.39975 12 0.00000
303 8 8.89928 0.31599 12 0.00000
303 9 9.64306 4.05153 12 0.00006
304 1 2.59953 43.65790 12 0.00151
304 2 2.84759 28.29370 12 0.00060
304 3 4.26530 18.36120 12 0.00039
304 4 5.37912 3.15388 12 0.00002
304 5 6.08075 3.01921 12 0.00002
304 6 6.49557 3.00351 12 0.00002
304 7 8.59862 0.43648 12 0.00000
304 8 8.90522 0.30544 12 0.00000
304 9 9.59315 3.99104 12 0.00005
305 1 2.70555 32.28740 12 0.00110
305 2 2.89704 23.00920 12 0.00047
305 3 4.32978 16.81490 12 0.00033
305 4 5.39189 3.13117 12 0.00002
305 5 6.10186 2.45518 12 0.00001
305 6 6.47810 2.43331 12 0.00001
305 7 8.59175 0.46583 12 0.00000
305 8 8.91103 0.28259 12 0.00000
305 9 9.54389 3.70306 12 0.00005
306 1 2.80955 25.32500 12 0.00084
306 2 2.94334 23.55950 12 0.00046
306 3 4.38806 15.16410 12 0.00027
306 4 5.40424 3.10712 12 0.00002
306 5 6.12041 1.78533 12 0.00001
306 6 6.46350 1.87832 12 0.00001
306 7 8.58462 0.48963 12 0.00000
306 8 8.91661 0.27664 12 0.00000
306 9 9.49560 3.58982 12 0.00005
307 1 2.91125 19.52680 12 0.00063
307 2 2.98656 21.79870 12 0.00041
307 3 4.44008 13.38520 12 0.00021
307 4 5.41617 3.07172 12 0.00002
307 5 6.13639 0.96867 12 0.00000
307 6 6.45177 1.25079 12 0.00000
307 7 8.57727 0.50751 12 0.00000
307 8 8.92194 0.25530 12 0.00000
307 9 9.44856 3.43180 12 0.00004
308 1 3.01034 20.15750 12 0.00063
308 2 3.02673 24.15540 12 0.00043
308 3 4.48594 11.62840 12 0.00017
308 4 5.42765 3.03970 12 0.00002
308 5 6.14970 1.07722 12 0.00000
308 6 6.44299 1.10226 12 0.00000
308 7 8.56981 0.51513 12 0.00000
308 8 8.92701 0.23048 12 0.00000
308 9 9.40299 3.11802 12 0.00004
309 1 3.06400 24.38580 12 0.00042
309 2 3.10654 22.57580 12 0.00068
309 3 4.52591 10.80420 12 0.00014
309 4 5.43868 2.98901 12 0.00002
309 5 6.16035 0.91160 12 0.00000
309 6 6.43696 0.94414 12 0.00000
309 7 8.56231 0.51205 12 0.00000
309 8 8.93178 0.20679 12 0.00000
309 9 9.35922 2.88736 12 0.00003
310 1 3.09839 24.41990 12 0.00041
310 2 3.19951 23.44310 12 0.00068
310 3 4.56014 12.43040 12 0.00014
310 4 5.44921 2.92008 12 0.00002
310 5 6.16829 0.68391 12 0.00000
310 6 6.43358 0.80993 12 0.00000
310 7 8.55485 0.50332 12 0.00000
310 8 8.93618 0.17981 12 0.00000
310 9 9.31752 2.70999 12 0.00003
311 1 3.13001 21.25760 12 0.00034
311 2 3.28890 24.05460 12 0.00067
311 3 4.58907 10.93740 12 0.00011
311 4 5.45922 2.81616 12 0.00002
311 5 6.17363 0.44967 12 0.00000
311 6 6.43256 0.78599 12 0.00000
311 7 8.54753 0.48198 12 0.00000
311 8 8.94026 0.15339 12 0.00000
311 9 9.27807 2.55991 12 0.00003
312 1 3.15897 21.30100 12 0.00033
312 2 3.37437 27.67160 12 0.00074
312 3 4.61306 9.87355 12 0.00009
312 4 5.46869 2.61279 12 0.00001
312 5 6.17647 0.27868 12 0.00000
312 6 6.43367 0.81354 12 0.00000
312 7 8.54043 0.45010 12 0.00000
312 8 8.94398 0.12951 12 0.00000
312 9 9.24110 2.34199 12 0.00002
313 1 3.18535 21.06180 12 0.00031
313 2 3.45556 26.74590 12 0.00067
313 3 4.63254 9.07173 12 0.00007
313 4 5.47760 2.54279 12 0.00001
313 5 6.17695 0.26003 12 0.00000
313 6 6.43648 0.83631 12 0.00000
313 7 8.53362 0.41099 12 0.00000
313 8 8.94737 0.10797 12 0.00000
313 9 9.20681 2.10469 12 0.00002
314 1 3.20922 20.48390 12 0.00030
314 2 3.53200 27.66990 12 0.00065
314 3 4.64810 8.37555 12 0.00006
314 4 5.48593 2.71609 12 0.00002
314 5 6.17533 0.38070 12 0.00000
314 6 6.44071 0.92374 12 0.00000
314 7 8.52721 0.34001 12 0.00000
314 8 8.95039 0.08801 12 0.00000
314 9 9.17533 1.86041 12 0.00002
315 1 3.23068 20.71030 12 0.00029
315 2 3.60330 24.76420 12 0.00054
315 3 4.66018 7.42225 12 0.00005
315 4 5.49364 2.67090 12 0.00002
315 5 6.17189 0.50561 12 0.00000
315 6 6.44593 0.91556 12 0.00000
315 7 8.52121 0.30025 12 0.00000
315 8 8.95309 0.06984 12 0.00000
315 9 9.14676 1.60551 12 0.00001
316 1 3.24978 21.05870 12 0.00029
316 2 3.66895 21.07300 12 0.00042
316 3 4.66933 7.53370 12 0.00005
316 4 5.50068 2.88121 12 0.00002
316 5 6.16694 0.59426 12 0.00000
316 6 6.45177 0.91343 12 0.00000
316 7 8.51569 0.25804 12 0.00000
316 8 8.95546 0.05005 12 0.00000
316 9 9.12122 1.33937 12 0.00001
317 1 3.26657 21.05640 12 0.00028
317 2 3.72849 16.63880 12 0.00030
317 3 4.67607 6.40882 12 0.00004
317 4 5.50707 3.02649 12 0.00002
317 5 6.16097 0.64342 12 0.00000
317 6 6.45783 1.07753 12 0.00000
317 7 8.51072 0.21373 12 0.00000
317 8 8.95756 0.07054 12 0.00000
317 9 9.09870 1.10935 12 0.00001
318 1 3.28105 21.61060 12 0.00028
318 2 3.78143 12.69580 12 0.00020
318 3 4.68084 5.70308 12 0.00004
318 4 5.51273 3.13847 12 0.00002
318 5 6.15438 0.64298 12 0.00000
318 6 6.46383 1.14692 12 0.00000
