# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "mfp (nm)" multiplicity "modal kappa (W/mK)"
424 7 8.58231 0.52834 12 0.00000
424 8 8.92512 0.27305 12 0.00000
424 9 9.40020 3.28844 12 0.00004
425 1 3.08133 21.25920 12 0.00064
425 2 3.16968 26.85020 12 0.00056
425 3 4.45591 11.31960 12 0.00015
425 4 5.47784 3.21057 12 0.00002
425 5 6.15225 0.85079 12 0.00000
425 6 6.42009 1.38619 12 0.00000
425 7 8.57439 0.53576 12 0.00000
425 8 8.93073 0.25130 12 0.00000
425 9 9.35667 2.95248 12 0.00004
426 1 3.17267 24.14900 12 0.00070
426 2 3.20478 26.03060 12 0.00053
426 3 4.48972 10.25170 12 0.00013
426 4 5.49013 3.63097 12 0.00003
426 5 6.16023 0.67080 12 0.00000
426 6 6.41547 1.24369 12 0.00000
426 7 8.56645 0.53229 12 0.00000
426 8 8.93609 0.22396 12 0.00000
426 9 9.31509 2.72685 12 0.00003
427 1 3.23701 25.57040 12 0.00050
427 2 3.26072 25.91120 12 0.00072
427 3 4.51853 12.57730 12 0.00014
427 4 5.50191 3.82223 12 0.00003
427 5 6.16568 0.47264 12 0.00000
427 6 6.41310 1.18805 12 0.00000
427 7 8.55851 0.51820 12 0.00000
427 8 8.94119 0.19602 12 0.00000
427 9 9.27561 2.54253 12 0.00003
428 1 3.26648 25.69210 12 0.00049
428 2 3.34517 26.51330 12 0.00070
428 3 4.54270 12.30090 12 0.00013
428 4 5.51318 3.94271 12 0.00003
428 5 6.16862 0.34045 12 0.00000
428 6 6.41274 1.19189 12 0.00000
428 7 8.55071 0.48970 12 0.00000
428 8 8.94602 0.16873 12 0.00000
428 9 9.23849 2.37048 12 0.00002
429 1 3.29325 25.53000 12 0.00048
429 2 3.42561 26.24000 12 0.00066
429 3 4.56263 12.00910 12 0.00012
429 4 5.52389 4.01814 12 0.00003
429 5 6.16925 0.34158 12 0.00000
429 6 6.41409 1.19064 12 0.00000
429 7 8.54313 0.41260 12 0.00000
429 8 8.95051 0.13708 12 0.00000
429 9 9.20393 2.13724 12 0.00002
430 1 3.31744 25.50510 12 0.00046
430 2 3.50170 24.47610 12 0.00057
430 3 4.57879 10.72160 12 0.00010
430 4 5.53399 4.04443 12 0.00003
430 5 6.16769 0.44091 12 0.00000
430 6 6.41685 1.28934 12 0.00000
430 7 8.53584 0.38640 12 0.00000
430 8 8.95471 0.08119 12 0.00000
430 9 9.17200 1.89832 12 0.00002
431 1 3.33915 25.53390 12 0.00045
431 2 3.57299 24.96710 12 0.00055
431 3 4.59159 10.32050 12 0.00010
431 4 5.54349 3.85178 12 0.00003
431 5 6.16424 0.56026 12 0.00000
431 6 6.42066 1.37985 12 0.00000
431 7 8.52895 0.35262 12 0.00000
431 8 8.95858 0.12538 12 0.00000
431 9 9.14289 1.63162 12 0.00001
432 1 3.35843 25.60410 12 0.00044
432 2 3.63903 21.69820 12 0.00044
432 3 4.60151 9.96244 12 0.00009
432 4 5.55234 4.14682 12 0.00003
432 5 6.15921 0.64740 12 0.00000
432 6 6.42518 1.43796 12 0.00000
432 7 8.52253 0.31027 12 0.00000
432 8 8.96212 0.15160 12 0.00000
432 9 9.11669 1.40169 12 0.00001
433 1 3.37542 25.92670 12 0.00044
433 2 3.69941 17.55810 12 0.00032
433 3 4.60904 9.62608 12 0.00009
433 4 5.56046 4.34470 12 0.00003
433 5 6.15297 0.68792 12 0.00000
433 6 6.43010 1.45435 12 0.00001
433 7 8.51665 0.26520 12 0.00000
433 8 8.96529 0.16834 12 0.00000
433 9 9.09339 1.16457 12 0.00001
434 1 3.39014 25.36280 12 0.00042
434 2 3.75364 13.96200 12 0.00023
434 3 4.61459 9.16716 12 0.00008
434 4 5.56784 4.47597 12 0.00004
434 5 6.14596 0.66337 12 0.00000
434 6 6.43511 1.44306 12 0.00001
434 7 8.51141 0.21813 12 0.00000
434 8 8.96811 0.18216 12 0.00000
434 9 9.07307 0.93683 12 0.00001
435 1 3.40267 26.98010 12 0.00044
435 2 3.80125 11.89090 12 0.00017
435 3 4.61854 8.01021 12 0.00007
435 4 5.57437 4.54509 12 0.00004
435 5 6.13867 0.53212 12 0.00000
435 6 6.43993 1.40116 12 0.00001
435 7 8.50679 0.17157 12 0.00000
435 8 8.97057 0.18760 12 0.00000
435 9 9.05571 0.71859 12 0.00000
436 1 3.41305 26.92470 12 0.00043
436 2 3.84178 9.82969 12 0.00011
436 3 4.62127 9.02907 12 0.00008
436 4 5.58001 4.57589 12 0.00004
436 5 6.13157 0.63577 12 0.00000
436 6 6.44434 1.33878 12 0.00001
436 7 8.50286 0.12924 12 0.00000
436 8 8.97261 0.19515 12 0.00000
436 9 9.04129 0.49933 12 0.00000
437 1 3.42132 26.73110 12 0.00042
437 2 3.87479 7.82152 12 0.00007
437 3 4.62307 10.16480 12 0.00009
437 4 5.58465 4.55689 12 0.00004
437 5 6.12515 0.69400 12 0.00000
437 6 6.44812 1.19172 12 0.00000
437 7 8.49969 0.08991 12 0.00000
437 8 8.97426 0.19873 12 0.00000
437 9 9.02981 0.42210 12 0.00000
438 1 3.42750 26.68440 12 0.00041
438 2 3.89991 5.59382 12 0.00004
438 3 4.62421 10.78710 12 0.00009
438 4 5.58825 4.49629 12 0.00004
438 5 6.11990 0.67602 12 0.00000
438 6 6.45108 1.15671 12 0.00000
438 7 8.49729 0.05694 12 0.00000
438 8 8.97552 0.19608 12 0.00000
438 9 9.02123 0.40754 12 0.00000
439 1 3.43160 26.62340 12 0.00041
439 2 3.91685 3.07993 12 0.00001
439 3 4.62487 11.13850 12 0.00010
439 4 5.59068 4.57493 12 0.00004
439 5 6.11616 0.64729 12 0.00000
439 6 6.45312 1.23897 12 0.00001
439 7 8.49567 0.02830 12 0.00000
439 8 8.97636 0.18069 12 0.00000
439 9 9.01554 0.32524 12 0.00000
440 1 3.43364 26.57950 12 0.00041
440 2 3.92539 1.33172 12 0.00000
440 3 4.62517 11.30440 12 0.00010
440 4 5.59194 4.59015 12 0.00004
440 5 6.11421 0.62974 12 0.00000
440 6 6.45417 1.23798 12 0.00001
440 7 8.49486 0.00516 12 0.00000
440 8 8.97678 0.20309 12 0.00000
440 9 9.01269 0.22238 12 0.00000
441 1 1.11773 175.65000 6 0.00601
441 2 1.92299 122.33500 6 0.00414
441 3 2.83772 57.76200 6 0.00244
441 4 5.18914 2.93973 6 0.00002
441 5 5.60360 8.36297 6 0.00011
441 6 6.89526 6.24035 6 0.00006
441 7 8.64509 0.07540 6 0.00000
441 8 8.82163 0.41509 6 0.00000
441 9 10.23252 3.31091 6 0.00004
442 1 1.21047 157.25000 12 0.00547
442 2 2.01308 88.14670 12 0.00295
442 3 2.95133 55.65300 12 0.00227
442 4 5.20416 2.99972 12 0.00002
442 5 5.64248 8.26621 12 0.00011
442 6 6.86474 6.47257 12 0.00007
442 7 8.64691 0.06876 12 0.00000
442 8 8.82625 0.32308 12 0.00000
442 9 10.19495 3.51676 12 0.00004
443 1 1.30614 134.84000 12 0.00475
443 2 2.10174 58.63260 12 0.00193
443 3 3.06355 57.57760 12 0.00226
443 4 5.21969 2.89687 12 0.00002
443 5 5.68125 7.99788 12 0.00010
443 6 6.83332 6.65453 12 0.00007
443 7 8.64826 0.06732 12 0.00000
443 8 8.83084 0.26860 12 0.00000
443 9 10.15574 3.69050 12 0.00004
444 1 1.40436 139.80800 12 0.00497
444 2 2.18862 49.61180 12 0.00161
444 3 3.17396 53.35490 12 0.00202
444 4 5.23564 3.13461 12 0.00002
444 5 5.71965 7.77807 12 0.00010
444 6 6.80127 6.77418 12 0.00007
444 7 8.64913 0.07055 12 0.00000
444 8 8.83542 0.24323 12 0.00000
444 9 10.11497 3.85169 12 0.00005
445 1 1.50476 131.58300 12 0.00472
445 2 2.27343 60.04610 12 0.00192
445 3 3.28213 49.17910 12 0.00178
445 4 5.25191 3.23436 12 0.00002
445 5 5.75745 7.76817 12 0.00010
445 6 6.76877 6.86884 12 0.00007
445 7 8.64946 0.08022 12 0.00000
445 8 8.84013 0.23650 12 0.00000
445 9 10.07276 3.62807 12 0.00005
446 1 1.60696 113.01300 12 0.00407
446 2 2.35593 67.38560 12 0.00211
446 3 3.38765 45.77910 12 0.00159
446 4 5.26843 3.35695 12 0.00002
446 5 5.79445 7.61098 12 0.00009
446 6 6.73613 6.87349 12 0.00007
446 7 8.64919 0.09473 12 0.00000
446 8 8.84499 0.24333 12 0.00000
446 9 10.02920 3.22396 12 0.00004
447 1 1.71062 89.05370 12 0.00322
447 2 2.43592 59.23210 12 0.00182
447 3 3.49015 41.75870 12 0.00139
447 4 5.28513 3.40034 12 0.00002
447 5 5.83048 7.39890 12 0.00008
447 6 6.70363 6.81263 12 0.00007
447 7 8.64832 0.11148 12 0.00000
447 8 8.85005 0.25647 12 0.00000
447 9 9.98441 3.14632 12 0.00004
448 1 1.81538 141.68200 12 0.00512
448 2 2.51323 49.03540 12 0.00147
448 3 3.58927 35.17420 12 0.00111
448 4 5.30189 3.51533 12 0.00002
448 5 5.86538 7.10098 12 0.00008
448 6 6.67152 6.62453 12 0.00007
448 7 8.64679 0.12414 12 0.00000
448 8 8.85533 0.28391 12 0.00000
448 9 9.93851 2.93700 12 0.00004
449 1 1.92091 158.85500 12 0.00573
449 2 2.58773 54.27290 12 0.00160
449 3 3.68469 32.65840 12 0.00098
449 4 5.31865 3.57915 12 0.00002
449 5 5.89899 6.72030 12 0.00007
449 6 6.64016 6.45406 12 0.00007
449 7 8.64464 0.13668 12 0.00000
449 8 8.86082 0.30297 12 0.00000
449 9 9.89165 3.09506 12 0.00004
450 1 2.02688 200.35900 12 0.00720
450 2 2.65930 45.03190 12 0.00129
450 3 3.77607 28.88630 12 0.00082
450 4 5.33535 3.63636 12 0.00002
450 5 5.93112 6.16655 12 0.00006
450 6 6.60979 6.23048 12 0.00006
450 7 8.64179 0.14436 12 0.00000
450 8 8.86654 0.32125 12 0.00000
450 9 9.84399 3.18417 12 0.00004
451 1 2.13299 183.34100 12 0.00654
451 2 2.72782 46.92470 12 0.00132
451 3 3.86310 27.35500 12 0.00073
451 4 5.35195 3.67702 12 0.00002
451 5 5.96170 6.57311 12 0.00006
451 6 6.58077 5.86280 12 0.00005
451 7 8.63828 0.14611 12 0.00000
451 8 8.87245 0.33522 12 0.00000
451 9 9.79566 3.84013 12 0.00005
452 1 2.23891 107.11100 12 0.00379
452 2 2.79322 38.99710 12 0.00107
452 3 3.94554 27.05100 12 0.00068
452 4 5.36835 3.70471 12 0.00002
452 5 5.99057 6.26669 12 0.00005
452 6 6.55331 5.42179 12 0.00005
452 7 8.63411 0.12833 12 0.00000
452 8 8.87856 0.34985 12 0.00000
452 9 9.74688 3.94172 12 0.00005
453 1 2.34436 64.67090 12 0.00226
453 2 2.85542 36.58200 12 0.00097
453 3 4.02315 24.96050 12 0.00059
453 4 5.38457 3.72920 12 0.00003
453 5 6.01761 4.96060 12 0.00004
453 6 6.52774 5.03758 12 0.00004
453 7 8.62929 0.14333 12 0.00000
453 8 8.88483 0.35925 12 0.00000
453 9 9.69787 4.00556 12 0.00006
454 1 2.44905 49.20160 12 0.00170
454 2 2.91438 30.91330 12 0.00080
454 3 4.09564 22.13020 12 0.00049
454 4 5.40049 3.73726 12 0.00003
454 5 6.04271 3.55864 12 0.00003
454 6 6.50427 3.79734 12 0.00003
454 7 8.62383 0.19998 12 0.00000
454 8 8.89115 0.36281 12 0.00000
454 9 9.64882 4.04160 12 0.00006
455 1 2.55269 38.73790 12 0.00132
455 2 2.97006 32.01020 12 0.00081
455 3 4.16292 19.40590 12 0.00040
455 4 5.41611 3.73150 12 0.00003
455 5 6.06573 3.08601 12 0.00002
455 6 6.48310 3.22373 12 0.00002
455 7 8.61780 0.24710 12 0.00000
455 8 8.89757 0.35969 12 0.00000
455 9 9.59998 3.98901 12 0.00005
456 1 2.65501 38.30420 12 0.00128
456 2 3.02245 31.23090 12 0.00077
456 3 4.22480 17.22960 12 0.00033
456 4 5.43140 3.70613 12 0.00003
456 5 6.08660 2.79939 12 0.00002
456 6 6.46439 2.62130 12 0.00002
456 7 8.61121 0.29557 12 0.00000
456 8 8.90399 0.34946 12 0.00000
456 9 9.55160 3.83062 12 0.00005
457 1 2.75572 26.81520 12 0.00088
457 2 3.07152 33.51900 12 0.00080
457 3 4.28122 15.62490 12 0.00027
457 4 5.44633 3.65600 12 0.00003
457 5 6.10518 2.10080 12 0.00001
457 6 6.44827 1.79074 12 0.00001
457 7 8.60416 0.45441 12 0.00000
457 8 8.91034 0.33142 12 0.00000
457 9 9.50396 3.77214 12 0.00005
458 1 2.85456 24.32740 12 0.00077
458 2 3.11736 28.16690 12 0.00065
458 3 4.33212 14.50760 12 0.00024
458 4 5.46084 3.51939 12 0.00003
458 5 6.12137 1.52060 12 0.00001
458 6 6.43478 1.94513 12 0.00001
458 7 8.59673 0.49016 12 0.00000
458 8 8.91664 0.31899 12 0.00000
458 9 9.45728 3.60511 12 0.00005
459 1 2.95124 20.58570 12 0.00064
459 2 3.15996 28.19480 12 0.00064
459 3 4.37760 13.12260 12 0.00020
459 4 5.47493 2.98909 12 0.00002
459 5 6.13513 0.83915 12 0.00000
459 6 6.42389 1.76688 12 0.00001
459 7 8.58896 0.51703 12 0.00000
459 8 8.92281 0.29787 12 0.00000
459 9 9.41189 3.38944 12 0.00004
460 1 3.04547 21.83630 12 0.00066
460 2 3.19939 27.53300 12 0.00060
460 3 4.41774 12.15360 12 0.00017
460 4 5.48857 3.73948 12 0.00003
460 5 6.14637 0.84739 12 0.00000
460 6 6.41562 1.56575 12 0.00001
460 7 8.58096 0.53394 12 0.00000
460 8 8.92881 0.27809 12 0.00000
460 9 9.36803 3.04815 12 0.00004
461 1 3.13694 24.31950 12 0.00071
461 2 3.23575 27.20360 12 0.00058
461 3 4.45273 11.01100 12 0.00014
461 4 5.50173 3.95719 12 0.00003
461 5 6.15507 0.70605 12 0.00000
461 6 6.40980 1.41304 12 0.00000
461 7 8.57281 0.53934 12 0.00000
461 8 8.93462 0.25039 12 0.00000
461 9 9.32594 2.81005 12 0.00003
462 1 3.22535 25.07870 12 0.00070
462 2 3.26912 27.47190 12 0.00057
462 3 4.48280 9.71113 12 0.00012
462 4 5.51441 4.13247 12 0.00003
462 5 6.16124 0.51772 12 0.00000
462 6 6.40624 1.32126 12 0.00000
462 7 8.56462 0.53324 12 0.00000
462 8 8.94020 0.22195 12 0.00000
462 9 9.28586 2.57628 12 0.00003
463 1 3.29961 27.19610 12 0.00055
463 2 3.31037 26.33110 12 0.00070
463 3 4.50831 12.50990 12 0.00014
463 4 5.52652 4.25432 12 0.00003
463 5 6.16493 0.37473 12 0.00000
463 6 6.40474 1.30525 12 0.00000
463 7 8.55650 0.51394 12 0.00000
463 8 8.94554 0.19225 12 0.00000
463 9 9.24803 2.42344 12 0.00003
464 1 3.32731 26.75800 12 0.00053
464 2 3.39164 26.86560 12 0.00068
464 3 4.52959 12.41690 12 0.00013
464 4 5.53813 4.34066 12 0.00003
464 5 6.16625 0.33834 12 0.00000
464 6 6.40501 1.30822 12 0.00000
464 7 8.54855 0.43672 12 0.00000
464 8 8.95060 0.15497 12 0.00000
464 9 9.21259 2.20855 12 0.00002
465 1 3.35234 26.43330 12 0.00051
465 2 3.46878 24.79980 12 0.00059
465 3 4.54707 12.23330 12 0.00012
465 4 5.54913 4.38146 12 0.00004
465 5 6.16535 0.42010 12 0.00000
465 6 6.40674 1.35603 12 0.00000
465 7 8.54085 0.41336 12 0.00000
465 8 8.95534 0.09174 12 0.00000
465 9 9.17976 1.97721 12 0.00002
466 1 3.37479 26.27230 12 0.00049
466 2 3.54142 25.33780 12 0.00057
466 3 4.56116 11.32420 12 0.00011
466 4 5.55953 4.23879 12 0.00003
466 5 6.16244 0.53504 12 0.00000
466 6 6.40968 1.47401 12 0.00000
466 7 8.53347 0.38137 12 0.00000
466 8 8.95981 0.15588 12 0.00000
466 9 9.14964 1.73927 12 0.00001
467 1 3.39476 26.14190 12 0.00048
467 2 3.60908 22.99550 12 0.00048
467 3 4.57228 10.62100 12 0.00010
467 4 5.56927 4.36494 12 0.00004
467 5 6.15783 0.63233 12 0.00000
467 6 6.41343 1.55546 12 0.00001
467 7 8.52655 0.34342 12 0.00000
467 8 8.96391 0.18518 12 0.00000
467 9 9.12232 1.48848 12 0.00001
468 1 3.41239 26.23580 12 0.00047
468 2 3.67141 19.31310 12 0.00036
468 3 4.58089 10.22580 12 0.00010
468 4 5.57830 4.62087 12 0.00004
468 5 6.15180 0.68476 12 0.00000
468 6 6.41775 1.60798 12 0.00001
468 7 8.52016 0.29894 12 0.00000
468 8 8.96766 0.20698 12 0.00000
468 9 9.09792 1.24908 12 0.00001
469 1 3.42774 26.34280 12 0.00046
469 2 3.72789 15.26730 12 0.00026
469 3 4.58739 9.67974 12 0.00009
469 4 5.58660 4.76738 12 0.00004
469 5 6.14485 0.66713 12 0.00000
469 6 6.42227 1.62821 12 0.00001
469 7 8.51435 0.25198 12 0.00000
469 8 8.97102 0.22003 12 0.00000
469 9 9.07640 1.02068 12 0.00001
470 1 3.44087 25.54210 12 0.00043
470 2 3.77807 12.94090 12 0.00019
470 3 4.59219 9.06071 12 0.00008
470 4 5.59407 4.86646 12 0.00004
470 5 6.13738 0.56543 12 0.00000
470 6 6.42677 1.64976 12 0.00001
470 7 8.50916 0.20237 12 0.00000
470 8 8.97402 0.22821 12 0.00000
470 9 9.05781 0.79082 12 0.00000
471 1 3.45187 27.62440 12 0.00046
471 2 3.82148 11.35450 12 0.00014
471 3 4.59564 8.93374 12 0.00008
471 4 5.60063 4.91192 12 0.00004
471 5 6.12989 0.71880 12 0.00000
471 6 6.43100 1.63611 12 0.00001
471 7 8.50469 0.15822 12 0.00000
471 8 8.97657 0.23701 12 0.00000
471 9 9.04213 0.55981 12 0.00000
472 1 3.46077 27.48240 12 0.00045
472 2 3.85773 9.09601 12 0.00009
472 3 4.59801 9.89112 12 0.00009
472 4 5.60621 4.92520 12 0.00004
472 5 6.12287 0.79808 12 0.00000
472 6 6.43475 1.61253 12 0.00001
472 7 8.50097 0.11545 12 0.00000
472 8 8.97869 0.24225 12 0.00000
472 9 9.02939 0.47220 12 0.00000
473 1 3.46767 27.23370 12 0.00044
473 2 3.88639 6.78656 12 0.00005
473 3 4.59960 10.76080 12 0.00010
473 4 5.61068 4.84374 12 0.00004
473 5 6.11682 0.80184 12 0.00000
473 6 6.43786 1.59239 12 0.00001
473 7 8.49807 0.07758 12 0.00000
473 8 8.98034 0.24108 12 0.00000
473 9 9.01950 0.47608 12 0.00000
474 1 3.47259 25.40380 12 0.00041
474 2 3.90711 4.49852 12 0.00002
474 3 4.60059 11.19410 12 0.00010
474 4 5.61397 4.85003 12 0.00004
474 5 6.11214 0.72959 12 0.00000
474 6 6.44017 1.50862 12 0.00001
474 7 8.49594 0.04630 12 0.00000
474 8 8.98154 0.22673 12 0.00000
474 9 9.01245 0.38307 12 0.00000
475 1 3.47549 24.48310 12 0.00039
475 2 3.91964 2.09076 12 0.00001
475 3 4.60112 11.46850 12 0.00010
475 4 5.61598 4.90175 12 0.00004
475 5 6.10920 0.73474 12 0.00000
475 6 6.44158 1.41277 12 0.00001
475 7 8.49468 0.02193 12 0.00000
475 8 8.98226 0.24656 12 0.00000
475 9 9.00822 0.31694 12 0.00000
476 1 3.47648 24.37490 6 0.00039
476 2 3.92383 0.72263 6 0.00000
476 3 4.60127 11.52940 6 0.00010
476 4 5.61664 4.91795 6 0.00004
476 5 6.10818 0.72595 6 0.00000
476 6 6.44206 1.45249 6 0.00001
476 7 8.49423 0.02059 6 0.00000
476 8 8.98250 0.25217 6 0.00000
476 9 9.00684 0.29403 6 0.00000
477 1 1.30283 135.42100 6 0.00476
477 2 2.10237 60.31010 6 0.00200
477 3 3.05806 58.52840 6 0.00229
477 4 5.21969 2.94963 6 0.00002
477 5 5.67987 7.99281 6 0.00010
477 6 6.83407 6.66043 6 0.00007
477 7 8.64868 0.05690 6 0.00000
477 8 8.83036 0.25940 6 0.00000
477 9 10.15691 3.68787 6 0.00004
478 1 1.39788 139.61700 12 0.00496
478 2 2.19030 49.26050 12 0.00161
478 3 3.16338 56.16260 12 0.00211
478 4 5.23576 3.12902 12 0.00002
478 5 5.71704 7.76244 12 0.00010
478 6 6.80262 6.79531 12 0.00007
478 7 8.65000 0.04876 12 0.00000
478 8 8.83452 0.22403 12 0.00000
478 9 10.11725 3.84599 12 0.00005
479 1 1.49527 132.60900 12 0.00474
479 2 2.27649 60.95840 12 0.00196
479 3 3.26690 50.79060 12 0.00183
479 4 5.25224 3.23333 12 0.00002
479 5 5.75377 7.76952 12 0.00010
479 6 6.77063 6.89723 12 0.00008
479 7 8.65081 0.05174 12 0.00000
479 8 8.83881 0.21426 12 0.00000
479 9 10.07608 3.62160 12 0.00005
480 1 1.59463 111.98100 12 0.00402
480 2 2.36062 68.08630 12 0.00215
480 3 3.36817 47.38160 12 0.00163
480 4 5.26909 3.36622 12 0.00002
480 5 5.78983 7.62588 12 0.00009
480 6 6.73841 6.92029 12 0.00008
480 7 8.65105 0.06069 12 0.00000
480 8 8.84328 0.22022 12 0.00000
480 9 10.03351 3.34280 12 0.00004
481 1 1.69562 97.96900 12 0.00353
481 2 2.44243 59.47990 12 0.00185
481 3 3.46683 42.79460 12 0.00140
481 4 5.28615 3.46566 12 0.00002
481 5 5.82503 7.42651 12 0.00008
481 6 6.70618 6.87738 12 0.00007
481 7 8.65069 0.08419 12 0.00000
481 8 8.84798 0.23575 12 0.00000
481 9 9.98968 3.15381 12 0.00004
482 1 1.79789 138.12500 12 0.00497
482 2 2.52170 50.07700 12 0.00153
482 3 3.56255 38.52390 12 0.00120
482 4 5.30339 3.53180 12 0.00002
482 5 5.85920 7.14505 12 0.00008
482 6 6.67425 6.73624 12 0.00007
482 7 8.64970 0.10053 12 0.00000
482 8 8.85293 0.25606 12 0.00000
482 9 9.94466 3.13523 12 0.00004
483 1 1.90110 152.57800 12 0.00548
483 2 2.59824 57.35700 12 0.00171
483 3 3.65498 35.28220 12 0.00104
483 4 5.32069 3.61597 12 0.00002
483 5 5.89221 6.81599 12 0.00007
483 6 6.64295 6.51812 12 0.00007
483 7 8.64805 0.11903 12 0.00000
483 8 8.85815 0.28670 12 0.00000
483 9 9.89864 3.09707 12 0.00004
484 1 2.00493 201.91900 12 0.00722
484 2 2.67189 50.39920 12 0.00148
484 3 3.74375 30.49670 12 0.00085
484 4 5.33801 3.68207 12 0.00002
484 5 5.92387 6.34513 12 0.00006
484 6 6.61252 6.30127 12 0.00006
484 7 8.64571 0.13381 12 0.00000
484 8 8.86366 0.30926 12 0.00000
484 9 9.85172 3.14309 12 0.00004
485 1 2.10907 180.74600 12 0.00643
485 2 2.74253 40.96500 12 0.00117
485 3 3.82862 29.61080 12 0.00078
485 4 5.35528 3.72619 12 0.00003
485 5 5.95409 4.22270 12 0.00004
485 6 6.58329 6.01131 12 0.00006
485 7 8.64269 0.14397 12 0.00000
485 8 8.86939 0.33333 12 0.00000
485 9 9.80411 3.77475 12 0.00005
486 1 2.21321 126.90300 12 0.00447
486 2 2.81006 41.12160 12 0.00115
486 3 3.90923 25.74170 12 0.00064
486 4 5.37240 3.76161 12 0.00003
486 5 5.98272 6.04606 12 0.00005
486 6 6.55556 5.59903 12 0.00005
486 7 8.63894 0.14714 12 0.00000
486 8 8.87539 0.34930 12 0.00000
486 9 9.75597 3.91974 12 0.00005
487 1 2.31706 75.86240 12 0.00265
487 2 2.87436 36.33900 12 0.00099
487 3 3.98535 25.61890 12 0.00060
487 4 5.38937 3.78542 12 0.00003
487 5 6.00964 5.80691 12 0.00005
487 6 6.52954 4.95955 12 0.00004
487 7 8.63453 0.13515 12 0.00000
487 8 8.88156 0.36331 12 0.00000
487 9 9.70746 3.97387 12 0.00006
488 1 2.42032 58.03330 12 0.00200
488 2 2.93538 35.99740 12 0.00096
488 3 4.05676 24.00030 12 0.00052
488 4 5.40610 3.79592 12 0.00003
488 5 6.03473 3.89989 12 0.00003
488 6 6.50550 3.91970 12 0.00003
488 7 8.62944 0.14638 12 0.00000
488 8 8.88792 0.37117 12 0.00000
488 9 9.65886 4.03297 12 0.00006
489 1 2.52271 47.11520 12 0.00160
489 2 2.99307 32.39740 12 0.00084
489 3 4.12329 19.56000 12 0.00040
489 4 5.42256 3.78493 12 0.00003
489 5 6.05785 3.09378 12 0.00002
489 6 6.48367 3.36224 12 0.00002
489 7 8.62368 0.20371 12 0.00000
489 8 8.89439 0.37247 12 0.00000
489 9 9.61036 3.99736 12 0.00006
490 1 2.62396 35.98780 12 0.00120
490 2 3.04739 34.71350 12 0.00088
490 3 4.18471 17.95180 12 0.00034
490 4 5.43868 3.74939 12 0.00003
490 5 6.07892 2.73123 12 0.00002
490 6 6.46415 2.74830 12 0.00002
490 7 8.61735 0.25513 12 0.00000
490 8 8.90093 0.36690 12 0.00000
490 9 9.56224 3.86166 12 0.00005
491 1 2.72379 26.00700 12 0.00085
491 2 3.09833 28.46050 12 0.00070
491 3 4.24101 16.10830 12 0.00028
491 4 5.45448 3.66463 12 0.00003
491 5 6.09781 2.25261 12 0.00001
491 6 6.44713 2.03762 12 0.00001
491 7 8.61046 0.30149 12 0.00000
491 8 8.90749 0.35390 12 0.00000
491 9 9.51469 3.81121 12 0.00005
492 1 2.82192 23.89070 12 0.00076
492 2 3.14587 29.58730 12 0.00071
492 3 4.29210 14.41110 12 0.00023
492 4 5.46989 3.36015 12 0.00003
492 5 6.11439 1.70439 12 0.00001
492 6 6.43265 2.14304 12 0.00001
492 7 8.60311 0.46294 12 0.00000
492 8 8.91403 0.34146 12 0.00000
492 9 9.46805 3.67632 12 0.00005
493 1 2.91808 21.00000 12 0.00065
493 2 3.19012 29.06200 12 0.00068
493 3 4.33800 13.60770 12 0.00021
493 4 5.48488 3.65530 12 0.00003
493 5 6.12863 1.15820 12 0.00000
493 6 6.42072 1.94880 12 0.00001
493 7 8.59535 0.49884 12 0.00000
493 8 8.92050 0.32330 12 0.00000
493 9 9.42254 3.47951 12 0.00004
494 1 3.01198 21.18050 12 0.00064
494 2 3.23104 28.36000 12 0.00065
494 3 4.37880 12.53480 12 0.00018
494 4 5.49942 4.00272 12 0.00003
494 5 6.14044 0.74243 12 0.00000
494 6 6.41130 1.75073 12 0.00001
494 7 8.58729 0.52504 12 0.00000
494 8 8.92689 0.30523 12 0.00000
494 9 9.37841 3.22130 12 0.00004
495 1 3.10333 21.49780 12 0.00063
495 2 3.26876 28.66930 12 0.00064
495 3 4.41462 11.84050 12 0.00016
495 4 5.51348 4.21340 12 0.00003
495 5 6.14976 0.72443 12 0.00000
495 6 6.40432 1.57638 12 0.00001
495 7 8.57898 0.54018 12 0.00000
495 8 8.93313 0.27703 12 0.00000
495 9 9.33593 2.89203 12 0.00003
496 1 3.19183 25.42600 12 0.00071
496 2 3.30335 28.54580 12 0.00062
496 3 4.44574 10.86670 12 0.00013
496 4 5.52706 4.36377 12 0.00003
496 5 6.15660 0.55892 12 0.00000
496 6 6.39958 1.45965 12 0.00000
496 7 8.57059 0.54348 12 0.00000
496 8 8.93918 0.24911 12 0.00000
496 9 9.29536 2.64378 12 0.00003
497 1 3.27718 26.78270 12 0.00072
497 2 3.33489 28.33340 12 0.00060
497 3 4.47239 8.84162 12 0.00010
497 4 5.54013 4.49756 12 0.00004
497 5 6.16097 0.40110 12 0.00000
497 6 6.39688 1.41706 12 0.00000
497 7 8.56216 0.53299 12 0.00000
497 8 8.94506 0.21663 12 0.00000
